Orthogroup	Syag	Syat
OG0002195	Syag.g_00614	Syat.g_00434
OG0002196	Syag.g_00652	Syat.g_00464
OG0002197	Syag.g_00846	Syat.g_00541
OG0002198	Syag.g_00433	Syat.g_02588
OG0002199	Syag.g_00429	Syat.g_00393
OG0002200	Syag.g_01419	Syat.g_01225
OG0002201	Syag.g_00347	Syat.g_00004
OG0002202	Syag.g_00346	Syat.g_00005
OG0002203	Syag.g_00345	Syat.g_00006
OG0002204	Syag.g_00326	Syat.g_00029
OG0002205	Syag.g_00305	Syat.g_00047
OG0002206	Syag.g_00293	Syat.g_00058, Syat.g_01056
OG0002207	Syag.g_00283	Syat.g_00068
OG0002208	Syag.g_01534	Syat.g_03165
OG0002209	Syag.g_02852	Syat.g_01606
OG0002210	Syag.g_02803	Syat.g_01627
OG0002211	Syag.g_02765	Syat.g_01789
OG0002212	Syag.g_02111	Syat.g_02702
OG0002213	Syag.g_02115	Syat.g_02697
OG0002214	Syag.g_02250	Syat.g_02401
OG0002231	Syag.g_01180	Syat.g_00444, Syat.g_00098
OG0002235	Syag.g_00647	Syat.g_00462
OG0002239	Syag.g_01661	Syat.g_01095
OG0002241	Syag.g_01341	Syat.g_01398
OG0002243	Syag.g_02107	Syat.g_02803
OG0002244	Syag.g_01792	Syat.g_00744
OG0002247	Syag.g_00298	Syat.g_00054
OG0002248	Syag.g_01000	Syat.g_00837
OG0002250	Syag.g_01852	Syat.g_01530
OG0002251	Syag.g_01636	Syat.g_03077
OG0002252	Syag.g_01770	Syat.g_02625
OG0002253	Syag.g_01179	Syat.g_01145
OG0002254	Syag.g_00889	Syat.g_00691
OG0002255	Syag.g_00832	Syat.g_00556
OG0002256	Syag.g_01796	Syat.g_00179
OG0002257	Syag.g_00478	Syat.g_01714
OG0002258	Syag.g_00325	Syat.g_00030
OG0002259	Syag.g_01450	Syat.g_03274
OG0002260	Syag.g_01039	Syat.g_00883
OG0002286	Syag.g_02094, Syag.g_01702	Syat.g_00266
OG0002289	Syag.g_01339	Syat.g_01401
OG0002290	Syag.g_02643	Syat.g_01453
OG0002292	Syag.g_02018	Syat.g_02822
OG0002296	Syag.g_01389	Syat.g_01332
OG0002297	Syag.g_00071	Syat.g_01433
OG0002298	Syag.g_00828	Syat.g_00559
OG0002300	Syag.g_00470	Syat.g_00977
OG0002302	Syag.g_01549	Syat.g_01307
OG0002305	Syag.g_01889	Syat.g_01576
OG0002306	Syag.g_02223	Syat.g_02502
OG0002308	Syag.g_00657	Syat.g_03129, Syat.g_00470
OG0002330	Syag.g_00992	Syat.g_01093
OG0002343	Syag.g_02669	Syat.g_01871
OG0002348	Syag.g_00117	Syat.g_02603
OG0002349	Syag.g_01747	Syat.g_03010
OG0002352	Syag.g_01130	Syat.g_02986
OG0002354	Syag.g_00811	Syat.g_00577
OG0002355	Syag.g_00254	Syat.g_01013
OG0002357	Syag.g_00469	Syat.g_02661
OG0002358	Syag.g_00031	Syat.g_01520
OG0002359	Syag.g_01381	Syat.g_01340
OG0002382	Syag.g_01519	Syat.g_03179
OG0002385	Syag.g_02096, Syag.g_01703	Syat.g_00268
OG0002386	Syag.g_00473	Syat.g_01687
OG0002391	Syag.g_01916	Syat.g_02932
OG0002394	Syag.g_02100	Syat.g_02710, Syat.g_02413
OG0002396	Syag.g_02738	Syat.g_01817
OG0002401	Syag.g_01129	Syat.g_00630
OG0002402	Syag.g_00956	Syat.g_00791
OG0002403	Syag.g_01068	Syat.g_00821
OG0002404	Syag.g_02665	Syat.g_01875
OG0002409	Syag.g_02176	Syat.g_02505
OG0002410	Syag.g_02243	Syat.g_02412
OG0002411	Syag.g_00712	Syat.g_00519
OG0002430	Syag.g_01467	Syat.g_01100
OG0002431	Syag.g_01468	Syat.g_01101
OG0002432	Syag.g_02103	Syat.g_02706
OG0002440	Syag.g_00872	Syat.g_00706
OG0002444	Syag.g_01309	Syat.g_01360
OG0002447	Syag.g_01340	Syat.g_01399
OG0002463	Syag.g_02384	Syat.g_00337
OG0002466	Syag.g_01759	Syat.g_02995
OG0002473	Syag.g_01994, Syag.g_01282	Syat.g_01498
OG0002474	Syag.g_02716	Syat.g_00713
OG0002475	Syag.g_01382	Syat.g_01339
OG0002476	Syag.g_00921	Syat.g_01671
OG0002492	Syag.g_02101	Syat.g_02709
OG0002494	Syag.g_00319	Syat.g_00034
OG0002496	Syag.g_00540	Syat.g_02437
OG0002522	Syag.g_01612	Syat.g_02984
OG0002537	Syag.g_02014	Syat.g_02827
OG0002539	Syag.g_02143	Syat.g_02674
OG0002542	Syag.g_00707	Syat.g_03396
OG0002547	Syag.g_01326	Syat.g_00759
OG0002559	Syag.g_00139	Syat.g_00145
OG0002566	Syag.g_01727	Syat.g_02065
OG0002573	Syag.g_01308	Syat.g_01361
OG0002577	Syag.g_00047	Syat.g_00329
OG0002580	Syag.g_02184	Syat.g_02514
OG0002581	Syag.g_00060	Syat.g_01312
OG0002592	Syag.g_02108	Syat.g_02707
OG0002593	Syag.g_01610	Syat.g_02985
OG0002596	Syag.g_00174	Syat.g_00220
OG0002607	Syag.g_01357	Syat.g_01370
OG0002610	Syag.g_02841	Syat.g_01616
OG0002632	Syag.g_02102	Syat.g_02708
OG0002634	Syag.g_01782	Syat.g_01446
OG0002635	Syag.g_01151	Syat.g_01320
OG0002638	Syag.g_00999	Syat.g_00797
OG0002644	Syag.g_00419	Syat.g_01973
OG0002669	Syag.g_01630	Syat.g_01119
OG0002677	Syag.g_02624	Syat.g_01996
OG0002678	Syag.g_00436	Syat.g_00688
OG0002680	Syag.g_00886	Syat.g_00692
OG0002684	Syag.g_02162	Syat.g_02645
OG0002685	Syag.g_00189	Syat.g_01010
OG0002711	Syag.g_02776	Syat.g_02382
OG0002751	Syag.g_01447	Syat.g_00762
OG0002753	Syag.g_02679	Syat.g_03391
OG0002755	Syag.g_01301	Syat.g_00828
OG0002757	Syag.g_01070	Syat.g_00913
OG0002761	Syag.g_00438	Syat.g_02564
OG0002764	Syag.g_00482	Syat.g_00824
OG0002842	Syag.g_02104	Syat.g_02705
OG0002845	Syag.g_02325	Syat.g_01311
OG0002866	Syag.g_01071	Syat.g_00914
OG0002868	Syag.g_00587	Syat.g_02386
OG0002872	Syag.g_02015	Syat.g_02825
OG0002874	Syag.g_00160	Syat.g_01989
OG0002875	Syag.g_00159	Syat.g_01988
OG0002876	Syag.g_00157	Syat.g_01986
OG0002877	Syag.g_00155	Syat.g_01984
OG0002878	Syag.g_00154	Syat.g_01983
OG0002953	Syag.g_00098	Syat.g_02093
OG0002982	Syag.g_01195	Syat.g_01155
OG0002983	Syag.g_01035	Syat.g_00358
OG0002985	Syag.g_00166	Syat.g_01432
OG0002991	Syag.g_00158	Syat.g_01987
OG0002992	Syag.g_00156	Syat.g_01985
OG0002995	Syag.g_00097	Syat.g_01693
OG0002996	Syag.g_00122	Syat.g_02782
OG0002998	Syag.g_00466	Syat.g_01722, Syat.g_01894
OG0002999	Syag.g_01100	Syat.g_00227
OG0003000	Syag.g_01401	Syat.g_01282
OG0003023	Syag.g_01227	Syat.g_02509
OG0003044	Syag.g_00500, Syag.g_02640	Syat.g_00754
OG0003064	Syag.g_01806	Syat.g_02535
OG0003145	Syag.g_00516	Syat.g_02601
OG0003146	Syag.g_01307	Syat.g_01362
OG0003149	Syag.g_01229	Syat.g_02527
OG0003150	Syag.g_01230	Syat.g_02528
OG0003186	Syag.g_00538	Syat.g_01505
OG0003264	Syag.g_01631	Syat.g_01118
OG0003288	Syag.g_01073	Syat.g_00920
OG0003289	Syag.g_01072	Syat.g_00916
OG0003305	Syag.g_01368	Syat.g_01352
OG0003310	Syag.g_00517	Syat.g_02602
OG0003311	Syag.g_00222	Syat.g_00760
OG0003312	Syag.g_00532	Syat.g_02631
OG0003339	Syag.g_02488	Syat.g_00333, Syat.g_02249
OG0003534	Syag.g_00389	Syat.g_02805
OG0003561	Syag.g_00125	Syat.g_00377
OG0003573	Syag.g_00177	Syat.g_00936
OG0003574	Syag.g_00499	Syat.g_02635
OG0004339	Syag.g_00621	Syat.g_01011
OG0004396	Syag.g_00263	Syat.g_02595
OG0004397	Syag.g_00492	Syat.g_00197
OG0005135	Syag.g_01604	Syat.g_00186
OG0005151	Syag.g_01691	Syat.g_00285
OG0005153	Syag.g_02001	Syat.g_02651
OG0005154	Syag.g_02002	Syat.g_02652
OG0005157	Syag.g_02531	Syat.g_00191
OG0006034	Syag.g_00116	Syat.g_01709
OG0006038	Syag.g_00133	Syat.g_03301
