Orthogroup	Syal	Syar
OG0002008	Syal.g_01933	Syar.g_02491
OG0002009	Syal.g_02254	Syar.g_02604
OG0002011	Syal.g_00547	Syar.g_00966
OG0002013	Syal.g_00773	Syar.g_03062
OG0002016	Syal.g_00992	Syar.g_00944
OG0002017	Syal.g_01124	Syar.g_00706
OG0002019	Syal.g_01425	Syar.g_00615
OG0002020	Syal.g_01161	Syar.g_00892
OG0002021	Syal.g_01159	Syar.g_00425
OG0002022	Syal.g_01158	Syar.g_00426
OG0002023	Syal.g_01157	Syar.g_00427
OG0002024	Syal.g_01151	Syar.g_00875, Syar.g_00004
OG0002025	Syal.g_01410	Syar.g_02747
OG0002038	Syal.g_01663	Syar.g_02839
OG0002039	Syal.g_01682	Syar.g_03221
OG0002040	Syal.g_01685	Syar.g_02140
OG0002041	Syal.g_01963	Syar.g_02508
OG0002042	Syal.g_01984	Syar.g_02530
OG0002043	Syal.g_02032	Syar.g_02580
OG0002045	Syal.g_00472	Syar.g_01265
OG0002046	Syal.g_00476	Syar.g_01258
OG0002048	Syal.g_00299	Syar.g_01092
OG0002049	Syal.g_00216	Syar.g_01016
OG0002051	Syal.g_00923	Syar.g_00116
OG0002054	Syal.g_01150	Syar.g_00876
OG0002055	Syal.g_01153	Syar.g_00872
OG0002056	Syal.g_01280	Syar.g_00243, Syar.g_00242
OG0002113	Syal.g_00134	Syar.g_00507
OG0002114	Syal.g_00048	Syar.g_00920, Syar.g_01908
OG0002116	Syal.g_02999	Syar.g_02897
OG0002119	Syal.g_00982	Syar.g_00950
OG0002121	Syal.g_00035	Syar.g_01318
OG0002123	Syal.g_01863	Syar.g_01489, Syar.g_01579
OG0002125	Syal.g_00456	Syar.g_01280
OG0002127	Syal.g_00880	Syar.g_00073
OG0002129	Syal.g_00395	Syar.g_02862
OG0002130	Syal.g_01603	Syar.g_02775
OG0002131	Syal.g_01160	Syar.g_00424
OG0002132	Syal.g_01154	Syar.g_00866
OG0002134	Syal.g_01442	Syar.g_00257
OG0002135	Syal.g_00620	Syar.g_02966
OG0002136	Syal.g_00619	Syar.g_02965
OG0002137	Syal.g_01360	Syar.g_02703
OG0002138	Syal.g_02586	Syar.g_02036
OG0002139	Syal.g_01755	Syar.g_01729
OG0002142	Syal.g_00037	Syar.g_02820
OG0002143	Syal.g_00550	Syar.g_00969, Syar.g_00890
OG0002144	Syal.g_00221	Syar.g_01020
OG0002154	Syal.g_01438	Syar.g_00251
OG0002159	Syal.g_01505	Syar.g_03094
OG0002161	Syal.g_00054	Syar.g_00923
OG0002162	Syal.g_02785	Syar.g_03193
OG0002163	Syal.g_01092	Syar.g_00383
OG0002166	Syal.g_01784	Syar.g_02857
OG0002167	Syal.g_00003	Syar.g_01875
OG0002168	Syal.g_01840	Syar.g_01378
OG0002172	Syal.g_00996	Syar.g_00940
OG0002173	Syal.g_00980	Syar.g_00952
OG0002174	Syal.g_01125	Syar.g_00707
OG0002179	Syal.g_01349	Syar.g_00660
OG0002180	Syal.g_01271	Syar.g_00233
OG0002181	Syal.g_01241	Syar.g_00204
OG0002182	Syal.g_01222	Syar.g_02901
OG0002183	Syal.g_00782	Syar.g_03083, Syar.g_03082
OG0002184	Syal.g_00779	Syar.g_03078
OG0002185	Syal.g_00769	Syar.g_03056
OG0002186	Syal.g_00618	Syar.g_02964
OG0002187	Syal.g_00617	Syar.g_02963
OG0002188	Syal.g_00581	Syar.g_02924
OG0002189	Syal.g_00580	Syar.g_02923
OG0002190	Syal.g_02985	Syar.g_02883
OG0002191	Syal.g_00532, Syal.g_00530, Syal.g_00531	Syar.g_02078
OG0002192	Syal.g_01686	Syar.g_01950, Syar.g_03209
OG0002193	Syal.g_01780	Syar.g_01384
OG0002194	Syal.g_01759	Syar.g_01726
OG0002195	Syal.g_02273	Syar.g_01611, Syar.g_03152
OG0002196	Syal.g_02224	Syar.g_02625
OG0002197	Syal.g_01956	Syar.g_02501
OG0002199	Syal.g_02617	Syar.g_02432
OG0002200	Syal.g_00371	Syar.g_02808
OG0002201	Syal.g_02742	Syar.g_02176
OG0002202	Syal.g_02743	Syar.g_02177
OG0002203	Syal.g_02744	Syar.g_02178
OG0002204	Syal.g_02762	Syar.g_02196
OG0002205	Syal.g_02780	Syar.g_02293
OG0002207	Syal.g_02800	Syar.g_02313
OG0002208	Syal.g_02891	Syar.g_01464
OG0002209	Syal.g_00355	Syar.g_01126
OG0002210	Syal.g_00307	Syar.g_01101
OG0002211	Syal.g_00267	Syar.g_01065
OG0002212	Syal.g_01051	Syar.g_00896
OG0002213	Syal.g_01057	Syar.g_00312, Syar.g_03307
OG0002214	Syal.g_01181	Syar.g_00449
OG0002229	Syal.g_00187	Syar.g_00550
OG0002231	Syal.g_01612	Syar.g_02338
OG0002233	Syal.g_00673	Syar.g_00265
OG0002235	Syal.g_02235	Syar.g_02621
OG0002236	Syal.g_02189	Syar.g_00871
OG0002238	Syal.g_02071	Syar.g_00738
OG0002239	Syal.g_00559	Syar.g_02678
OG0002241	Syal.g_00477	Syar.g_01257
OG0002244	Syal.g_02093	Syar.g_01824
OG0002245	Syal.g_00548	Syar.g_00967
OG0002248	Syal.g_01799	Syar.g_01693
OG0002250	Syal.g_00783	Syar.g_03084
OG0002251	Syal.g_02982	Syar.g_02880
OG0002252	Syal.g_00705	Syar.g_00694
OG0002253	Syal.g_01613	Syar.g_02770
OG0002254	Syal.g_01900	Syar.g_01556
OG0002255	Syal.g_01971	Syar.g_02518
OG0002256	Syal.g_02645	Syar.g_02069
OG0002258	Syal.g_02763	Syar.g_02197
OG0002259	Syal.g_02834	Syar.g_02350
OG0002260	Syal.g_01754	Syar.g_01730
OG0002277	Syal.g_00168	Syar.g_00541
OG0002281	Syal.g_02779	Syar.g_02291
OG0002289	Syal.g_00479	Syar.g_01255
OG0002292	Syal.g_00948	Syar.g_01001
OG0002296	Syal.g_00408	Syar.g_01411
OG0002299	Syal.g_02013	Syar.g_00970
OG0002303	Syal.g_00549	Syar.g_00968
OG0002305	Syal.g_00825	Syar.g_03125
OG0002306	Syal.g_01385, Syal.g_01637	Syar.g_00699
OG0002308	Syal.g_02219	Syar.g_02935, Syar.g_02630
OG0002309	Syal.g_02464	Syar.g_01814
OG0002328	Syal.g_00802	Syar.g_03100
OG0002330	Syal.g_01805	Syar.g_02675
OG0002332	Syal.g_02070	Syar.g_00739
OG0002333	Syal.g_02072	Syar.g_00737
OG0002340	Syal.g_00973	Syar.g_00960
OG0002351	Syal.g_01302	Syar.g_00829
OG0002354	Syal.g_01990	Syar.g_02538
OG0002355	Syal.g_02539	Syar.g_02830
OG0002358	Syal.g_00527	Syar.g_03073
OG0002359	Syal.g_00415	Syar.g_01404
OG0002375	Syal.g_01427	Syar.g_02713, Syar.g_02699, Syar.g_02697
OG0002382	Syal.g_02906	Syar.g_01478
OG0002390	Syal.g_00942	Syar.g_01008
OG0002391	Syal.g_00848	Syar.g_00047
OG0002402	Syal.g_01838	Syar.g_01376
OG0002405	Syal.g_02035	Syar.g_02584
OG0002406	Syal.g_02063	Syar.g_02853
OG0002408	Syal.g_02546	Syar.g_02212
OG0002411	Syal.g_02452	Syar.g_02480
OG0002443	Syal.g_00970	Syar.g_02022
OG0002444	Syal.g_00055	Syar.g_00152, Syar.g_00843
OG0002445	Syal.g_00455	Syar.g_01281
OG0002447	Syal.g_00478	Syar.g_01256
OG0002463	Syal.g_02435	Syar.g_01743
OG0002466	Syal.g_00658	Syar.g_03004
OG0002468	Syal.g_01757	Syar.g_01444
OG0002474	Syal.g_00219	Syar.g_01805
OG0002476	Syal.g_01860	Syar.g_02035
OG0002496	Syal.g_01193	Syar.g_02281
OG0002519	Syal.g_02139	Syar.g_01448
OG0002520	Syal.g_00603	Syar.g_03133
OG0002527	Syal.g_02559	Syar.g_00731
OG0002528	Syal.g_02561	Syar.g_00729
OG0002529	Syal.g_02531	Syar.g_00732
OG0002537	Syal.g_00945	Syar.g_01005
OG0002541	Syal.g_00306	Syar.g_01100
OG0002542	Syal.g_02450	Syar.g_01747
OG0002543	Syal.g_01082	Syar.g_00348
OG0002589	Syal.g_02111	Syar.g_00750, Syar.g_00758
OG0002592	Syal.g_01032	Syar.g_00903
OG0002598	Syal.g_02574	Syar.g_02254
OG0002601	Syal.g_02560	Syar.g_00730
OG0002602	Syal.g_02523	Syar.g_00328
OG0002607	Syal.g_00462	Syar.g_01274
OG0002612	Syal.g_01495	Syar.g_02096, Syar.g_00420, Syar.g_02049
OG0002622	Syal.g_02076	Syar.g_02533
OG0002669	Syal.g_01368, Syal.g_01422	Syar.g_00710
OG0002677	Syal.g_01237	Syar.g_00199
OG0002678	Syal.g_01565	Syar.g_02004
OG0002679	Syal.g_01848	Syar.g_01710
OG0002680	Syal.g_01903	Syar.g_01757
OG0002685	Syal.g_02144	Syar.g_01500
OG0002700	Syal.g_01622	Syar.g_01979
OG0002704	Syal.g_00188	Syar.g_00551
OG0002711	Syal.g_00278	Syar.g_01610
OG0002722	Syal.g_01381	Syar.g_02708
OG0002723	Syal.g_01428	Syar.g_02763
OG0002736	Syal.g_02275	Syar.g_02722, Syar.g_02380
OG0002751	Syal.g_02831	Syar.g_02345
OG0002753	Syal.g_00015	Syar.g_02273
OG0002755	Syal.g_00060	Syar.g_00408, Syar.g_01442, Syar.g_01741
OG0002760	Syal.g_02733	Syar.g_02168
OG0002761	Syal.g_02610	Syar.g_01363
OG0002765	Syal.g_02087, Syal.g_01494	Syar.g_02045
OG0002795	Syal.g_00185	Syar.g_00580
OG0002802	Syal.g_01949	Syar.g_01890
OG0002803	Syal.g_01540	Syar.g_01609
OG0002808	Syal.g_00139	Syar.g_00512
OG0002849	Syal.g_01401	Syar.g_02752
OG0002851	Syal.g_01802	Syar.g_02016
OG0002864	Syal.g_00498	Syar.g_02006
OG0002868	Syal.g_00019, Syal.g_02205	Syar.g_00740
OG0002879	Syal.g_02160	Syar.g_02758
OG0002938	Syal.g_01520	Syar.g_00581
OG0002940	Syal.g_00984	Syar.g_02099
OG0002951	Syal.g_00066, Syal.g_01418	Syar.g_02760
OG0002979	Syal.g_01486	Syar.g_00881, Syar.g_00883, Syar.g_02105
OG0002983	Syal.g_01750	Syar.g_02454
OG0002985	Syal.g_01776	Syar.g_02832
OG0002990	Syal.g_03004	Syar.g_03279
OG0002993	Syal.g_02159	Syar.g_02382, Syar.g_02757
OG0002998	Syal.g_02582	Syar.g_01670
OG0003003	Syal.g_02121	Syar.g_02158
OG0003006	Syal.g_01462	Syar.g_02087
OG0003010	Syal.g_01375	Syar.g_02705
OG0003033	Syal.g_01429	Syar.g_02765
OG0003041	Syal.g_02081	Syar.g_02071
OG0003091	Syal.g_00983	Syar.g_02100
OG0003100	Syal.g_01419	Syar.g_02759
OG0003101	Syal.g_01402, Syal.g_01413	Syar.g_02753
OG0003102	Syal.g_01322	Syar.g_02695
OG0003127	Syal.g_02075	Syar.g_02532
OG0003135	Syal.g_00947	Syar.g_01002
OG0003136	Syal.g_01078	Syar.g_02000
OG0003145	Syal.g_00053	Syar.g_00893
OG0003149	Syal.g_01581	Syar.g_00687
OG0003150	Syal.g_01580	Syar.g_00686
OG0003159	Syal.g_01374	Syar.g_02702
OG0003222	Syal.g_01379	Syar.g_02711
OG0003293	Syal.g_02226	Syar.g_01567
OG0003310	Syal.g_00052	Syar.g_00894
OG0003318	Syal.g_01484	Syar.g_02002
OG0003346	Syal.g_01378	Syar.g_02712
OG0003535	Syal.g_01543	Syar.g_00874
OG0003551	Syal.g_02915	Syar.g_01487
OG0003553	Syal.g_00675	Syar.g_03014
OG0003556	Syal.g_00714	Syar.g_02266
OG0003576	Syal.g_01355	Syar.g_02076, Syar.g_01327
OG0003793	Syal.g_01383	Syar.g_02707
OG0003833	Syal.g_01420, Syal.g_01408	Syar.g_02377
OG0003944	Syal.g_01356	Syar.g_00786
OG0003945	Syal.g_01424	Syar.g_02379
OG0004141	Syal.g_01389	Syar.g_02391
OG0004306	Syal.g_02490	Syar.g_01845
OG0004328	Syal.g_01538	Syar.g_00297
OG0004347	Syal.g_01099	Syar.g_01680
OG0004415	Syal.g_01423	Syar.g_02378
OG0005186	Syal.g_01409	Syar.g_02746
OG0006173	Syal.g_01044	Syar.g_01695
OG0006175	Syal.g_01415	Syar.g_02383
