Orthogroup	Syas	Syap
OG0003991	Syas.g_00489	Syap.g_01442
OG0003992	Syas.g_00519, Syas.g_02275	Syap.g_01603, Syap.g_01604
OG0003994	Syas.g_01430	Syap.g_02306
OG0003995	Syas.g_02305	Syap.g_02325
OG0004139	Syas.g_00918	Syap.g_01437, Syap.g_01439
OG0004344	Syas.g_02004	Syap.g_02603
OG0004370	Syas.g_02258	Syap.g_01623
OG0004431	Syas.g_01311	Syap.g_00395
OG0004432	Syas.g_00435	Syap.g_01742
OG0004452	Syas.g_01807	Syap.g_01672, Syap.g_01671
OG0004468	Syas.g_01411	Syap.g_00661
OG0004469	Syas.g_01413	Syap.g_00663
OG0004470	Syas.g_00051	Syap.g_00666
OG0004471	Syas.g_01404	Syap.g_00669
OG0004474	Syas.g_02500	Syap.g_00766
OG0004475	Syas.g_02501	Syap.g_00767
OG0004476	Syas.g_02132	Syap.g_00856
OG0004482	Syas.g_01393	Syap.g_00923, Syap.g_00959
OG0004483	Syas.g_01935	Syap.g_02083, Syap.g_01014, Syap.g_02085
OG0004487	Syas.g_00363	Syap.g_01731
OG0004488	Syas.g_00663, Syas.g_00666	Syap.g_02291
OG0004489	Syas.g_02483	Syap.g_02300
OG0005193	Syas.g_02023	Syap.g_00090
OG0005211	Syas.g_02763	Syap.g_00364
OG0005249	Syas.g_00652	Syap.g_00152
OG0005250	Syas.g_01871	Syap.g_00338
OG0005252	Syas.g_01568	Syap.g_00397
OG0005253	Syas.g_00920	Syap.g_00654
OG0005254	Syas.g_00341	Syap.g_00655
OG0005258	Syas.g_01471	Syap.g_00755
OG0005265	Syas.g_00125	Syap.g_01547
OG0005268	Syas.g_01788	Syap.g_01652, Syap.g_01650
OG0005273	Syas.g_01431	Syap.g_02298
OG0006297	Syas.g_01222	Syap.g_00265
OG0006298	Syas.g_01234	Syap.g_00277
OG0006301	Syas.g_00313	Syap.g_00375
OG0006309	Syas.g_02607	Syap.g_00689
OG0006319	Syas.g_01896	Syap.g_01034
OG0006320	Syas.g_02629	Syap.g_01039
OG0006325	Syas.g_02295	Syap.g_01178
OG0006328	Syas.g_02497	Syap.g_01300
OG0006329	Syas.g_00821	Syap.g_01316
OG0006336	Syas.g_01786	Syap.g_01647
OG0006337	Syas.g_01787	Syap.g_01648
OG0006339	Syas.g_01789	Syap.g_01654
OG0006340	Syas.g_01790	Syap.g_01655
OG0006341	Syas.g_02148	Syap.g_01717
OG0006342	Syas.g_00229	Syap.g_01848
OG0006346	Syas.g_02546	Syap.g_01947
OG0006350	Syas.g_01355	Syap.g_02136
OG0006351	Syas.g_01356	Syap.g_02137
OG0006353	Syas.g_01429	Syap.g_02307
OG0006359	Syas.g_01824	Syap.g_02481
OG0006360	Syas.g_01822	Syap.g_02483
