Orthogroup	Syae	Syao
OG0002156	Syae.g_02681	Syao.g_01358
OG0002160	Syae.g_00749	Syao.g_01628
OG0002166	Syae.g_00754	Syao.g_00922, Syao.g_00199
OG0002168	Syae.g_00810	Syao.g_02381
OG0002172	Syae.g_01524	Syao.g_02390
OG0002173	Syae.g_01511	Syao.g_02475
OG0002174	Syae.g_01615	Syao.g_02282
OG0002178	Syae.g_01659	Syao.g_02313
OG0002179	Syae.g_01872	Syao.g_01956
OG0002180	Syae.g_01961	Syao.g_02056
OG0002181	Syae.g_01991	Syao.g_02086
OG0002182	Syae.g_02010	Syao.g_01586
OG0002183	Syae.g_01331	Syao.g_02651
OG0002184	Syae.g_01328	Syao.g_02647
OG0002185	Syae.g_01321	Syao.g_02635
OG0002186	Syae.g_01191	Syao.g_01668
OG0002187	Syae.g_01190	Syao.g_01669
OG0002188	Syae.g_01158	Syao.g_01562
OG0002189	Syae.g_01157	Syao.g_01563
OG0002190	Syae.g_01116	Syao.g_01604
OG0002193	Syae.g_00743	Syao.g_01161, Syao.g_00499
OG0002194	Syae.g_00703	Syao.g_00259
OG0002195	Syae.g_00570	Syao.g_00970
OG0002196	Syae.g_00535	Syao.g_00742
OG0002197	Syae.g_00396	Syao.g_00817
OG0002198	Syae.g_00094	Syao.g_00917
OG0002199	Syae.g_00089	Syao.g_00912
OG0002200	Syae.g_02652	Syao.g_01487
OG0002201	Syae.g_02472	Syao.g_01060
OG0002202	Syae.g_02471	Syao.g_01061
OG0002203	Syae.g_02470	Syao.g_01062
OG0002204	Syae.g_02453	Syao.g_01028
OG0002205	Syae.g_02437	Syao.g_01049
OG0002206	Syae.g_02423	Syao.g_00840
OG0002207	Syae.g_02413	Syao.g_00850
OG0002208	Syae.g_02302	Syao.g_00033
OG0002209	Syae.g_02200	Syao.g_01869
OG0002210	Syae.g_02152	Syao.g_01846
OG0002211	Syae.g_02117	Syao.g_01812
OG0002212	Syae.g_01555	Syao.g_02424
OG0002213	Syae.g_01559	Syao.g_02428
OG0002214	Syae.g_01690	Syao.g_02337
OG0002225	Syae.g_00157	Syao.g_00543
OG0002234	Syae.g_00140	Syao.g_00145
OG0002235	Syae.g_00539	Syao.g_00737
OG0002241	Syae.g_02516	Syao.g_02694
OG0002244	Syae.g_00191	Syao.g_00551
OG0002245	Syae.g_02226	Syao.g_00703
OG0002247	Syae.g_02430	Syao.g_00836
OG0002248	Syae.g_00768	Syao.g_00979
OG0002250	Syae.g_01332	Syao.g_02652
OG0002251	Syae.g_01112	Syao.g_01607
OG0002253	Syae.g_00949	Syao.g_01445
OG0002254	Syae.g_00435	Syao.g_00465
OG0002255	Syae.g_00381	Syao.g_00831
OG0002257	Syae.g_00127	Syao.g_01262
OG0002258	Syae.g_02452	Syao.g_01029
OG0002259	Syae.g_02378	Syao.g_01416
OG0002260	Syae.g_00708	Syao.g_00288
OG0002280	Syae.g_02362	Syao.g_01400
OG0002285	Syae.g_00329	Syao.g_00632
OG0002295	Syae.g_00715	Syao.g_02357
OG0002296	Syae.g_02627	Syao.g_00069
OG0002297	Syae.g_00741	Syao.g_01496
OG0002298	Syae.g_00377	Syao.g_00658
OG0002299	Syae.g_00339	Syao.g_00694
OG0002300	Syae.g_00280	Syao.g_01256
OG0002301	Syae.g_01135	Syao.g_00358
OG0002302	Syae.g_02287	Syao.g_00048
OG0002303	Syae.g_02225	Syao.g_00702
OG0002305	Syae.g_01368	Syao.g_02589
OG0002307	Syae.g_01269	Syao.g_01242
OG0002308	Syae.g_00530	Syao.g_01549
OG0002309	Syae.g_00836	Syao.g_00562
OG0002347	Syae.g_01195	Syao.g_01659
OG0002350	Syae.g_02183	Syao.g_01885
OG0002351	Syae.g_01933	Syao.g_02030
OG0002353	Syae.g_00508	Syao.g_00769
OG0002358	Syae.g_00996	Syao.g_01734
OG0002359	Syae.g_02619	Syao.g_00077
OG0002375	Syae.g_01229	Syao.g_01082
OG0002396	Syae.g_02090	Syao.g_01785
OG0002402	Syae.g_00808	Syao.g_00503
OG0002405	Syae.g_00313	Syao.g_00650
OG0002406	Syae.g_00152	Syao.g_00462
OG0002409	Syae.g_01611	Syao.g_02278
OG0002410	Syae.g_00182	Syao.g_02330
OG0002411	Syae.g_00824	Syao.g_00790
OG0002416	Syae.g_00724	Syao.g_00367
OG0002447	Syae.g_02515	Syao.g_02695
OG0002452	Syae.g_01669	Syao.g_02307
OG0002458	Syae.g_02486	Syao.g_01230
OG0002459	Syae.g_02484	Syao.g_01232
OG0002460	Syae.g_02483	Syao.g_01233
OG0002463	Syae.g_00395	Syao.g_00407
OG0002464	Syae.g_01319	Syao.g_02632
OG0002466	Syae.g_01055	Syao.g_01627
OG0002469	Syae.g_00682	Syao.g_00277
OG0002470	Syae.g_00624	Syao.g_01689
OG0002472	Syae.g_01264	Syao.g_01275
OG0002475	Syae.g_02620	Syao.g_00076
OG0002506	Syae.g_01623	Syao.g_00332
OG0002519	Syae.g_01868	Syao.g_02260
OG0002520	Syae.g_01176	Syao.g_01683
OG0002523	Syae.g_00748	Syao.g_01901
OG0002527	Syae.g_00232	Syao.g_01306
OG0002528	Syae.g_00230	Syao.g_01304
OG0002530	Syae.g_00159	Syao.g_00540, Syao.g_00339
OG0002531	Syae.g_00158	Syao.g_00542
OG0002534	Syae.g_02180	Syao.g_01888
OG0002535	Syae.g_02177	Syao.g_01891
OG0002536	Syae.g_02158	Syao.g_01912
OG0002539	Syae.g_01581	Syao.g_02450
OG0002540	Syae.g_02487	Syao.g_01228
OG0002541	Syae.g_02151	Syao.g_01847
OG0002542	Syae.g_01003	Syao.g_01238
OG0002547	Syae.g_02500	Syao.g_00524
OG0002591	Syae.g_01069	Syao.g_01806
OG0002597	Syae.g_00285	Syao.g_01656
OG0002599	Syae.g_00256	Syao.g_00799
OG0002601	Syae.g_00231	Syao.g_01305
OG0002603	Syae.g_02054	Syao.g_00143
OG0002604	Syae.g_00128	Syao.g_01273
OG0002605	Syae.g_02182	Syao.g_01886
OG0002606	Syae.g_02488	Syao.g_01227
OG0002607	Syae.g_02531	Syao.g_02681
OG0002610	Syae.g_02190	Syao.g_01879
OG0002611	Syae.g_01870	Syao.g_02258
OG0002633	Syae.g_00066	Syao.g_01366
OG0002671	Syae.g_01169	Syao.g_00372
OG0002672	Syae.g_00623	Syao.g_00357
OG0002675	Syae.g_02068	Syao.g_00692
OG0002703	Syae.g_01206	Syao.g_01120
OG0002721	Syae.g_00879	Syao.g_00603
OG0002723	Syae.g_01230	Syao.g_01078
OG0002731	Syae.g_01114	Syao.g_00468
OG0002744	Syae.g_00251	Syao.g_01241
OG0002756	Syae.g_02274	Syao.g_00352
OG0002763	Syae.g_02548	Syao.g_01421
OG0002855	Syae.g_00319	Syao.g_00306
OG0002859	Syae.g_00155	Syao.g_00545
OG0002969	Syae.g_00161	Syao.g_00538
OG0002970	Syae.g_00160	Syao.g_00539
OG0002978	Syae.g_01263	Syao.g_01249
OG0002980	Syae.g_02166	Syao.g_01897
OG0002981	Syae.g_02174	Syao.g_01894
OG0002993	Syae.g_00188	Syao.g_01107
OG0003113	Syae.g_00154	Syao.g_00546
OG0003146	Syae.g_01544	Syao.g_00244
OG0003192	Syae.g_00866	Syao.g_02408
OG0003271	Syae.g_00262	Syao.g_00319
OG0003495	Syae.g_01851	Syao.g_01118
OG0003923	Syae.g_02489	Syao.g_01226
OG0004382	Syae.g_01541	Syao.g_01367
OG0005105	Syae.g_00199	Syao.g_01179
OG0005988	Syae.g_00442	Syao.g_01252
