Orthogroup	Syai	Prbk
OG0002038	Syai.g_02134	Prbk.g_00147
OG0002039	Syai.g_02120	Prbk.g_00160
OG0002041	Syai.g_01467	Prbk.g_02302
OG0002042	Syai.g_01495	Prbk.g_02318
OG0002043	Syai.g_01558	Prbk.g_02363
OG0002044	Syai.g_02039	Prbk.g_02528
OG0002045	Syai.g_00857	Prbk.g_02106
OG0002047	Syai.g_00514	Prbk.g_00366
OG0002048	Syai.g_00426	Prbk.g_00843
OG0002050	Syai.g_00278	Prbk.g_00399
OG0002051	Syai.g_02645	Prbk.g_00786
OG0002053	Syai.g_02804	Prbk.g_02194
OG0002063	Syai.g_01856, Syai.g_01833	Prbk.g_01792
OG0002111	Syai.g_01901, Syai.g_01912, Syai.g_00576	Prbk.g_02674
OG0002113	Syai.g_00040	Prbk.g_01615
OG0002114	Syai.g_00979, Syai.g_00968	Prbk.g_01396
OG0002115	Syai.g_02368	Prbk.g_00916
OG0002117	Syai.g_02128	Prbk.g_00154
OG0002118	Syai.g_01941, Syai.g_01784	Prbk.g_01509
OG0002119	Syai.g_02691	Prbk.g_00126
OG0002120	Syai.g_01602	Prbk.g_01678
OG0002121	Syai.g_01194	Prbk.g_01959
OG0002124	Syai.g_02078	Prbk.g_02550
OG0002126	Syai.g_00147, Syai.g_00187	Prbk.g_00488
OG0002127	Syai.g_02601	Prbk.g_00746
OG0002128	Syai.g_01741	Prbk.g_02198
OG0002130	Syai.g_02177	Prbk.g_01185
OG0002154	Syai.g_02598	Prbk.g_00540
OG0002160	Syai.g_01950	Prbk.g_01356
OG0002162	Syai.g_00763	Prbk.g_01107
OG0002167	Syai.g_00715	Prbk.g_01833
OG0002168	Syai.g_02023	Prbk.g_00070
OG0002169	Syai.g_00513	Prbk.g_00367
OG0002170	Syai.g_00482	Prbk.g_00868
OG0002171	Syai.g_00145, Syai.g_00191	Prbk.g_00484
OG0002174	Syai.g_02833	Prbk.g_02216
OG0002175	Syai.g_02738	Prbk.g_02129
OG0002233	Syai.g_01382	Prbk.g_01845
OG0002234	Syai.g_01156	Prbk.g_00621
OG0002236	Syai.g_01715	Prbk.g_02566
OG0002237	Syai.g_01097	Prbk.g_02625
OG0002239	Syai.g_01737	Prbk.g_01204
OG0002242	Syai.g_00190	Prbk.g_00485
OG0002243	Syai.g_02752	Prbk.g_02142
OG0002281	Syai.g_00770, Syai.g_00769	Prbk.g_01112
OG0002285	Syai.g_01546	Prbk.g_02351
OG0002286	Syai.g_02737	Prbk.g_02128
OG0002291	Syai.g_02653	Prbk.g_01278
OG0002328	Syai.g_02526	Prbk.g_00029
OG0002330	Syai.g_01735	Prbk.g_01754
OG0002331	Syai.g_01381	Prbk.g_01768
OG0002334	Syai.g_00962	Prbk.g_00251
OG0002336	Syai.g_00867	Prbk.g_02115
OG0002337	Syai.g_00266	Prbk.g_00410
OG0002338	Syai.g_00181	Prbk.g_00491
OG0002339	Syai.g_00171	Prbk.g_00503
OG0002341	Syai.g_02754	Prbk.g_02132
OG0002343	Syai.g_00308	Prbk.g_01009
OG0002350	Syai.g_00461	Prbk.g_00862
OG0002385	Syai.g_02739	Prbk.g_02130
OG0002429	Syai.g_02515	Prbk.g_00036
OG0002435	Syai.g_02221	Prbk.g_01038
OG0002436	Syai.g_00606	Prbk.g_01713
OG0002438	Syai.g_01375, Syai.g_01376	Prbk.g_01831
OG0002448	Syai.g_00168	Prbk.g_00508, Prbk.g_00507
OG0002461	Syai.g_01642	Prbk.g_00302
OG0002579	Syai.g_02599	Prbk.g_00744
OG0002653	Syai.g_02736, Syai.g_02735	Prbk.g_02127
OG0002667	Syai.g_01161	Prbk.g_01733
OG0002715	Syai.g_00969	Prbk.g_00314
OG0002718	Syai.g_00967	Prbk.g_02269
OG0003254	Syai.g_00558	Prbk.g_01710
OG0003388	Syai.g_02454	Prbk.g_01782
OG0003389	Syai.g_02455	Prbk.g_01783
OG0003394	Syai.g_02447	Prbk.g_02432
OG0003829	Syai.g_01854, Syai.g_01870	Prbk.g_02032
