Orthogroup	Syai	Syas
OG0002207	Syai.g_00745	Syas.g_00799
OG0002208	Syai.g_00631	Syas.g_01258
OG0002209	Syai.g_00494	Syas.g_01533
OG0002210	Syai.g_00433	Syas.g_01559
OG0002211	Syai.g_00396	Syas.g_01597
OG0002212	Syai.g_02757	Syas.g_01874
OG0002213	Syai.g_02764	Syas.g_00922
OG0002214	Syai.g_02910	Syas.g_02005
OG0002225	Syai.g_01174	Syas.g_00273
OG0002230	Syai.g_00201	Syas.g_02622
OG0002239	Syai.g_01737	Syas.g_00024
OG0002242	Syai.g_00190	Syas.g_02218
OG0002244	Syai.g_01672	Syas.g_00244
OG0002245	Syai.g_00524	Syas.g_02246
OG0002247	Syai.g_00761	Syas.g_00813
OG0002248	Syai.g_01984	Syas.g_00986
OG0002249	Syai.g_01012, Syai.g_01003, Syai.g_01002, Syai.g_01013	Syas.g_01325
OG0002250	Syai.g_02506	Syas.g_02471
OG0002251	Syai.g_02311	Syas.g_02733
OG0002253	Syai.g_02166	Syas.g_02866
OG0002254	Syai.g_01419	Syas.g_00200
OG0002255	Syai.g_01475	Syas.g_00528
OG0002256	Syai.g_01631, Syai.g_01537, Syai.g_00825	Syas.g_00768
OG0002257	Syai.g_01149	Syas.g_01101
OG0002258	Syai.g_00786	Syas.g_00842
OG0002259	Syai.g_00712	Syas.g_00067
OG0002260	Syai.g_01828	Syas.g_01064
OG0002285	Syai.g_01546	Syas.g_00418
OG0002295	Syai.g_01534	Syas.g_01373
OG0002297	Syai.g_01942	Syas.g_02828
OG0002298	Syai.g_01479	Syas.g_00506
OG0002299	Syai.g_01523	Syas.g_02253
OG0002301	Syai.g_01080	Syas.g_01416
OG0002302	Syai.g_00616	Syas.g_01273
OG0002303	Syai.g_00523	Syas.g_02247
OG0002305	Syai.g_02545	Syas.g_02417
OG0002309	Syai.g_02048	Syas.g_00234
OG0002330	Syai.g_01735	Syas.g_00035
OG0002341	Syai.g_02754	Syas.g_01863, Syas.g_01860
OG0002343	Syai.g_00308	Syas.g_01691
OG0002348	Syai.g_01637	Syas.g_00879
OG0002352	Syai.g_02133	Syas.g_00978
OG0002355	Syai.g_01917	Syas.g_00484
OG0002357	Syai.g_02837	Syas.g_02694
OG0002359	Syai.g_00909	Syas.g_01295
OG0002389	Syai.g_00424	Syas.g_01570
OG0002395	Syai.g_00229	Syas.g_01365
OG0002396	Syai.g_00369	Syas.g_01624
OG0002401	Syai.g_02132	Syas.g_00398
OG0002403	Syai.g_01782	Syas.g_01041
OG0002404	Syai.g_01400	Syas.g_01695
OG0002409	Syai.g_02829	Syas.g_01941
OG0002410	Syai.g_01167	Syas.g_01997
OG0002411	Syai.g_02036	Syas.g_00564
OG0002429	Syai.g_02515	Syas.g_02444
OG0002452	Syai.g_02893	Syas.g_01976
OG0002458	Syai.g_02870	Syas.g_01033
OG0002459	Syai.g_02868	Syas.g_01036
OG0002460	Syai.g_02867	Syas.g_01035
OG0002462	Syai.g_02430	Syas.g_01800
OG0002464	Syai.g_02490	Syas.g_02507
OG0002469	Syai.g_01786	Syas.g_01085
OG0002474	Syai.g_00345	Syas.g_00224
OG0002524	Syai.g_01598	Syas.g_01403
OG0002525	Syai.g_01607	Syas.g_02739
OG0002526	Syai.g_01615	Syas.g_01781
OG0002529	Syai.g_01624	Syas.g_00055
OG0002530	Syai.g_01176	Syas.g_00276, Syas.g_01458
OG0002531	Syai.g_01175	Syas.g_00274
OG0002537	Syai.g_02664	Syas.g_02284
OG0002540	Syai.g_02871	Syas.g_01032
OG0002547	Syai.g_00851	Syas.g_00292
OG0002602	Syai.g_01638	Syas.g_00128
OG0002606	Syai.g_02872	Syas.g_01031
OG0002610	Syai.g_00484	Syas.g_01543
OG0002667	Syai.g_01161	Syas.g_01855
OG0002675	Syai.g_00344	Syas.g_02310
OG0002685	Syai.g_01644	Syas.g_00513
OG0002721	Syai.g_02086	Syas.g_02177
OG0002732	Syai.g_00103	Syas.g_02223
OG0002736	Syai.g_02415, Syai.g_02414	Syas.g_02133
OG0002752	Syai.g_02886	Syas.g_00760
OG0002761	Syai.g_00189	Syas.g_00927
OG0002787	Syai.g_01207	Syas.g_00915
OG0002788	Syai.g_01208	Syas.g_00914
OG0002789	Syai.g_01209	Syas.g_00913
OG0002790	Syai.g_01210	Syas.g_00912
OG0002791	Syai.g_01211	Syas.g_00911
OG0002792	Syai.g_01212	Syas.g_00910
OG0002793	Syai.g_01213	Syas.g_00909
OG0002843	Syai.g_01005, Syai.g_00600, Syai.g_01016	Syas.g_00643, Syas.g_01324
OG0002847	Syai.g_02451	Syas.g_02527
OG0002859	Syai.g_01172	Syas.g_00271
OG0002872	Syai.g_02665	Syas.g_02283
OG0002873	Syai.g_01845, Syai.g_01862, Syai.g_00594, Syai.g_00595	Syas.g_01323
OG0002874	Syai.g_01266	Syas.g_00378
OG0002875	Syai.g_01267	Syas.g_00379
OG0002876	Syai.g_01268	Syas.g_00381
OG0002877	Syai.g_01269	Syas.g_00383
OG0002878	Syai.g_01270	Syas.g_00384
OG0002892	Syai.g_01214	Syas.g_00908
OG0002916	Syai.g_02746	Syas.g_00615
OG0002932	Syai.g_00102	Syas.g_02224
OG0002933	Syai.g_00101	Syas.g_02225
OG0002943	Syai.g_02427	Syas.g_02634
OG0002944	Syai.g_02426	Syas.g_02635
OG0002945	Syai.g_02425	Syas.g_02636
OG0002946	Syai.g_02423	Syas.g_02638
OG0002947	Syai.g_02422	Syas.g_02639
OG0002948	Syai.g_02420	Syas.g_02640
OG0002949	Syai.g_02419	Syas.g_02641
OG0002950	Syai.g_02418	Syas.g_02642
OG0002955	Syai.g_02241	Syas.g_02611
OG0002956	Syai.g_02242	Syas.g_02610
OG0002957	Syai.g_02240	Syas.g_02612
OG0002958	Syai.g_02239	Syas.g_02613
OG0002969	Syai.g_01178	Syas.g_00278
OG0002970	Syai.g_01177	Syas.g_00277
OG0002971	Syai.g_01169	Syas.g_00269
OG0002994	Syai.g_02070	Syas.g_01417
OG0003046	Syai.g_00316	Syas.g_02372
OG0003298	Syai.g_00550	Syas.g_00434
OG0003308	Syai.g_02198	Syas.g_01043
OG0003315	Syai.g_00929	Syas.g_01371
OG0003567	Syai.g_02092	Syas.g_00893
OG0003570	Syai.g_01899	Syas.g_01171
OG0003938	Syai.g_00577, Syai.g_00579, Syai.g_00578	Syas.g_00641
OG0003939	Syai.g_01083	Syas.g_01277
OG0004333	Syai.g_00877, Syai.g_00886	Syas.g_01094
OG0005116	Syai.g_02712	Syas.g_02684
