Orthogroup	Syai	Prbl
OG0002043	Syai.g_01558	Prbl.g_02439
OG0002044	Syai.g_02039	Prbl.g_01536
OG0002045	Syai.g_00857	Prbl.g_01347
OG0002047	Syai.g_00514	Prbl.g_02672
OG0002048	Syai.g_00426	Prbl.g_01173
OG0002050	Syai.g_00278	Prbl.g_01471
OG0002051	Syai.g_02645	Prbl.g_00268
OG0002053	Syai.g_02804	Prbl.g_02205
OG0002063	Syai.g_01856, Syai.g_01833	Prbl.g_00052
OG0002111	Syai.g_01901, Syai.g_01912, Syai.g_00576	Prbl.g_02632
OG0002113	Syai.g_00040	Prbl.g_01979
OG0002114	Syai.g_00979, Syai.g_00968	Prbl.g_00329
OG0002115	Syai.g_02368	Prbl.g_00402
OG0002117	Syai.g_02128	Prbl.g_02101
OG0002118	Syai.g_01941, Syai.g_01784	Prbl.g_01371
OG0002119	Syai.g_02691	Prbl.g_01107
OG0002120	Syai.g_01602	Prbl.g_01708
OG0002121	Syai.g_01194	Prbl.g_01532
OG0002124	Syai.g_02078	Prbl.g_01558
OG0002126	Syai.g_00147, Syai.g_00187	Prbl.g_00881
OG0002127	Syai.g_02601	Prbl.g_00308
OG0002128	Syai.g_01741	Prbl.g_02201
OG0002130	Syai.g_02177	Prbl.g_01720
OG0002154	Syai.g_02598	Prbl.g_00829
OG0002160	Syai.g_01950	Prbl.g_01910
OG0002162	Syai.g_00763	Prbl.g_01798
OG0002167	Syai.g_00715	Prbl.g_01841
OG0002168	Syai.g_02023	Prbl.g_00941
OG0002169	Syai.g_00513	Prbl.g_02671
OG0002170	Syai.g_00482	Prbl.g_01198
OG0002171	Syai.g_00145, Syai.g_00191	Prbl.g_00885
OG0002174	Syai.g_02833	Prbl.g_02183
OG0002175	Syai.g_02738	Prbl.g_02270
OG0002233	Syai.g_01382	Prbl.g_01828
OG0002234	Syai.g_01156	Prbl.g_02569
OG0002236	Syai.g_01715	Prbl.g_01575
OG0002237	Syai.g_01097	Prbl.g_01633
OG0002239	Syai.g_01737	Prbl.g_00717
OG0002242	Syai.g_00190	Prbl.g_00884
OG0002243	Syai.g_02752	Prbl.g_02257
OG0002281	Syai.g_00770, Syai.g_00769	Prbl.g_01793
OG0002285	Syai.g_01546	Prbl.g_02451
OG0002286	Syai.g_02737	Prbl.g_02271
OG0002291	Syai.g_02653	Prbl.g_00071
OG0002328	Syai.g_02526	Prbl.g_00570
OG0002330	Syai.g_01735	Prbl.g_00015
OG0002331	Syai.g_01381	Prbl.g_00028
OG0002334	Syai.g_00962	Prbl.g_00250
OG0002336	Syai.g_00867	Prbl.g_01338
OG0002337	Syai.g_00266	Prbl.g_01460
OG0002338	Syai.g_00181	Prbl.g_00878
OG0002339	Syai.g_00171	Prbl.g_00866
OG0002341	Syai.g_02754	Prbl.g_02267
OG0002343	Syai.g_00308	Prbl.g_01514
OG0002350	Syai.g_00461	Prbl.g_01192
OG0002385	Syai.g_02739	Prbl.g_02269
OG0002429	Syai.g_02515	Prbl.g_00577
OG0002435	Syai.g_02221	Prbl.g_02065
OG0002436	Syai.g_00606	Prbl.g_01674
OG0002438	Syai.g_01375, Syai.g_01376	Prbl.g_01843
OG0002448	Syai.g_00168	Prbl.g_00861, Prbl.g_00862
OG0002461	Syai.g_01642	Prbl.g_00626
OG0002579	Syai.g_02599	Prbl.g_00310
OG0002653	Syai.g_02736, Syai.g_02735	Prbl.g_02272
OG0002667	Syai.g_01161	Prbl.g_02613
OG0002715	Syai.g_00969	Prbl.g_00638
OG0002718	Syai.g_00967	Prbl.g_02130
OG0003388	Syai.g_02454	Prbl.g_00042
OG0003389	Syai.g_02455	Prbl.g_00043
OG0003394	Syai.g_02447	Prbl.g_02370
OG0003829	Syai.g_01854, Syai.g_01870	Prbl.g_00482
