Orthogroup	Syap	Syat
OG0003330	Syap.g_01057	Syat.g_00134, Syat.g_02438
OG0003332	Syap.g_00237	Syat.g_03250
OG0003333	Syap.g_00150	Syat.g_01968, Syat.g_01748
OG0003496	Syap.g_01572, Syap.g_02667, Syap.g_02500	Syat.g_01961
OG0003546	Syap.g_01988	Syat.g_02637
OG0003547	Syap.g_02322	Syat.g_02636
OG0003574	Syap.g_02324, Syap.g_02323	Syat.g_02635
OG0003578	Syap.g_02378	Syat.g_00861
OG0003579	Syap.g_01854	Syat.g_00714
OG0003580	Syap.g_00816	Syat.g_01000
OG0003581	Syap.g_00817	Syat.g_00999
OG0003582	Syap.g_00818	Syat.g_00998
OG0003583	Syap.g_01965	Syat.g_00397
OG0003584	Syap.g_00887	Syat.g_00110
OG0003585	Syap.g_01935	Syat.g_00089
OG0003586	Syap.g_00298	Syat.g_00069
OG0003587	Syap.g_01312	Syat.g_00050
OG0003589	Syap.g_01431	Syat.g_03386
OG0003590	Syap.g_00918, Syap.g_00956	Syat.g_01065
OG0003591	Syap.g_01517	Syat.g_00007
OG0003593	Syap.g_02282	Syat.g_00855
OG0003596	Syap.g_02130, Syap.g_00857	Syat.g_01419
OG0003597	Syap.g_01096	Syat.g_02194
OG0003598	Syap.g_02353	Syat.g_01999
OG0003599	Syap.g_00579	Syat.g_01624
OG0003602	Syap.g_02622	Syat.g_00922
OG0003603	Syap.g_00223	Syat.g_03265
OG0003604	Syap.g_00246	Syat.g_03233
OG0003605	Syap.g_02762	Syat.g_01558
OG0003606	Syap.g_00917, Syap.g_00955	Syat.g_01064, Syat.g_00947
OG0003607	Syap.g_01493	Syat.g_02542, Syat.g_02793, Syat.g_02795, Syat.g_03238, Syat.g_03240
OG0003608	Syap.g_02396	Syat.g_00160
OG0003609	Syap.g_02579	Syat.g_01003
OG0003902	Syap.g_01422	Syat.g_00680
OG0003928	Syap.g_01824	Syat.g_02703, Syat.g_03058
OG0003939	Syap.g_02508	Syat.g_01314
OG0003948	Syap.g_00390	Syat.g_02638
OG0003950	Syap.g_02377	Syat.g_00860
OG0003951	Syap.g_02376	Syat.g_00859
OG0003956	Syap.g_01863	Syat.g_00986, Syat.g_00985
OG0003972	Syap.g_00800	Syat.g_01058
OG0003973	Syap.g_02526	Syat.g_00185
OG0003974	Syap.g_00625	Syat.g_03130
OG0003975	Syap.g_00626	Syat.g_03131
OG0003977	Syap.g_01820	Syat.g_02549
OG0003978	Syap.g_00690, Syap.g_02558	Syat.g_02118
OG0003979	Syap.g_01591	Syat.g_01882
OG0003981	Syap.g_00357	Syat.g_01006
OG0003983	Syap.g_00216	Syat.g_00311
OG0003988	Syap.g_00407, Syap.g_00406	Syat.g_01892
OG0003989	Syap.g_00437	Syat.g_02844, Syat.g_01544
OG0003990	Syap.g_01056	Syat.g_00761, Syat.g_02179
OG0003991	Syap.g_01442	Syat.g_00983
OG0003993	Syap.g_02127	Syat.g_00231
OG0003994	Syap.g_02306	Syat.g_02470
OG0003995	Syap.g_02325	Syat.g_02634
OG0004267	Syap.g_02499	Syat.g_01960
OG0004282	Syap.g_00882, Syap.g_01492	Syat.g_01216
OG0004370	Syap.g_01623	Syat.g_01781
OG0004426	Syap.g_00412	Syat.g_03335
OG0004432	Syap.g_01742	Syat.g_01497
OG0004450	Syap.g_02557, Syap.g_00691	Syat.g_03296
OG0004466	Syap.g_00354	Syat.g_00872, Syat.g_03360
OG0004467	Syap.g_00379	Syat.g_01689
OG0004468	Syap.g_00661	Syat.g_03154
OG0004469	Syap.g_00663	Syat.g_03156
OG0004470	Syap.g_00666	Syat.g_00389
OG0004471	Syap.g_00669	Syat.g_03031
OG0004473	Syap.g_00719	Syat.g_01191
OG0004474	Syap.g_00766	Syat.g_00025
OG0004475	Syap.g_00767	Syat.g_00026
OG0004476	Syap.g_00856	Syat.g_01396, Syat.g_01766
OG0004478	Syap.g_00950, Syap.g_00912, Syap.g_00949	Syat.g_01499
OG0004479	Syap.g_00952, Syap.g_00914, Syap.g_00951	Syat.g_01501
OG0004480	Syap.g_00957, Syap.g_00920, Syap.g_00919	Syat.g_01066
OG0004481	Syap.g_00958, Syap.g_00922, Syap.g_00921	Syat.g_01067
OG0004482	Syap.g_00923, Syap.g_00959	Syat.g_01068
OG0004485	Syap.g_01486	Syat.g_00124
OG0004486	Syap.g_01513	Syat.g_03009
OG0004487	Syap.g_01731	Syat.g_03158
OG0004488	Syap.g_02291	Syat.g_01773
OG0004489	Syap.g_02300	Syat.g_00858
OG0005153	Syap.g_01009	Syat.g_02651
OG0005154	Syap.g_01010	Syat.g_02652
OG0005157	Syap.g_00328	Syat.g_00191
OG0005180	Syap.g_02580	Syat.g_00678
OG0005187	Syap.g_01550	Syat.g_03366
OG0005249	Syap.g_00152	Syat.g_02568
OG0005250	Syap.g_00338	Syat.g_03160
OG0005252	Syap.g_00397	Syat.g_03369
OG0005254	Syap.g_00655	Syat.g_02346
OG0005255	Syap.g_00657	Syat.g_00830
OG0005258	Syap.g_00755	Syat.g_00962
OG0005259	Syap.g_00927, Syap.g_00962	Syat.g_01070
OG0005261	Syap.g_00968, Syap.g_00934	Syat.g_01029
OG0005262	Syap.g_00969, Syap.g_00935	Syat.g_01028
OG0005266	Syap.g_01609	Syat.g_02183
OG0005267	Syap.g_01610	Syat.g_02184
OG0005269	Syap.g_02556, Syap.g_01677	Syat.g_03295
OG0005272	Syap.g_02128	Syat.g_00230
OG0005277	Syap.g_02391	Syat.g_02566
OG0005282	Syap.g_02541	Syat.g_01966
OG0005283	Syap.g_02577	Syat.g_00975
OG0006294	Syap.g_00120	Syat.g_00803
OG0006299	Syap.g_00315	Syat.g_00125
OG0006305	Syap.g_00667	Syat.g_02265
OG0006306	Syap.g_00671	Syat.g_02345
OG0006307	Syap.g_00682	Syat.g_01720
OG0006308	Syap.g_00683	Syat.g_01733
OG0006317	Syap.g_00963	Syat.g_01071
OG0006318	Syap.g_00974	Syat.g_01072
OG0006327	Syap.g_01242	Syat.g_02537
OG0006331	Syap.g_01441	Syat.g_03008
OG0006332	Syap.g_01491	Syat.g_01217
OG0006333	Syap.g_01537	Syat.g_03402
OG0006334	Syap.g_01538	Syat.g_03401
OG0006335	Syap.g_01539	Syat.g_03400
OG0006343	Syap.g_01866	Syat.g_01018
OG0006344	Syap.g_01868	Syat.g_00119
OG0006345	Syap.g_01880	Syat.g_00286
OG0006362	Syap.g_02509	Syat.g_01315
