Orthogroup	Praf	Syad
OG0002127	Praf.g_02426	Syad.g_02866
OG0002128	Praf.g_02693	Syad.g_01530
OG0002154	Praf.g_02401	Syad.g_02869
OG0002159	Praf.g_00167	Syad.g_00337
OG0002160	Praf.g_00368	Syad.g_01375
OG0002162	Praf.g_00715	Syad.g_01045
OG0002163	Praf.g_00781	Syad.g_00021
OG0002166	Praf.g_01222	Syad.g_01369
OG0002167	Praf.g_01236	Syad.g_01426
OG0002168	Praf.g_01289	Syad.g_01273
OG0002171	Praf.g_02350	Syad.g_00448
OG0002172	Praf.g_02561	Syad.g_02977
OG0002173	Praf.g_02573	Syad.g_02966
OG0002230	Praf.g_00148	Syad.g_02471
OG0002233	Praf.g_01254	Syad.g_01832
OG0002234	Praf.g_01300	Syad.g_02094
OG0002236	Praf.g_01624	Syad.g_00629
OG0002238	Praf.g_01724	Syad.g_01554
OG0002241	Praf.g_01928	Syad.g_02367
OG0002242	Praf.g_02351	Syad.g_00447
OG0002243	Praf.g_02606	Syad.g_03017
OG0002277	Praf.g_00076	Syad.g_00241
OG0002279	Praf.g_00242	Syad.g_02803
OG0002280	Praf.g_00649	Syad.g_00959
OG0002281	Praf.g_00720	Syad.g_01051
OG0002286	Praf.g_01449, Praf.g_01448	Syad.g_01499
OG0002287	Praf.g_01770	Syad.g_00426
OG0002288	Praf.g_01799	Syad.g_02281
OG0002289	Praf.g_01930	Syad.g_02369
OG0002321	Praf.g_00100	Syad.g_00278
OG0002328	Praf.g_00262	Syad.g_02783
OG0002329	Praf.g_01080	Syad.g_01465
OG0002329	Praf.g_00963	Syad.g_01466
OG0002331	Praf.g_01128	Syad.g_01834
OG0002332	Praf.g_01723	Syad.g_01553
OG0002333	Praf.g_01725	Syad.g_01555
OG0002334	Praf.g_01786	Syad.g_02268
OG0002335	Praf.g_01800	Syad.g_02282
OG0002336	Praf.g_01904	Syad.g_02350
OG0002338	Praf.g_02357	Syad.g_00441
OG0002339	Praf.g_02370	Syad.g_00429
OG0002385	Praf.g_01450	Syad.g_01500
OG0002386	Praf.g_01752	Syad.g_02111, Syad.g_02112
OG0002388	Praf.g_01935	Syad.g_02384, Syad.g_02375, Syad.g_00856
OG0002390	Praf.g_02504	Syad.g_02932
OG0002391	Praf.g_02631	Syad.g_02835
OG0002429	Praf.g_00269	Syad.g_02776
OG0002432	Praf.g_00336	Syad.g_03007
OG0002435	Praf.g_00820, Praf.g_00821	Syad.g_02458
OG0002443	Praf.g_01706	Syad.g_01753
OG0002446	Praf.g_01901	Syad.g_02698
OG0002448	Praf.g_02373	Syad.g_02534
OG0002450	Praf.g_02771	Syad.g_00149
OG0002492	Praf.g_00334	Syad.g_03013
OG0002571	Praf.g_01634	Syad.g_01237, Syad.g_00990
OG0002574	Praf.g_01934	Syad.g_02374
OG0002575	Praf.g_01936	Syad.g_02376
OG0002576	Praf.g_01937	Syad.g_02377
OG0002578	Praf.g_02167	Syad.g_01673, Syad.g_02277
OG0002579	Praf.g_02424	Syad.g_02870
OG0002632	Praf.g_00335	Syad.g_03014
OG0002635	Praf.g_00831	Syad.g_01128
OG0002639	Praf.g_01201	Syad.g_02926
OG0002640	Praf.g_01485	Syad.g_01549
OG0002707	Praf.g_01092	Syad.g_01478, Syad.g_02830, Syad.g_01010
OG0002708	Praf.g_01150, Praf.g_01163	Syad.g_00390
OG0002710	Praf.g_01181	Syad.g_01946
OG0002715	Praf.g_01969	Syad.g_02261
OG0002716	Praf.g_02213	Syad.g_00570
OG0002717	Praf.g_02578	Syad.g_02963
OG0002718	Praf.g_02774	Syad.g_02264
OG0002796	Praf.g_00373	Syad.g_01380
OG0002804	Praf.g_01924	Syad.g_00805
OG0002805	Praf.g_01975	Syad.g_01506
OG0002905	Praf.g_00161	Syad.g_00299
OG0002911	Praf.g_01158	Syad.g_00235
OG0002912	Praf.g_01639	Syad.g_02941
OG0003029	Praf.g_02034	Syad.g_00972
OG0003048	Praf.g_01949	Syad.g_01930
OG0003054	Praf.g_02466	Syad.g_00862
OG0003182	Praf.g_00080	Syad.g_00242
OG0003193	Praf.g_01183	Syad.g_00035
OG0003198	Praf.g_01452	Syad.g_00807
OG0003200	Praf.g_01850	Syad.g_02073
OG0003208	Praf.g_02233	Syad.g_00581, Syad.g_00334
OG0003209	Praf.g_02482	Syad.g_02720
OG0003210	Praf.g_02483	Syad.g_02719
OG0003211	Praf.g_02484	Syad.g_02718
OG0003212	Praf.g_02485	Syad.g_02717
OG0003383	Praf.g_01074	Syad.g_01395
OG0003393	Praf.g_01451	Syad.g_01501
OG0004075	Praf.g_00838	Syad.g_00033
OG0004097	Praf.g_01918	Syad.g_01496
OG0004098	Praf.g_01919	Syad.g_01495
OG0004567	Praf.g_00066	Syad.g_00019
