Orthogroup	Praf	Syan
OG0002443	Praf.g_01706	Syan.g_00620
OG0002447	Praf.g_01929	Syan.g_02872
OG0002449	Praf.g_02748	Syan.g_01657
OG0002491	Praf.g_02224	Syan.g_01777, Syan.g_01786, Syan.g_02080, Syan.g_02071, Syan.g_02068
OG0002494	Praf.g_00546	Syan.g_00953
OG0002495	Praf.g_01079	Syan.g_00177
OG0002498	Praf.g_02610	Syan.g_00261
OG0002566	Praf.g_00451	Syan.g_00976
OG0002568	Praf.g_00748, Praf.g_00747	Syan.g_01735
OG0002571	Praf.g_01634	Syan.g_01152
OG0002572	Praf.g_01658	Syan.g_00204
OG0002577	Praf.g_01968	Syan.g_00998
OG0002631	Praf.g_02222, Praf.g_02231, Praf.g_00290	Syan.g_02081, Syan.g_02072
OG0002634	Praf.g_00388	Syan.g_02427
OG0002635	Praf.g_00831	Syan.g_00014
OG0002637	Praf.g_00997	Syan.g_00962
OG0002640	Praf.g_01485	Syan.g_00405
OG0002644	Praf.g_01701	Syan.g_00807
OG0002645	Praf.g_01702	Syan.g_00806
OG0002647	Praf.g_02609	Syan.g_01546
OG0002705	Praf.g_01040	Syan.g_02786
OG0002712	Praf.g_01703	Syan.g_00805
OG0002713	Praf.g_01707	Syan.g_00804
OG0002795	Praf.g_00137	Syan.g_01841
OG0002799	Praf.g_00972	Syan.g_00112
OG0002800	Praf.g_00987	Syan.g_00414
OG0002801	Praf.g_01295	Syan.g_00311
OG0002905	Praf.g_00161	Syan.g_01855
OG0002906	Praf.g_00973	Syan.g_02682
OG0002907	Praf.g_01009	Syan.g_01631
OG0002913	Praf.g_02687	Syan.g_00068
OG0002914	Praf.g_02688	Syan.g_00053
OG0003029	Praf.g_02034	Syan.g_01233
OG0003056	Praf.g_02635	Syan.g_01410
OG0003057	Praf.g_02636	Syan.g_01409
OG0003058	Praf.g_02637	Syan.g_01408
OG0003188	Praf.g_00829	Syan.g_02476
OG0003213	Praf.g_02498	Syan.g_03061
OG0003214	Praf.g_02650	Syan.g_02073
OG0003393	Praf.g_01451	Syan.g_02247
OG0003402	Praf.g_02649	Syan.g_02172
OG0003717	Praf.g_01170	Syan.g_01052
OG0004095	Praf.g_01811	Syan.g_01614
OG0005420	Praf.g_01107	Syan.g_01617
