Orthogroup	Praf	Syar
OG0002330	Praf.g_01117	Syar.g_02675
OG0002332	Praf.g_01723	Syar.g_00739
OG0002333	Praf.g_01725	Syar.g_00737
OG0002340	Praf.g_02584	Syar.g_00960
OG0002341	Praf.g_02608	Syar.g_00900
OG0002382	Praf.g_00604	Syar.g_01478
OG0002384	Praf.g_00981, Praf.g_00982	Syar.g_00354
OG0002390	Praf.g_02504	Syar.g_01008
OG0002391	Praf.g_02631	Syar.g_00047
OG0002429	Praf.g_00269	Syar.g_03091
OG0002430	Praf.g_00275	Syar.g_02681
OG0002431	Praf.g_00652	Syar.g_02682
OG0002443	Praf.g_01706	Syar.g_02022
OG0002444	Praf.g_01797	Syar.g_00152, Syar.g_00843
OG0002445	Praf.g_01865, Praf.g_01867	Syar.g_01281
OG0002447	Praf.g_01929	Syar.g_01256
OG0002495	Praf.g_01079	Syar.g_02068
OG0002496	Praf.g_01564	Syar.g_02281
OG0002566	Praf.g_00451	Syar.g_02971
OG0002572	Praf.g_01658	Syar.g_02030
OG0002573	Praf.g_01798	Syar.g_00844
OG0002578	Praf.g_02167	Syar.g_00252
OG0002638	Praf.g_01200	Syar.g_02342
OG0002647	Praf.g_02609	Syar.g_00904
OG0002704	Praf.g_00139	Syar.g_00551
OG0002710	Praf.g_01181	Syar.g_00818
OG0002711	Praf.g_01656	Syar.g_01610
OG0002714	Praf.g_01753	Syar.g_02057
OG0002795	Praf.g_00136	Syar.g_00580
OG0002795	Praf.g_00137	Syar.g_00579
OG0002797	Praf.g_00476	Syar.g_02933
OG0002799	Praf.g_00972	Syar.g_00924
OG0002800	Praf.g_00987	Syar.g_01750
OG0002801	Praf.g_01295	Syar.g_01383
OG0002802	Praf.g_01356	Syar.g_01890
OG0002803	Praf.g_01657	Syar.g_01609
OG0002899	Praf.g_01093	Syar.g_00767, Syar.g_01995
OG0002905	Praf.g_00161	Syar.g_00552
OG0003036	Praf.g_00171	Syar.g_01874
OG0003037	Praf.g_00231	Syar.g_03130
OG0003041	Praf.g_01012	Syar.g_02071
OG0003045	Praf.g_01584	Syar.g_02005
OG0003053	Praf.g_02341	Syar.g_03060
OG0003056	Praf.g_02635	Syar.g_02940
OG0003057	Praf.g_02636	Syar.g_02939
OG0003058	Praf.g_02637	Syar.g_02938
OG0003190	Praf.g_01005	Syar.g_02001
OG0003202	Praf.g_01954	Syar.g_02115
OG0003765	Praf.g_02390	Syar.g_00654
OG0004083	Praf.g_01011	Syar.g_00828
