Orthogroup	Syad	Prbj
OG0001999	Syad.g_02484	Prbj.g_00462
OG0002000	Syad.g_00951	Prbj.g_02107
OG0002001	Syad.g_02753	Prbj.g_00302
OG0002002	Syad.g_01452	Prbj.g_02160
OG0002004	Syad.g_02760	Prbj.g_00922
OG0002006	Syad.g_01259	Prbj.g_01854
OG0002007	Syad.g_01258	Prbj.g_01855
OG0002008	Syad.g_01700	Prbj.g_02228
OG0002009	Syad.g_01933	Prbj.g_02375
OG0002010	Syad.g_02309	Prbj.g_00644
OG0002012	Syad.g_01387	Prbj.g_01899, Prbj.g_00381
OG0002014	Syad.g_00442	Prbj.g_01474
OG0002015	Syad.g_00443	Prbj.g_01478
OG0002016	Syad.g_02973	Prbj.g_00253
OG0002017	Syad.g_00070	Prbj.g_02010
OG0002035	Syad.g_01564	Prbj.g_00735
OG0002037	Syad.g_00902	Prbj.g_01632
OG0002038	Syad.g_01161	Prbj.g_00840
OG0002039	Syad.g_01176	Prbj.g_00827
OG0002040	Syad.g_01177	Prbj.g_00303
OG0002041	Syad.g_01718	Prbj.g_02246
OG0002042	Syad.g_01743	Prbj.g_02262
OG0002043	Syad.g_01657	Prbj.g_02307
OG0002044	Syad.g_01245	Prbj.g_02472
OG0002045	Syad.g_02362	Prbj.g_00135
OG0002046	Syad.g_02366	Prbj.g_00138
OG0002048	Syad.g_00714	Prbj.g_00369
OG0002050	Syad.g_00540	Prbj.g_01387
OG0002051	Syad.g_02914	Prbj.g_00508
OG0002053	Syad.g_00027	Prbj.g_01989
OG0002092	Syad.g_02549	Prbj.g_02378, Prbj.g_01715
OG0002113	Syad.g_00200	Prbj.g_01206
OG0002114	Syad.g_02262	Prbj.g_00440
OG0002115	Syad.g_02615	Prbj.g_00866
OG0002117	Syad.g_01166	Prbj.g_00833
OG0002118	Syad.g_01461	Prbj.g_01902
OG0002119	Syad.g_02968	Prbj.g_00015
OG0002120	Syad.g_01994	Prbj.g_00674
OG0002121	Syad.g_02074	Prbj.g_01122
OG0002124	Syad.g_01203	Prbj.g_02494
OG0002126	Syad.g_00445	Prbj.g_01476
OG0002127	Syad.g_02866	Prbj.g_00548
OG0002128	Syad.g_01530	Prbj.g_01993
OG0002130	Syad.g_02403	Prbj.g_01726
OG0002154	Syad.g_02869	Prbj.g_01528
OG0002159	Syad.g_00337	Prbj.g_01811
OG0002160	Syad.g_01375	Prbj.g_00189
OG0002162	Syad.g_01045	Prbj.g_01804
OG0002166	Syad.g_01369	Prbj.g_00930
OG0002167	Syad.g_01426	Prbj.g_00915
OG0002168	Syad.g_01273	Prbj.g_01852
OG0002171	Syad.g_00448	Prbj.g_01472
OG0002172	Syad.g_02977	Prbj.g_00257
OG0002173	Syad.g_02966	Prbj.g_00239
OG0002233	Syad.g_01832	Prbj.g_00903
OG0002234	Syad.g_02094	Prbj.g_02176
OG0002236	Syad.g_00629	Prbj.g_02510
OG0002238	Syad.g_01554	Prbj.g_00796
OG0002241	Syad.g_02367	Prbj.g_00139
OG0002242	Syad.g_00447	Prbj.g_01473
OG0002243	Syad.g_03017	Prbj.g_01937
OG0002277	Syad.g_00241	Prbj.g_01240
OG0002279	Syad.g_02803	Prbj.g_00622
OG0002280	Syad.g_00959	Prbj.g_02116
OG0002281	Syad.g_01051	Prbj.g_01799
OG0002288	Syad.g_02281	Prbj.g_01065
OG0002289	Syad.g_02369	Prbj.g_00141
OG0002290	Syad.g_01505	Prbj.g_00173
OG0002328	Syad.g_02783	Prbj.g_00602
OG0002331	Syad.g_01834	Prbj.g_00761
OG0002332	Syad.g_01553	Prbj.g_00795
OG0002333	Syad.g_01555	Prbj.g_00797
OG0002334	Syad.g_02268	Prbj.g_01048
OG0002335	Syad.g_02282	Prbj.g_01066
OG0002336	Syad.g_02350	Prbj.g_00126
OG0002338	Syad.g_00441	Prbj.g_01479
OG0002339	Syad.g_00429	Prbj.g_01491
OG0002350	Syad.g_00753	Prbj.g_00350
OG0002386	Syad.g_02111, Syad.g_02112	Prbj.g_02706
OG0002388	Syad.g_02384, Syad.g_02375, Syad.g_00856	Prbj.g_00145
OG0002390	Syad.g_02932	Prbj.g_01150
OG0002391	Syad.g_02835	Prbj.g_00197
OG0002394	Syad.g_03015	Prbj.g_01929
OG0002397	Syad.g_02009	Prbj.g_00203
OG0002429	Syad.g_02776	Prbj.g_00595
OG0002432	Syad.g_03007	Prbj.g_01932
OG0002435	Syad.g_02458	Prbj.g_00952
OG0002446	Syad.g_02698	Prbj.g_00124
OG0002448	Syad.g_02534	Prbj.g_01496, Prbj.g_01495
OG0002450	Syad.g_00149	Prbj.g_02061
OG0002461	Syad.g_01414	Prbj.g_01895
OG0002492	Syad.g_03013	Prbj.g_01930
OG0002571	Syad.g_01237, Syad.g_00990	Prbj.g_02520
OG0002574	Syad.g_02374	Prbj.g_00144
OG0002575	Syad.g_02376	Prbj.g_00146
OG0002576	Syad.g_02377	Prbj.g_00147
OG0002579	Syad.g_02870	Prbj.g_00550
OG0002632	Syad.g_03014	Prbj.g_01931
OG0002635	Syad.g_01128	Prbj.g_00963
OG0002639	Syad.g_02926	Prbj.g_00950
OG0002710	Syad.g_01946	Prbj.g_00898
OG0002715	Syad.g_02261	Prbj.g_00114
OG0002716	Syad.g_00570	Prbj.g_01348
OG0002717	Syad.g_02963	Prbj.g_00236
OG0002718	Syad.g_02264	Prbj.g_02064
OG0002733	Syad.g_02712	Prbj.g_00555
OG0002796	Syad.g_01380	Prbj.g_00182
OG0002842	Syad.g_03009	Prbj.g_01935
OG0002845	Syad.g_01934	Prbj.g_01817
OG0002846	Syad.g_02532, Syad.g_02533	Prbj.g_01828
OG0002905	Syad.g_00299	Prbj.g_01271
OG0002911	Syad.g_00235	Prbj.g_02149, Prbj.g_01246
OG0002912	Syad.g_02941	Prbj.g_02524
OG0002941	Syad.g_02713, Syad.g_01937	Prbj.g_00787
OG0003048	Syad.g_01930	Prbj.g_00224
OG0003093	Syad.g_02711, Syad.g_00385	Prbj.g_00556
OG0003097	Syad.g_00254	Prbj.g_01272
OG0003099	Syad.g_00329, Syad.g_00330, Syad.g_00248	Prbj.g_01586
OG0003182	Syad.g_00242	Prbj.g_01242
OG0003193	Syad.g_00035	Prbj.g_02683
OG0003200	Syad.g_02073	Prbj.g_00658
OG0003209	Syad.g_02720	Prbj.g_01378
OG0003210	Syad.g_02719	Prbj.g_01377
OG0003211	Syad.g_02718	Prbj.g_01376
OG0003212	Syad.g_02717	Prbj.g_01375
OG0003383	Syad.g_01395	Prbj.g_00723
OG0003508	Syad.g_01924	Prbj.g_02015
OG0003830	Syad.g_03008	Prbj.g_01933
OG0004292	Syad.g_01925	Prbj.g_02014
