Orthogroup	Syad	Syao
OG0002144	Syad.g_00639	Syao.g_01325
OG0002154	Syad.g_02869	Syao.g_00867
OG0002159	Syad.g_00337	Syao.g_02665
OG0002160	Syad.g_01375	Syao.g_01628
OG0002166	Syad.g_01369	Syao.g_00922, Syao.g_00199
OG0002168	Syad.g_01273	Syao.g_02381
OG0002172	Syad.g_02977	Syao.g_02390
OG0002173	Syad.g_02966	Syao.g_02475
OG0002178	Syad.g_00113	Syao.g_02313
OG0002179	Syad.g_00417	Syao.g_01956
OG0002180	Syad.g_00515	Syao.g_02056
OG0002181	Syad.g_00543	Syao.g_02086
OG0002182	Syad.g_00564	Syao.g_01586
OG0002183	Syad.g_02768	Syao.g_02651
OG0002184	Syad.g_02765	Syao.g_02647
OG0002185	Syad.g_02757	Syao.g_02635
OG0002186	Syad.g_02652	Syao.g_01668
OG0002187	Syad.g_02651	Syao.g_01669
OG0002188	Syad.g_02618	Syao.g_01562
OG0002189	Syad.g_02617	Syao.g_01563
OG0002190	Syad.g_02562	Syao.g_01604
OG0002192	Syad.g_01180	Syao.g_00188
OG0002193	Syad.g_01381	Syao.g_01161, Syao.g_00499
OG0002194	Syad.g_01438	Syao.g_00259
OG0002196	Syad.g_01903	Syao.g_00742
OG0002197	Syad.g_01712	Syao.g_00817
OG0002198	Syad.g_02132	Syao.g_00917
OG0002199	Syad.g_02137	Syao.g_00912
OG0002200	Syad.g_02276	Syao.g_01487
OG0002201	Syad.g_01094	Syao.g_01060
OG0002202	Syad.g_01093	Syao.g_01061
OG0002203	Syad.g_01092	Syao.g_01062
OG0002204	Syad.g_01069	Syao.g_01028
OG0002205	Syad.g_01050	Syao.g_01049
OG0002206	Syad.g_01036	Syao.g_00840
OG0002207	Syad.g_01026	Syao.g_00850
OG0002208	Syad.g_00895	Syao.g_00033
OG0002209	Syad.g_00769	Syao.g_01869
OG0002210	Syad.g_00721	Syao.g_01846
OG0002211	Syad.g_00686	Syao.g_01812
OG0002212	Syad.g_03019	Syao.g_02424
OG0002213	Syad.g_03025	Syao.g_02428
OG0002214	Syad.g_00140	Syao.g_02337
OG0002225	Syad.g_02053	Syao.g_00543
OG0002234	Syad.g_02094	Syao.g_00145
OG0002241	Syad.g_02367	Syao.g_02694
OG0002243	Syad.g_03017	Syao.g_02421
OG0002245	Syad.g_00792	Syao.g_00703
OG0002247	Syad.g_01043	Syao.g_00836
OG0002248	Syad.g_01337	Syao.g_00979
OG0002250	Syad.g_02769	Syao.g_02652
OG0002251	Syad.g_02556	Syao.g_01607
OG0002253	Syad.g_02393	Syao.g_01445
OG0002254	Syad.g_01670	Syao.g_00465
OG0002255	Syad.g_01726	Syao.g_00831
OG0002256	Syad.g_01133	Syao.g_01721
OG0002257	Syad.g_02107	Syao.g_01262
OG0002258	Syad.g_01068	Syao.g_01029
OG0002259	Syad.g_00981	Syao.g_01416
OG0002260	Syad.g_01434	Syao.g_00288
OG0002280	Syad.g_00959	Syao.g_01400
OG0002288	Syad.g_02281	Syao.g_00404
OG0002289	Syad.g_02369	Syao.g_02696
OG0002295	Syad.g_02238	Syao.g_00719
OG0002296	Syad.g_02304	Syao.g_00069
OG0002297	Syad.g_01385	Syao.g_01496
OG0002298	Syad.g_01730	Syao.g_00658
OG0002299	Syad.g_01777	Syao.g_00694
OG0002300	Syad.g_01983	Syao.g_01256
OG0002301	Syad.g_02589	Syao.g_00358
OG0002302	Syad.g_00880	Syao.g_00048
OG0002303	Syad.g_00791	Syao.g_00702
OG0002305	Syad.g_02806	Syao.g_02589
OG0002307	Syad.g_00966	Syao.g_01242
OG0002308	Syad.g_01898	Syao.g_01549
OG0002309	Syad.g_01232	Syao.g_00562
OG0002347	Syad.g_02656	Syao.g_01659
OG0002350	Syad.g_00753	Syao.g_01885
OG0002351	Syad.g_00483	Syao.g_02030
OG0002353	Syad.g_01876	Syao.g_00769
OG0002355	Syad.g_02068	Syao.g_00396
OG0002357	Syad.g_00073	Syao.g_01568
OG0002358	Syad.g_02452	Syao.g_01734
OG0002359	Syad.g_02312	Syao.g_00077
OG0002386	Syad.g_02111, Syad.g_02112	Syao.g_00798
OG0002391	Syad.g_02835	Syao.g_02580
OG0002397	Syad.g_02009	Syao.g_01162
OG0002402	Syad.g_01275	Syao.g_00503
OG0002404	Syad.g_00037	Syao.g_02109
OG0002405	Syad.g_01654	Syao.g_00650
OG0002407	Syad.g_00082	Syao.g_01461
OG0002409	Syad.g_00066	Syao.g_02278
OG0002410	Syad.g_02057	Syao.g_02330
OG0002416	Syad.g_02044	Syao.g_00367
OG0002443	Syad.g_01753	Syao.g_00395
OG0002458	Syad.g_01540	Syao.g_01230
OG0002459	Syad.g_01538	Syao.g_01232
OG0002460	Syad.g_01537	Syao.g_01233
OG0002463	Syad.g_00341	Syao.g_00407
OG0002469	Syad.g_01459	Syao.g_00277
OG0002470	Syad.g_01543	Syao.g_01689
OG0002472	Syad.g_00841	Syao.g_01275
OG0002475	Syad.g_02311	Syao.g_00076
OG0002476	Syad.g_01397, Syad.g_00994, Syad.g_00995	Syao.g_00493
OG0002519	Syad.g_00413	Syao.g_02260
OG0002523	Syad.g_01376	Syao.g_01901
OG0002529	Syad.g_02047	Syao.g_01259
OG0002530	Syad.g_01853	Syao.g_00540, Syao.g_00339
OG0002531	Syad.g_02052	Syao.g_00542
OG0002532	Syad.g_02104	Syao.g_01465
OG0002534	Syad.g_00747	Syao.g_01888
OG0002535	Syad.g_00744	Syao.g_01891
OG0002536	Syad.g_00727	Syao.g_01912
OG0002539	Syad.g_00006	Syao.g_02450
OG0002540	Syad.g_01541	Syao.g_01228
OG0002542	Syad.g_02459	Syao.g_01238
OG0002545	Syad.g_02694	Syao.g_02422
OG0002547	Syad.g_02387	Syao.g_00524
OG0002591	Syad.g_02066	Syao.g_01806
OG0002592	Syad.g_03016	Syao.g_02412
OG0002597	Syad.g_01978	Syao.g_01656
OG0002599	Syad.g_02029	Syao.g_00799
OG0002603	Syad.g_02088	Syao.g_00143
OG0002604	Syad.g_02106	Syao.g_01273
OG0002605	Syad.g_00752	Syao.g_01886
OG0002606	Syad.g_01542	Syao.g_01227
OG0002607	Syad.g_02352	Syao.g_02681
OG0002610	Syad.g_00759	Syao.g_01879
OG0002611	Syad.g_00415	Syao.g_02258
OG0002671	Syad.g_02630	Syao.g_00372
OG0002675	Syad.g_00636	Syao.g_00692
OG0002721	Syad.g_01196	Syao.g_00603
OG0002744	Syad.g_02032	Syao.g_01241
OG0002762	Syad.g_03010	Syao.g_02411
OG0002845	Syad.g_01934	Syao.g_02377
OG0002859	Syad.g_02055	Syao.g_00545
OG0002865	Syad.g_01972	Syao.g_01903
OG0002969	Syad.g_01855	Syao.g_00538
OG0002970	Syad.g_01854	Syao.g_00539
OG0002971	Syad.g_00125	Syao.g_00547
OG0002980	Syad.g_00733	Syao.g_01897
OG0002981	Syad.g_00740	Syao.g_01894
OG0003113	Syad.g_02056	Syao.g_00546
OG0003271	Syad.g_02023	Syao.g_00319
OG0003561	Syad.g_02001	Syao.g_01184
OG0003843	Syad.g_02244	Syao.g_00050
OG0003900	Syad.g_00582	Syao.g_01687
OG0003903	Syad.g_01630	Syao.g_02716
OG0004371	Syad.g_02018	Syao.g_00015, Syao.g_02720
OG0004378	Syad.g_02752	Syao.g_00597
