Orthogroup	Syaf	Prbl
OG0001935	Syaf.g_00956	Prbl.g_00601
OG0001936	Syaf.g_01689	Prbl.g_01944
OG0001937	Syaf.g_01081	Prbl.g_00434
OG0001938	Syaf.g_02727	Prbl.g_00507
OG0001939	Syaf.g_01475	Prbl.g_02648
OG0001940	Syaf.g_02585	Prbl.g_01792
OG0001941	Syaf.g_01246	Prbl.g_01729
OG0001944	Syaf.g_01498	Prbl.g_01070
OG0001946	Syaf.g_01470	Prbl.g_01871
OG0001947	Syaf.g_01406	Prbl.g_00942
OG0001948	Syaf.g_01903	Prbl.g_02504
OG0001949	Syaf.g_01882	Prbl.g_02490
OG0001950	Syaf.g_01880	Prbl.g_02488
OG0001951	Syaf.g_01863	Prbl.g_02479
OG0001952	Syaf.g_01839	Prbl.g_02459
OG0001953	Syaf.g_01838	Prbl.g_02458
OG0001957	Syaf.g_02327	Prbl.g_01628
OG0001958	Syaf.g_02138	Prbl.g_01407
OG0001961	Syaf.g_02503	Prbl.g_01345
OG0001964	Syaf.g_00161	Prbl.g_01052
OG0001965	Syaf.g_02281	Prbl.g_01501
OG0001966	Syaf.g_00213	Prbl.g_01493
OG0001967	Syaf.g_00215	Prbl.g_01491
OG0001968	Syaf.g_00216	Prbl.g_01490
OG0001969	Syaf.g_00278	Prbl.g_01418
OG0001970	Syaf.g_00859	Prbl.g_00821
OG0001971	Syaf.g_00782	Prbl.g_00076
OG0001972	Syaf.g_00703	Prbl.g_01267
OG0001973	Syaf.g_00666	Prbl.g_02268, Prbl.g_02256
OG0001974	Syaf.g_00650	Prbl.g_02242
OG0001975	Syaf.g_01620	Prbl.g_02200
OG0001976	Syaf.g_01622	Prbl.g_02198
OG0001995	Syaf.g_01487	Prbl.g_00757
OG0001996	Syaf.g_00464	Prbl.g_01974
OG0001997	Syaf.g_00925	Prbl.g_00575
OG0001999	Syaf.g_01184	Prbl.g_00351
OG0002000	Syaf.g_02677	Prbl.g_00786
OG0002002	Syaf.g_01567	Prbl.g_02587
OG0002004	Syaf.g_02764	Prbl.g_01848
OG0002006	Syaf.g_01405	Prbl.g_00943
OG0002007	Syaf.g_01404	Prbl.g_00944
OG0002008	Syaf.g_01916	Prbl.g_02517
OG0002009	Syaf.g_02084	Prbl.g_02371
OG0002010	Syaf.g_02454	Prbl.g_00697
OG0002011	Syaf.g_02799	Prbl.g_00683
OG0002012	Syaf.g_01756	Prbl.g_00630, Prbl.g_01160
OG0002013	Syaf.g_00341	Prbl.g_00895
OG0002014	Syaf.g_00328	Prbl.g_00883
OG0002015	Syaf.g_00327	Prbl.g_00879
OG0002016	Syaf.g_00722	Prbl.g_01247
OG0002017	Syaf.g_00599	Prbl.g_02184
OG0002018	Syaf.g_00538	Prbl.g_02156
OG0002037	Syaf.g_02723	Prbl.g_00509
OG0002038	Syaf.g_01299	Prbl.g_02094
OG0002039	Syaf.g_01312	Prbl.g_02107
OG0002040	Syaf.g_01313	Prbl.g_00177
OG0002041	Syaf.g_01898	Prbl.g_02500
OG0002042	Syaf.g_01869	Prbl.g_02484
OG0002043	Syaf.g_01800	Prbl.g_02439
OG0002044	Syaf.g_01390	Prbl.g_01536
OG0002045	Syaf.g_02506	Prbl.g_01347
OG0002046	Syaf.g_02510	Prbl.g_01350
OG0002047	Syaf.g_02809	Prbl.g_02672
OG0002048	Syaf.g_00072	Prbl.g_01173
OG0002050	Syaf.g_00224	Prbl.g_01471
OG0002051	Syaf.g_00796	Prbl.g_00268
OG0002053	Syaf.g_00616	Prbl.g_02205
OG0002110	Syaf.g_00155	Prbl.g_02394
OG0002111	Syaf.g_01126, Syaf.g_01525	Prbl.g_02632
OG0002113	Syaf.g_00459	Prbl.g_01979
OG0002115	Syaf.g_01045	Prbl.g_00402
OG0002117	Syaf.g_01305	Prbl.g_02101
OG0002118	Syaf.g_01577	Prbl.g_01371
OG0002119	Syaf.g_00727	Prbl.g_01107
OG0002120	Syaf.g_01744	Prbl.g_01708
OG0002121	Syaf.g_02230	Prbl.g_01532
OG0002124	Syaf.g_01342	Prbl.g_01558
OG0002126	Syaf.g_00323	Prbl.g_00881
OG0002127	Syaf.g_00840	Prbl.g_00308
OG0002128	Syaf.g_01619	Prbl.g_02201
OG0002130	Syaf.g_01256	Prbl.g_01720
OG0002154	Syaf.g_00843	Prbl.g_00829
OG0002159	Syaf.g_00943, Syaf.g_00400	Prbl.g_01233
OG0002160	Syaf.g_01485	Prbl.g_01910
OG0002162	Syaf.g_02592	Prbl.g_01798
OG0002167	Syaf.g_02647	Prbl.g_01841
OG0002168	Syaf.g_01407	Prbl.g_00941
OG0002169	Syaf.g_02810	Prbl.g_02671
OG0002170	Syaf.g_00027	Prbl.g_01198
OG0002171	Syaf.g_00320	Prbl.g_00885
OG0002172	Syaf.g_00718	Prbl.g_01251
OG0002174	Syaf.g_00598	Prbl.g_02183
OG0002175	Syaf.g_00681	Prbl.g_02270
OG0002231	Syaf.g_01265	Prbl.g_01842
OG0002233	Syaf.g_02002	Prbl.g_01828
OG0002234	Syaf.g_02259	Prbl.g_02569
OG0002236	Syaf.g_01641	Prbl.g_01575
OG0002237	Syaf.g_02317	Prbl.g_01633
OG0002239	Syaf.g_01623	Prbl.g_00717
OG0002241	Syaf.g_02512	Prbl.g_01351
OG0002242	Syaf.g_00321	Prbl.g_00884
OG0002243	Syaf.g_00667	Prbl.g_02257
OG0002279	Syaf.g_00901	Prbl.g_00550
OG0002281	Syaf.g_02586	Prbl.g_01793
OG0002285	Syaf.g_01812	Prbl.g_02451
OG0002286	Syaf.g_00682	Prbl.g_02271
OG0002289	Syaf.g_02514	Prbl.g_01353
OG0002290	Syaf.g_01600	Prbl.g_01926
OG0002291	Syaf.g_00787	Prbl.g_00071
OG0002328	Syaf.g_00920	Prbl.g_00570
OG0002330	Syaf.g_01624	Prbl.g_00015
OG0002331	Syaf.g_02003	Prbl.g_00028
OG0002337	Syaf.g_00236	Prbl.g_01460
OG0002338	Syaf.g_00329	Prbl.g_00878
OG0002339	Syaf.g_00342	Prbl.g_00866
OG0002341	Syaf.g_00665	Prbl.g_02267
OG0002343	Syaf.g_00189	Prbl.g_01514
OG0002350	Syaf.g_00031	Prbl.g_01192
OG0002385	Syaf.g_00680	Prbl.g_02269
OG0002388	Syaf.g_02525	Prbl.g_01357
OG0002429	Syaf.g_00927	Prbl.g_00577
OG0002435	Syaf.g_01221	Prbl.g_02065
OG0002438	Syaf.g_02013	Prbl.g_01843
OG0002446	Syaf.g_01825	Prbl.g_01336
OG0002448	Syaf.g_00305, Syaf.g_00694, Syaf.g_00346	Prbl.g_00861, Prbl.g_00862
OG0002449	Syaf.g_00539	Prbl.g_02157
OG0002451	Syaf.g_01674	Prbl.g_01533
OG0002461	Syaf.g_01701	Prbl.g_00626
OG0002498	Syaf.g_00395	Prbl.g_01228
OG0002567	Syaf.g_01132, Syaf.g_01138	Prbl.g_00771
OG0002568	Syaf.g_00973	Prbl.g_01767
OG0002574	Syaf.g_02524	Prbl.g_01356
OG0002575	Syaf.g_02526	Prbl.g_01358
OG0002576	Syaf.g_02527	Prbl.g_01359
OG0002579	Syaf.g_00842	Prbl.g_00310
OG0002639	Syaf.g_00783	Prbl.g_01876
OG0002643	Syaf.g_01985	Prbl.g_02292
OG0002647	Syaf.g_00685	Prbl.g_02253
OG0002648	Syaf.g_00657	Prbl.g_02247
OG0002649	Syaf.g_00656	Prbl.g_02246
OG0002650	Syaf.g_00655	Prbl.g_02245
OG0002653	Syaf.g_00683	Prbl.g_02272
OG0002667	Syaf.g_02254	Prbl.g_02613
OG0002705	Syaf.g_00971	Prbl.g_02384
OG0002714	Syaf.g_00737	Prbl.g_01390
OG0002796	Syaf.g_01490	Prbl.g_01917
OG0002799	Syaf.g_01347	Prbl.g_01810
OG0002910	Syaf.g_01871	Prbl.g_00037
OG0002941	Syaf.g_02156	Prbl.g_00055
OG0003065	Syaf.g_01678	Prbl.g_01670
OG0003185	Syaf.g_01900	Prbl.g_01941
OG0003199	Syaf.g_00775	Prbl.g_01605
OG0003250	Syaf.g_01556	Prbl.g_01152
OG0003251	Syaf.g_02146	Prbl.g_01033
OG0003386	Syaf.g_01626	Prbl.g_00039
OG0003410	Syaf.g_01233	Prbl.g_00413
OG0003824	Syaf.g_02157	Prbl.g_00053
