Orthogroup	Syao	Syaj
OG0001979	Syao.g_00525	Syaj.g_00486
OG0001980	Syao.g_01887	Syaj.g_02796, Syaj.g_02669
OG0001993	Syao.g_01345	Syaj.g_01316
OG0001994	Syao.g_01346	Syaj.g_01317
OG0001998	Syao.g_01370	Syaj.g_00798, Syaj.g_00799
OG0001999	Syao.g_01650	Syaj.g_01590
OG0002000	Syao.g_01390	Syaj.g_00117
OG0002002	Syao.g_00270	Syaj.g_00581
OG0002004	Syao.g_01556	Syaj.g_01838
OG0002008	Syao.g_00807	Syaj.g_00828
OG0002009	Syao.g_00980	Syaj.g_01062
OG0002010	Syao.g_00074	Syaj.g_01416
OG0002011	Syao.g_00258	Syaj.g_01107
OG0002012	Syao.g_00150	Syaj.g_00514
OG0002015	Syao.g_01091	Syaj.g_02486
OG0002016	Syao.g_02386	Syaj.g_02061
OG0002017	Syao.g_02281	Syaj.g_02176
OG0002019	Syao.g_02146	Syaj.g_01105
OG0002020	Syao.g_02320	Syaj.g_02220
OG0002021	Syao.g_02322	Syaj.g_02219
OG0002022	Syao.g_02323	Syaj.g_02217
OG0002023	Syao.g_02324	Syaj.g_02216
OG0002024	Syao.g_02317	Syaj.g_02211
OG0002038	Syao.g_00204	Syaj.g_00311
OG0002039	Syao.g_00189	Syaj.g_00325
OG0002040	Syao.g_00187	Syaj.g_00326
OG0002043	Syao.g_00645	Syaj.g_00785
OG0002044	Syao.g_00793	Syaj.g_00387
OG0002046	Syao.g_02693	Syaj.g_01465
OG0002048	Syao.g_01855	Syaj.g_02759
OG0002049	Syao.g_01932	Syaj.g_02677
OG0002050	Syao.g_02083	Syaj.g_02584
OG0002051	Syao.g_02517	Syaj.g_02001
OG0002054	Syao.g_02318	Syaj.g_02210
OG0002055	Syao.g_02315	Syaj.g_02213
OG0002056	Syao.g_02046	Syaj.g_02548
OG0002092	Syao.g_01357	Syaj.g_01646
OG0002107	Syao.g_00544	Syaj.g_01180
OG0002113	Syao.g_02232	Syaj.g_02300
OG0002115	Syao.g_01565	Syaj.g_01710
OG0002116	Syao.g_01590	Syaj.g_01684
OG0002117	Syao.g_00196	Syaj.g_00316
OG0002118	Syao.g_00230	Syaj.g_00591
OG0002120	Syao.g_00601	Syaj.g_01131
OG0002123	Syao.g_00490	Syaj.g_00955
OG0002124	Syao.g_00527	Syaj.g_00352
OG0002128	Syao.g_01425	Syaj.g_00648
OG0002129	Syao.g_01516	Syaj.g_01394
OG0002130	Syao.g_01435	Syaj.g_01509
OG0002132	Syao.g_02314	Syaj.g_02214
OG0002133	Syao.g_02316	Syaj.g_02212
OG0002134	Syao.g_02134	Syaj.g_02436
OG0002135	Syao.g_01666	Syaj.g_01753
OG0002136	Syao.g_01667	Syaj.g_01752
OG0002138	Syao.g_00195	Syaj.g_00489
OG0002139	Syao.g_00289	Syaj.g_00565, Syaj.g_00408
OG0002141	Syao.g_01457	Syaj.g_01249
OG0002142	Syao.g_01536	Syaj.g_01365
OG0002143	Syao.g_00701	Syaj.g_02834
OG0002144	Syao.g_01325	Syaj.g_02683
OG0002154	Syao.g_00867	Syaj.g_01956
OG0002159	Syao.g_02665	Syaj.g_02404
OG0002160	Syao.g_01628	Syaj.g_00501
OG0002166	Syao.g_00922, Syao.g_00199	Syaj.g_00495
OG0002168	Syao.g_02381	Syaj.g_00410
OG0002172	Syao.g_02390	Syaj.g_02065
OG0002173	Syao.g_02475	Syaj.g_02054
OG0002178	Syao.g_02313	Syaj.g_02215
OG0002179	Syao.g_01956	Syaj.g_02458
OG0002180	Syao.g_02056	Syaj.g_02557
OG0002181	Syao.g_02086	Syaj.g_02589
OG0002182	Syao.g_01586	Syaj.g_02608
OG0002183	Syao.g_02651	Syaj.g_01846
OG0002184	Syao.g_02647	Syaj.g_01843
OG0002185	Syao.g_02635	Syaj.g_01835
OG0002186	Syao.g_01668	Syaj.g_01751
OG0002187	Syao.g_01669	Syaj.g_01750
OG0002188	Syao.g_01562	Syaj.g_01713
OG0002189	Syao.g_01563	Syaj.g_01712
OG0002190	Syao.g_01604	Syaj.g_01662
OG0002192	Syao.g_00188	Syaj.g_00329
OG0002193	Syao.g_01161, Syao.g_00499	Syaj.g_00508
OG0002194	Syao.g_00259	Syaj.g_00568
OG0002196	Syao.g_00742	Syaj.g_01040
OG0002197	Syao.g_00817	Syaj.g_00841
OG0002198	Syao.g_00917	Syaj.g_01263
OG0002199	Syao.g_00912	Syaj.g_01268
OG0002200	Syao.g_01487	Syaj.g_01379
OG0002201	Syao.g_01060	Syaj.g_00258
OG0002202	Syao.g_01061	Syaj.g_00257
OG0002203	Syao.g_01062	Syaj.g_00256
OG0002204	Syao.g_01028	Syaj.g_00235
OG0002205	Syao.g_01049	Syaj.g_00217
OG0002206	Syao.g_00840	Syaj.g_00204
OG0002207	Syao.g_00850	Syaj.g_00194
OG0002208	Syao.g_00033	Syaj.g_00063
OG0002209	Syao.g_01869	Syaj.g_02813
OG0002210	Syao.g_01846	Syaj.g_02766
OG0002211	Syao.g_01812	Syaj.g_02730
OG0002212	Syao.g_02424	Syaj.g_02099
OG0002213	Syao.g_02428	Syaj.g_02103
OG0002214	Syao.g_02337	Syaj.g_02240
OG0002225	Syao.g_00543	Syaj.g_01179
OG0002231	Syao.g_00877	Syaj.g_01499
OG0002234	Syao.g_00145	Syaj.g_01224
OG0002235	Syao.g_00737	Syaj.g_01045
OG0002241	Syao.g_02694	Syaj.g_01466
OG0002243	Syao.g_02421	Syaj.g_02097
OG0002245	Syao.g_00703	Syaj.g_02836
OG0002247	Syao.g_00836	Syaj.g_00210
OG0002248	Syao.g_00979	Syaj.g_00477
OG0002250	Syao.g_02652	Syaj.g_01847
OG0002251	Syao.g_01607	Syaj.g_01653
OG0002253	Syao.g_01445	Syaj.g_01498
OG0002254	Syao.g_00465	Syaj.g_00796
OG0002255	Syao.g_00831	Syaj.g_00855
OG0002257	Syao.g_01262	Syaj.g_01237
OG0002258	Syao.g_01029	Syaj.g_00234
OG0002259	Syao.g_01416	Syaj.g_00148
OG0002260	Syao.g_00288	Syaj.g_00564
OG0002280	Syao.g_01400	Syaj.g_00127
OG0002288	Syao.g_00404	Syaj.g_01384
OG0002289	Syao.g_02696	Syaj.g_01468
OG0002296	Syao.g_00069	Syaj.g_01411
OG0002297	Syao.g_01496	Syaj.g_00512
OG0002298	Syao.g_00658	Syaj.g_00859
OG0002299	Syao.g_00694	Syaj.g_00918
OG0002300	Syao.g_01256	Syaj.g_01122
OG0002301	Syao.g_00358	Syaj.g_01691
OG0002303	Syao.g_00702	Syaj.g_02835
OG0002305	Syao.g_02589	Syaj.g_01892
OG0002307	Syao.g_01242	Syaj.g_00134
OG0002308	Syao.g_01549	Syaj.g_01035
OG0002309	Syao.g_00562	Syaj.g_00380
OG0002347	Syao.g_01659	Syaj.g_01755
OG0002350	Syao.g_01885	Syaj.g_02798
OG0002351	Syao.g_02030	Syaj.g_02525
OG0002353	Syao.g_00769	Syaj.g_01010
OG0002355	Syao.g_00396	Syaj.g_01195
OG0002357	Syao.g_01568	Syaj.g_02179
OG0002358	Syao.g_01734	Syaj.g_01557
OG0002359	Syao.g_00077	Syaj.g_01419
OG0002386	Syao.g_00798	Syaj.g_01240
OG0002391	Syao.g_02580	Syaj.g_01920
OG0002396	Syao.g_01785	Syaj.g_02703
OG0002397	Syao.g_01162	Syaj.g_01136
OG0002402	Syao.g_00503	Syaj.g_00412
OG0002404	Syao.g_02109	Syaj.g_02160
OG0002405	Syao.g_00650	Syaj.g_00783
OG0002407	Syao.g_01461	Syaj.g_02186
OG0002409	Syao.g_02278	Syaj.g_02170
OG0002410	Syao.g_02330	Syaj.g_01183
OG0002411	Syao.g_00790	Syaj.g_00390
OG0002443	Syao.g_00395	Syaj.g_00894
OG0002458	Syao.g_01230	Syaj.g_00658
OG0002459	Syao.g_01232	Syaj.g_00656
OG0002460	Syao.g_01233	Syaj.g_00655
OG0002470	Syao.g_01689	Syaj.g_00661
OG0002472	Syao.g_01275	Syaj.g_02897
OG0002475	Syao.g_00076	Syaj.g_01418
OG0002476	Syao.g_00493	Syaj.g_00159
OG0002491	Syao.g_00009, Syao.g_00575	Syaj.g_01856
OG0002519	Syao.g_02260	Syaj.g_02454
OG0002523	Syao.g_01901	Syaj.g_00502
OG0002529	Syao.g_01259	Syaj.g_01173
OG0002530	Syao.g_00540, Syao.g_00339	Syaj.g_00994
OG0002531	Syao.g_00542	Syaj.g_01178
OG0002532	Syao.g_01465	Syaj.g_01234
OG0002534	Syao.g_01888	Syaj.g_02792
OG0002535	Syao.g_01891	Syaj.g_02789
OG0002536	Syao.g_01912	Syaj.g_02772
OG0002539	Syao.g_02450	Syaj.g_02129
OG0002540	Syao.g_01228	Syaj.g_00659
OG0002542	Syao.g_01238	Syaj.g_01564
OG0002547	Syao.g_00524	Syaj.g_01486
OG0002582	Syao.g_02270	Syaj.g_02468
OG0002591	Syao.g_01806	Syaj.g_01193
OG0002597	Syao.g_01656	Syaj.g_01117
OG0002599	Syao.g_00799	Syaj.g_01156
OG0002603	Syao.g_00143	Syaj.g_01218
OG0002604	Syao.g_01273	Syaj.g_01236
OG0002605	Syao.g_01886	Syaj.g_02797
OG0002606	Syao.g_01227	Syaj.g_00660
OG0002607	Syao.g_02681	Syaj.g_01443
OG0002610	Syao.g_01879	Syaj.g_02803
OG0002611	Syao.g_02258	Syaj.g_02456
OG0002667	Syao.g_00144	Syaj.g_01216
OG0002671	Syao.g_00372	Syaj.g_01727
OG0002675	Syao.g_00692	Syaj.g_02681
OG0002721	Syao.g_00603	Syaj.g_00346
OG0002744	Syao.g_01241	Syaj.g_01160
OG0002855	Syao.g_00306	Syaj.g_00788
OG0002857	Syao.g_00106	Syaj.g_01176
OG0002859	Syao.g_00545	Syaj.g_01181
OG0002865	Syao.g_01903	Syaj.g_01111
OG0002969	Syao.g_00538	Syaj.g_00996
OG0002970	Syao.g_00539	Syaj.g_00995
OG0002971	Syao.g_00547	Syaj.g_02225
OG0002980	Syao.g_01897	Syaj.g_02778
OG0002981	Syao.g_01894	Syaj.g_02785
OG0002989	Syao.g_01263	Syaj.g_01626
OG0002993	Syao.g_01107	Syaj.g_01203
OG0002995	Syao.g_00800	Syaj.g_01207
OG0003113	Syao.g_00546	Syaj.g_01182
OG0003271	Syao.g_00319	Syaj.g_01150
OG0003314	Syao.g_00349	Syaj.g_00026
OG0003843	Syao.g_00050	Syaj.g_01353
OG0003900	Syao.g_01687	Syaj.g_02624
OG0003903	Syao.g_02716	Syaj.g_00754
OG0003937	Syao.g_00592, Syao.g_02676	Syaj.g_00777
OG0004270	Syao.g_00591	Syaj.g_00776, Syaj.g_00780
OG0004371	Syao.g_00015, Syao.g_02720	Syaj.g_01145
