Orthogroup	Syao	Prbk
OG0002168	Syao.g_02381	Prbk.g_00070
OG0002169	Syao.g_01713	Prbk.g_00367
OG0002172	Syao.g_02390	Prbk.g_00663
OG0002173	Syao.g_02475	Prbk.g_00681
OG0002174	Syao.g_02282	Prbk.g_02216
OG0002175	Syao.g_00238	Prbk.g_02129
OG0002229	Syao.g_02126	Prbk.g_01560
OG0002231	Syao.g_00877	Prbk.g_01832
OG0002234	Syao.g_00145	Prbk.g_00621
OG0002235	Syao.g_00737	Prbk.g_02446
OG0002239	Syao.g_01405	Prbk.g_01204
OG0002241	Syao.g_02694	Prbk.g_02102
OG0002243	Syao.g_02421	Prbk.g_02142
OG0002280	Syao.g_01400	Prbk.g_01069
OG0002285	Syao.g_00632	Prbk.g_02351
OG0002288	Syao.g_00404	Prbk.g_00268
OG0002289	Syao.g_02696	Prbk.g_02100
OG0002292	Syao.g_02539	Prbk.g_01262
OG0002330	Syao.g_00329	Prbk.g_01754
OG0002342	Syao.g_00596, Syao.g_00582	Prbk.g_00093, Prbk.g_02682, Prbk.g_01240, Prbk.g_00077
OG0002343	Syao.g_02113	Prbk.g_01009
OG0002350	Syao.g_01885	Prbk.g_00862
OG0002382	Syao.g_00117	Prbk.g_02070
OG0002386	Syao.g_00798	Prbk.g_00705
OG0002391	Syao.g_02580	Prbk.g_01348
OG0002397	Syao.g_01162	Prbk.g_01342
OG0002430	Syao.g_01485	Prbk.g_01074
OG0002431	Syao.g_01484	Prbk.g_01073
OG0002433	Syao.g_00363	Prbk.g_02027
OG0002440	Syao.g_01351	Prbk.g_00586
OG0002447	Syao.g_02695	Prbk.g_02101
OG0002494	Syao.g_01034	Prbk.g_02009
OG0002566	Syao.g_01011	Prbk.g_01430
OG0002567	Syao.g_01301	Prbk.g_01075
OG0002572	Syao.g_01458, Syao.g_00394	Prbk.g_02601
OG0002577	Syao.g_01005	Prbk.g_00313
OG0002582	Syao.g_02270	Prbk.g_01546
OG0002593	Syao.g_01699	Prbk.g_02696
OG0002628	Syao.g_01958	Prbk.g_00532
OG0002633	Syao.g_01366	Prbk.g_01947
OG0002634	Syao.g_01706	Prbk.g_01518
OG0002637	Syao.g_01023	Prbk.g_01688
OG0002644	Syao.g_00903	Prbk.g_02640
OG0002645	Syao.g_00904	Prbk.g_02641
OG0002647	Syao.g_02417	Prbk.g_02146
OG0002648	Syao.g_01409	Prbk.g_02152
OG0002649	Syao.g_01408	Prbk.g_02153
OG0002650	Syao.g_01407	Prbk.g_02154
OG0002667	Syao.g_00144	Prbk.g_01733
OG0002668	Syao.g_01807, Syao.g_01365	Prbk.g_00445
OG0002712	Syao.g_00905	Prbk.g_02642
OG0002713	Syao.g_00906	Prbk.g_02646
OG0002795	Syao.g_01995	Prbk.g_01563
OG0002797	Syao.g_00380	Prbk.g_00903
OG0002801	Syao.g_00500	Prbk.g_00628
OG0002844	Syao.g_01987	Prbk.g_01562
OG0002845	Syao.g_02377	Prbk.g_01486
OG0002906	Syao.g_00206	Prbk.g_02663
OG0003056	Syao.g_01544	Prbk.g_01339
OG0003057	Syao.g_01545	Prbk.g_01340
OG0003058	Syao.g_01546	Prbk.g_01341
OG0003089	Syao.g_01856	Prbk.g_00829
OG0003378	Syao.g_01313	Prbk.g_02013
OG0003379	Syao.g_00880	Prbk.g_01096
OG0003385	Syao.g_00373	Prbk.g_01773
