Orthogroup	Syap	Syar
OG0003418	Syap.g_00873	Syar.g_02737
OG0003507	Syap.g_00631	Syar.g_00577
OG0003546	Syap.g_01988	Syar.g_00430
OG0003547	Syap.g_02322	Syar.g_00429
OG0003574	Syap.g_02324, Syap.g_02323	Syar.g_01907
OG0003578	Syap.g_02378	Syar.g_01892
OG0003579	Syap.g_01854	Syar.g_01806
OG0003580	Syap.g_00816	Syar.g_00402
OG0003581	Syap.g_00817	Syar.g_00401
OG0003582	Syap.g_00818	Syar.g_00400
OG0003583	Syap.g_01965	Syar.g_01919
OG0003584	Syap.g_00887	Syar.g_02409
OG0003585	Syap.g_01935	Syar.g_02333
OG0003586	Syap.g_00298	Syar.g_02314
OG0003587	Syap.g_01312	Syar.g_02296
OG0003589	Syap.g_01431	Syar.g_00816
OG0003590	Syap.g_00918, Syap.g_00956	Syar.g_01356
OG0003591	Syap.g_01517	Syar.g_02179
OG0003593	Syap.g_02282	Syar.g_02792
OG0003596	Syap.g_02130, Syap.g_00857	Syar.g_01248
OG0003597	Syap.g_01096	Syar.g_00620
OG0003598	Syap.g_02353	Syar.g_00202
OG0003599	Syap.g_00579	Syar.g_01108
OG0003602	Syap.g_02622	Syar.g_01701
OG0003603	Syap.g_00223	Syar.g_01544
OG0003604	Syap.g_00246	Syar.g_01520
OG0003605	Syap.g_02762	Syar.g_03105
OG0003606	Syap.g_00917, Syap.g_00955	Syar.g_02226
OG0003608	Syap.g_02396	Syar.g_01337, Syar.g_02124
OG0003609	Syap.g_02579	Syar.g_00326
OG0003793	Syap.g_01702	Syar.g_02707
OG0003939	Syap.g_02508	Syar.g_01423
OG0003948	Syap.g_00390	Syar.g_01660
OG0003950	Syap.g_02377	Syar.g_01893
OG0003951	Syap.g_02376	Syar.g_01894
OG0003970	Syap.g_00799, Syap.g_00798	Syar.g_01865
OG0003971	Syap.g_00804	Syar.g_01004
OG0003972	Syap.g_00800	Syar.g_02023
OG0003973	Syap.g_02526	Syar.g_01357
OG0003974	Syap.g_00625	Syar.g_02936
OG0003975	Syap.g_00626	Syar.g_02937
OG0003977	Syap.g_01820	Syar.g_00647
OG0003978	Syap.g_00690, Syap.g_02558	Syar.g_00597
OG0003979	Syap.g_01591	Syar.g_00168
OG0003981	Syap.g_00357	Syar.g_02025
OG0003987	Syap.g_00948, Syap.g_00911	Syar.g_03108
OG0003989	Syap.g_00437	Syar.g_00120
OG0003990	Syap.g_01056	Syar.g_01827
OG0003991	Syap.g_01442	Syar.g_01900, Syar.g_01903
OG0003992	Syap.g_01603, Syap.g_01604	Syar.g_02150
OG0003993	Syap.g_02127	Syar.g_01253, Syar.g_01250
OG0003995	Syap.g_02325	Syar.g_00428
OG0003996	Syap.g_02405	Syar.g_01203
OG0003996	Syap.g_02404	Syar.g_01309
OG0004296	Syap.g_02104	Syar.g_00709
OG0004466	Syap.g_00354	Syar.g_00421
OG0004467	Syap.g_00379	Syar.g_02095
OG0004468	Syap.g_00661	Syar.g_00405
OG0004469	Syap.g_00663	Syar.g_00403
OG0004470	Syap.g_00666	Syar.g_03063
OG0004471	Syap.g_00669	Syar.g_00409
OG0004473	Syap.g_00719	Syar.g_02748, Syar.g_02745
OG0004474	Syap.g_00766	Syar.g_02192
OG0004475	Syap.g_00767	Syar.g_02193
OG0004486	Syap.g_01513	Syar.g_02991
OG0004487	Syap.g_01731	Syar.g_01654
OG0004489	Syap.g_02300	Syar.g_01661
OG0004490	Syap.g_02407	Syar.g_01301
OG0004491	Syap.g_02410	Syar.g_01297
OG0004492	Syap.g_02411	Syar.g_01296
OG0005253	Syap.g_00654	Syar.g_01905
OG0005255	Syap.g_00657	Syar.g_02267
OG0005257	Syap.g_00742	Syar.g_02080, Syar.g_01190
OG0005263	Syap.g_01226, Syap.g_01167	Syar.g_02846
OG0005264	Syap.g_01262	Syar.g_02766, Syar.g_02767
OG0005265	Syap.g_01547	Syar.g_01998
OG0005266	Syap.g_01609	Syar.g_02848
OG0005267	Syap.g_01610	Syar.g_02847
OG0005270	Syap.g_02102	Syar.g_00796
OG0005271	Syap.g_02103	Syar.g_00797
OG0005274	Syap.g_02385	Syar.g_01332
OG0005275	Syap.g_02386	Syar.g_01331
OG0005276	Syap.g_02387	Syar.g_01330
OG0005277	Syap.g_02391	Syar.g_01325
OG0005278	Syap.g_02402	Syar.g_01316
OG0005279	Syap.g_02406	Syar.g_01308
OG0005280	Syap.g_02422	Syar.g_01285
OG0005281	Syap.g_02424	Syar.g_01283
OG0005283	Syap.g_02577	Syar.g_00889
OG0006295	Syap.g_00145	Syar.g_01911
OG0006303	Syap.g_00400	Syar.g_02230
OG0006304	Syap.g_00401	Syar.g_02231
OG0006311	Syap.g_00741	Syar.g_01189
OG0006349	Syap.g_02129	Syar.g_01249
OG0006356	Syap.g_02389	Syar.g_01338
OG0006363	Syap.g_02653	Syar.g_02264
OG0006364	Syap.g_02734	Syar.g_02408
