Orthogroup	Syah	Prbj
OG0002050	Syah.g_00643	Prbj.g_01387
OG0002053	Syah.g_00474	Prbj.g_01989
OG0002092	Syah.g_02152, Syah.g_02320, Syah.g_02321	Prbj.g_02378, Prbj.g_01715
OG0002114	Syah.g_01310	Prbj.g_00440
OG0002115	Syah.g_02375	Prbj.g_00866
OG0002117	Syah.g_02142	Prbj.g_00833
OG0002118	Syah.g_01403	Prbj.g_01902
OG0002119	Syah.g_00569	Prbj.g_00015
OG0002120	Syah.g_01543	Prbj.g_00674
OG0002121	Syah.g_01460	Prbj.g_01122
OG0002124	Syah.g_02108	Prbj.g_02494
OG0002126	Syah.g_00160	Prbj.g_01476
OG0002127	Syah.g_00042	Prbj.g_00548
OG0002128	Syah.g_01440	Prbj.g_01993
OG0002162	Syah.g_01121	Prbj.g_01804
OG0002169	Syah.g_00884	Prbj.g_00061
OG0002170	Syah.g_00854	Prbj.g_00344
OG0002171	Syah.g_00156	Prbj.g_01472
OG0002172	Syah.g_00548	Prbj.g_00257
OG0002233	Syah.g_01739	Prbj.g_00903
OG0002234	Syah.g_01883	Prbj.g_02176
OG0002235	Syah.g_01796	Prbj.g_02390
OG0002236	Syah.g_00727	Prbj.g_02510
OG0002237	Syah.g_01942	Prbj.g_02567
OG0002238	Syah.g_01472	Prbj.g_00796
OG0002239	Syah.g_01444	Prbj.g_00664
OG0002242	Syah.g_00157	Prbj.g_01473
OG0002277	Syah.g_00296	Prbj.g_01240
OG0002279	Syah.g_02539	Prbj.g_00622
OG0002280	Syah.g_01050	Prbj.g_02116
OG0002285	Syah.g_01593	Prbj.g_02295
OG0002291	Syah.g_00614	Prbj.g_01140
OG0002331	Syah.g_01740	Prbj.g_00761
OG0002332	Syah.g_01471	Prbj.g_00795
OG0002333	Syah.g_01473	Prbj.g_00797
OG0002334	Syah.g_01300	Prbj.g_01048
OG0002336	Syah.g_01223	Prbj.g_00126
OG0002337	Syah.g_00631	Prbj.g_01398
OG0002338	Syah.g_00161	Prbj.g_01479
OG0002339	Syah.g_00176	Prbj.g_01491
OG0002340	Syah.g_00576	Prbj.g_00232
OG0002350	Syah.g_00846	Prbj.g_00350
OG0002386	Syah.g_01893	Prbj.g_02706
OG0002429	Syah.g_02516	Prbj.g_00595
OG0002435	Syah.g_02229	Prbj.g_00952
OG0002438	Syah.g_00487	Prbj.g_00917
OG0002448	Syah.g_00685	Prbj.g_01496, Prbj.g_01495
OG0002450	Syah.g_00385	Prbj.g_02061
OG0002461	Syah.g_01342	Prbj.g_01895
OG0002567	Syah.g_00929, Syah.g_00952	Prbj.g_02122
OG0002630	Syah.g_00883	Prbj.g_02708
OG0002633	Syah.g_01470	Prbj.g_01100
OG0002710	Syah.g_01336	Prbj.g_00898
OG0002715	Syah.g_01311	Prbj.g_00114
OG0002718	Syah.g_01606	Prbj.g_02064
OG0002846	Syah.g_02056	Prbj.g_01828
OG0003050	Syah.g_01239	Prbj.g_00328
OG0003055	Syah.g_00686, Syah.g_00278	Prbj.g_01267
OG0003092	Syah.g_01241	Prbj.g_00391
OG0003096	Syah.g_00273	Prbj.g_01269
OG0003098	Syah.g_02069	Prbj.g_01379
OG0003209	Syah.g_00958	Prbj.g_01378
OG0003210	Syah.g_00959	Prbj.g_01377
OG0003211	Syah.g_00960	Prbj.g_01376
OG0003212	Syah.g_00961	Prbj.g_01375
OG0003250	Syah.g_02514	Prbj.g_00389
OG0003251	Syah.g_01484	Prbj.g_00802
OG0003400	Syah.g_01198	Prbj.g_00196
