Orthogroup	Syah	Praf
OG0002387	Syah.g_02245, Syah.g_00196	Praf.g_01754
OG0002425	Syah.g_00213	Praf.g_00114
OG0002426	Syah.g_00212	Praf.g_00279
OG0002429	Syah.g_02516	Praf.g_00269
OG0002435	Syah.g_02229	Praf.g_00820, Praf.g_00821
OG0002438	Syah.g_00487	Praf.g_01234
OG0002448	Syah.g_00685	Praf.g_02373
OG0002450	Syah.g_00385	Praf.g_02771
OG0002490	Syah.g_00214	Praf.g_01858, Praf.g_00108
OG0002567	Syah.g_00929, Syah.g_00952	Praf.g_00655
OG0002578	Syah.g_01290	Praf.g_02167
OG0002630	Syah.g_00883	Praf.g_00229
OG0002630	Syah.g_00883	Praf.g_02020
OG0002633	Syah.g_01470	Praf.g_00339
OG0002695	Syah.g_00217	Praf.g_00116
OG0002708	Syah.g_00947	Praf.g_01150, Praf.g_01163
OG0002710	Syah.g_01336	Praf.g_01181
OG0002715	Syah.g_01311	Praf.g_01969
OG0002718	Syah.g_01606	Praf.g_02774
OG0002794	Syah.g_00326	Praf.g_00109
OG0003029	Syah.g_01176	Praf.g_02034
OG0003045	Syah.g_02052	Praf.g_01584
OG0003046	Syah.g_00680	Praf.g_01758
OG0003050	Syah.g_01239	Praf.g_02592, Praf.g_02042
OG0003055	Syah.g_00686, Syah.g_00278	Praf.g_02576
OG0003209	Syah.g_00958	Praf.g_02482
OG0003210	Syah.g_00959	Praf.g_02483
OG0003211	Syah.g_00960	Praf.g_02484
OG0003212	Syah.g_00961	Praf.g_02485
OG0003400	Syah.g_01198	Praf.g_02632
OG0004055	Syah.g_00324	Praf.g_00111
OG0004056	Syah.g_00216	Praf.g_01860
OG0004061	Syah.g_00277	Praf.g_00128
OG0005444	Syah.g_01175	Praf.g_02428
