Orthogroup	Syad	Prah
OG0002168	Syad.g_01273	Prah.g_00901
OG0002171	Syad.g_00448	Prah.g_02200
OG0002172	Syad.g_02977	Prah.g_02404
OG0002173	Syad.g_02966	Prah.g_02416
OG0002233	Syad.g_01832	Prah.g_00945
OG0002234	Syad.g_02094	Prah.g_00889
OG0002236	Syad.g_00629	Prah.g_00569
OG0002238	Syad.g_01554	Prah.g_00469
OG0002242	Syad.g_00447	Prah.g_02201
OG0002243	Syad.g_03017	Prah.g_02472
OG0002245	Syad.g_00792	Prah.g_00210
OG0002277	Syad.g_00241	Prah.g_00075
OG0002279	Syad.g_02803	Prah.g_01899
OG0002280	Syad.g_00959	Prah.g_01511
OG0002281	Syad.g_01051	Prah.g_01437
OG0002286	Syad.g_01499	Prah.g_01134
OG0002289	Syad.g_02369	Prah.g_00301
OG0002328	Syad.g_02783	Prah.g_01879
OG0002331	Syad.g_01834	Prah.g_01030
OG0002332	Syad.g_01553	Prah.g_00470
OG0002333	Syad.g_01555	Prah.g_00468
OG0002334	Syad.g_02268	Prah.g_00416
OG0002336	Syad.g_02350	Prah.g_00315
OG0002338	Syad.g_00441	Prah.g_02206
OG0002339	Syad.g_00429	Prah.g_02222
OG0002385	Syad.g_01500	Prah.g_01135
OG0002386	Syad.g_02111, Syad.g_02112	Prah.g_00441
OG0002388	Syad.g_02384, Syad.g_02375, Syad.g_00856	Prah.g_00297
OG0002390	Syad.g_02932	Prah.g_02343
OG0002393	Syad.g_01073, Syad.g_01075, Syad.g_01076	Prah.g_01797
OG0002394	Syad.g_03015	Prah.g_02470
OG0002429	Syad.g_02776	Prah.g_01872
OG0002435	Syad.g_02458	Prah.g_01341
OG0002443	Syad.g_01753	Prah.g_00488
OG0002446	Syad.g_02698	Prah.g_00344, Prah.g_00993, Prah.g_00318
OG0002448	Syad.g_02534	Prah.g_02225
OG0002450	Syad.g_00149	Prah.g_02592
OG0002571	Syad.g_01237, Syad.g_00990	Prah.g_00561
OG0002574	Syad.g_02374	Prah.g_00298
OG0002575	Syad.g_02376	Prah.g_00296
OG0002576	Syad.g_02377	Prah.g_00295
OG0002578	Syad.g_01673, Syad.g_02277	Prah.g_01596
OG0002579	Syad.g_02870	Prah.g_02275
OG0002635	Syad.g_01128	Prah.g_01330
OG0002707	Syad.g_01478, Syad.g_02830, Syad.g_01010	Prah.g_01103, Prah.g_01105, Prah.g_01104
OG0002715	Syad.g_02261	Prah.g_00248
OG0002716	Syad.g_00570	Prah.g_02085
OG0002718	Syad.g_02264	Prah.g_02595
OG0002796	Syad.g_01380	Prah.g_01787
OG0002912	Syad.g_02941	Prah.g_00556, Prah.g_00557
OG0003048	Syad.g_01930	Prah.g_00283
OG0003066	Syad.g_02359	Prah.g_02347
OG0003182	Syad.g_00242	Prah.g_00077
OG0003198	Syad.g_00807	Prah.g_01137
OG0003200	Syad.g_02073	Prah.g_00359
OG0003383	Syad.g_01395	Prah.g_01132
OG0003393	Syad.g_01501	Prah.g_01136
OG0003404	Syad.g_00266	Prah.g_00109
OG0003780	Syad.g_00261	Prah.g_00102
OG0003781	Syad.g_00264	Prah.g_00107
OG0003782	Syad.g_02815	Prah.g_00196, Prah.g_01913
OG0005490	Syad.g_00263	Prah.g_00106
