Orthogroup	Syad	Syan
OG0002136	Syad.g_02653	Syan.g_01436
OG0002138	Syad.g_01364	Syan.g_02671
OG0002139	Syad.g_01435	Syan.g_02551
OG0002142	Syad.g_02259	Syan.g_01292
OG0002143	Syad.g_00790	Syan.g_00538
OG0002144	Syad.g_00639	Syan.g_01138
OG0002154	Syad.g_02869	Syan.g_00846
OG0002159	Syad.g_00337	Syan.g_02957
OG0002160	Syad.g_01375	Syan.g_01474
OG0002163	Syad.g_00021	Syan.g_01588
OG0002166	Syad.g_01369	Syan.g_02512, Syan.g_02676
OG0002167	Syad.g_01426	Syan.g_02931
OG0002168	Syad.g_01273	Syan.g_03109
OG0002172	Syad.g_02977	Syan.g_01517
OG0002173	Syad.g_02966	Syan.g_03104
OG0002178	Syad.g_00113	Syan.g_01662
OG0002179	Syad.g_00417	Syan.g_01939
OG0002180	Syad.g_00515	Syan.g_02016
OG0002181	Syad.g_00543	Syan.g_02045
OG0002182	Syad.g_00564	Syan.g_01370
OG0002183	Syad.g_02768	Syan.g_02944
OG0002184	Syad.g_02765	Syan.g_02940
OG0002185	Syad.g_02757	Syan.g_02924
OG0002186	Syad.g_02652	Syan.g_01435
OG0002187	Syad.g_02651	Syan.g_01434
OG0002188	Syad.g_02618	Syan.g_01394
OG0002189	Syad.g_02617	Syan.g_01393
OG0002190	Syad.g_02562	Syan.g_01352
OG0002191	Syad.g_02455	Syan.g_02391
OG0002192	Syad.g_01180	Syan.g_02664
OG0002194	Syad.g_01438	Syan.g_02577
OG0002196	Syad.g_01903	Syan.g_00705
OG0002197	Syad.g_01712	Syan.g_00605
OG0002198	Syad.g_02132	Syan.g_00793
OG0002199	Syad.g_02137	Syan.g_00798
OG0002200	Syad.g_02276	Syan.g_01275
OG0002201	Syad.g_01094	Syan.g_01017
OG0002202	Syad.g_01093	Syan.g_01016
OG0002203	Syad.g_01092	Syan.g_01015
OG0002204	Syad.g_01069	Syan.g_00959
OG0002205	Syad.g_01050	Syan.g_00883
OG0002206	Syad.g_01036	Syan.g_00269, Syan.g_00873
OG0002207	Syad.g_01026	Syan.g_00863
OG0002208	Syad.g_00895	Syan.g_02769
OG0002209	Syad.g_00769	Syan.g_02136
OG0002210	Syad.g_00721	Syan.g_02161
OG0002211	Syad.g_00686	Syan.g_02207
OG0002212	Syad.g_03019	Syan.g_01550
OG0002213	Syad.g_03025	Syan.g_01554
OG0002214	Syad.g_00140	Syan.g_01689
OG0002227	Syad.g_00010, Syad.g_00011	Syan.g_00243
OG0002241	Syad.g_02367	Syan.g_02871
OG0002243	Syad.g_03017	Syan.g_01545, Syan.g_03098
OG0002245	Syad.g_00792	Syan.g_00536
OG0002247	Syad.g_01043	Syan.g_00877
OG0002248	Syad.g_01337	Syan.g_00727
OG0002250	Syad.g_02769	Syan.g_02945
OG0002251	Syad.g_02556	Syan.g_01348
OG0002253	Syad.g_02393	Syan.g_01201
OG0002254	Syad.g_01670	Syan.g_00346
OG0002255	Syad.g_01726	Syan.g_00587
OG0002257	Syad.g_02107	Syan.g_00407
OG0002258	Syad.g_01068	Syan.g_00958
OG0002259	Syad.g_00981	Syan.g_01162
OG0002260	Syad.g_01434	Syan.g_02550
OG0002277	Syad.g_00241	Syan.g_01707
OG0002280	Syad.g_00959	Syan.g_01185
OG0002281	Syad.g_01051	Syan.g_00885
OG0002286	Syad.g_01499	Syan.g_02249
OG0002288	Syad.g_02281	Syan.g_00211
OG0002289	Syad.g_02369	Syan.g_02873
OG0002290	Syad.g_01505	Syan.g_00113
OG0002296	Syad.g_02304	Syan.g_02814
OG0002297	Syad.g_01385	Syan.g_01266
OG0002298	Syad.g_01730	Syan.g_00582
OG0002299	Syad.g_01777	Syan.g_00545
OG0002300	Syad.g_01983	Syan.g_00134
OG0002300	Syad.g_01260	Syan.g_00430
OG0002301	Syad.g_02589	Syan.g_00426
OG0002302	Syad.g_00880	Syan.g_02785
OG0002303	Syad.g_00791	Syan.g_00537
OG0002305	Syad.g_02806	Syan.g_02979
OG0002306	Syad.g_00105	Syan.g_00129
OG0002308	Syad.g_01898	Syan.g_01405, Syan.g_00699
OG0002309	Syad.g_01232	Syan.g_00377
OG0002328	Syad.g_02783	Syan.g_02961
OG0002335	Syad.g_02282	Syan.g_00263
OG0002339	Syad.g_00429	Syan.g_02261
OG0002347	Syad.g_02656	Syan.g_01444
OG0002351	Syad.g_00483	Syan.g_01990
OG0002352	Syad.g_01162	Syan.g_00287, Syan.g_02415
OG0002353	Syad.g_01876	Syan.g_00677
OG0002354	Syad.g_01756	Syan.g_00566
OG0002355	Syad.g_02068	Syan.g_00649
OG0002356	Syad.g_02383	Syan.g_02877
OG0002357	Syad.g_00073	Syan.g_01388
OG0002358	Syad.g_02452	Syan.g_02394
OG0002359	Syad.g_02312	Syan.g_02822
OG0002385	Syad.g_01500	Syan.g_02248
OG0002386	Syad.g_02111, Syad.g_02112	Syan.g_00790
OG0002391	Syad.g_02835	Syan.g_02293
OG0002393	Syad.g_01073, Syad.g_01075, Syad.g_01076	Syan.g_02933
OG0002402	Syad.g_01275	Syan.g_00308
OG0002404	Syad.g_00037	Syan.g_02089
OG0002405	Syad.g_01654	Syan.g_00478
OG0002407	Syad.g_00082	Syan.g_00784
OG0002408	Syad.g_02098	Syan.g_00457
OG0002409	Syad.g_00066	Syan.g_01620
OG0002410	Syad.g_02057	Syan.g_01681
OG0002416	Syad.g_02044	Syan.g_00137
OG0002443	Syad.g_01753	Syan.g_00620
OG0002458	Syad.g_01540	Syan.g_00083
OG0002459	Syad.g_01538	Syan.g_00081
OG0002460	Syad.g_01537	Syan.g_00080
OG0002469	Syad.g_01459	Syan.g_02597
OG0002470	Syad.g_01543	Syan.g_00154
OG0002471	Syad.g_02048	Syan.g_00522
OG0002475	Syad.g_02311	Syan.g_02821
OG0002476	Syad.g_01397, Syad.g_00994, Syad.g_00995	Syan.g_00318
OG0002519	Syad.g_00413	Syan.g_01934
OG0002522	Syad.g_02536	Syan.g_02411
OG0002529	Syad.g_02047	Syan.g_00458
OG0002530	Syad.g_01853	Syan.g_00894
OG0002531	Syad.g_02052	Syan.g_00220
OG0002539	Syad.g_00006	Syan.g_01579
OG0002540	Syad.g_01541	Syan.g_00084
OG0002542	Syad.g_02459	Syan.g_00109
OG0002545	Syad.g_02694	Syan.g_01548
OG0002545	Syad.g_01980	Syan.g_01544
OG0002547	Syad.g_02387	Syan.g_00403
OG0002571	Syad.g_01237, Syad.g_00990	Syan.g_01152
OG0002591	Syad.g_02066	Syan.g_00132
OG0002592	Syad.g_03016	Syan.g_01541
OG0002597	Syad.g_01978	Syan.g_01447
OG0002603	Syad.g_02088	Syan.g_00182
OG0002604	Syad.g_02106	Syan.g_00178
OG0002607	Syad.g_02352	Syan.g_02845
OG0002610	Syad.g_00759	Syan.g_02146
OG0002611	Syad.g_00415	Syan.g_01936
OG0002635	Syad.g_01128	Syan.g_00014
OG0002640	Syad.g_01549	Syan.g_00405
OG0002675	Syad.g_00636	Syan.g_00548
OG0002677	Syad.g_00548	Syan.g_02050
OG0002683	Syad.g_02378	Syan.g_02864, Syan.g_02862
OG0002737	Syad.g_02485	Syan.g_01454
OG0002744	Syad.g_02032	Syan.g_00117
OG0002750	Syad.g_00986	Syan.g_00266
OG0002751	Syad.g_00985	Syan.g_00267
OG0002752	Syad.g_00116	Syan.g_01608
OG0002873	Syad.g_00410, Syad.g_02347	Syan.g_01051
OG0002874	Syad.g_01621	Syan.g_00982
OG0002875	Syad.g_01622	Syan.g_00983
OG0002876	Syad.g_01624	Syan.g_00985
OG0002877	Syad.g_01626	Syan.g_00987
OG0002878	Syad.g_01627	Syan.g_00988
OG0002905	Syad.g_00299	Syan.g_01855
OG0002991	Syad.g_01623	Syan.g_00984
OG0002992	Syad.g_01625	Syan.g_00986
OG0003029	Syad.g_00972	Syan.g_01233
OG0003066	Syad.g_02359	Syan.g_02796, Syan.g_02004
OG0003097	Syad.g_00254	Syan.g_01802
OG0003124	Syad.g_01869, Syad.g_02604	Syan.g_00156
OG0003131	Syad.g_02181	Syan.g_00025
OG0003141	Syad.g_00100	Syan.g_02858
OG0003142	Syad.g_01401	Syan.g_02952
OG0003258	Syad.g_00892	Syan.g_01117
OG0003281	Syad.g_01235	Syan.g_02413
OG0003282	Syad.g_01236	Syan.g_02414
OG0003306	Syad.g_02379	Syan.g_02866
OG0003307	Syad.g_02380	Syan.g_02868, Syan.g_02867
OG0003308	Syad.g_02426	Syan.g_02634
OG0003393	Syad.g_01501	Syan.g_02247
OG0003498	Syad.g_01483, Syad.g_01482	Syan.g_02574
OG0003562	Syad.g_02429	Syan.g_00122, Syan.g_00123
OG0003563	Syad.g_02433	Syan.g_00119, Syan.g_00130
OG0003565	Syad.g_02530	Syan.g_00994
OG0003888	Syad.g_01394	Syan.g_00409
OG0003900	Syad.g_00582	Syan.g_00090
OG0003901	Syad.g_01102, Syad.g_01096, Syad.g_01095	Syan.g_01182
OG0003910	Syad.g_02425	Syan.g_00118
OG0003911	Syad.g_02427	Syan.g_00120
OG0003912	Syad.g_02430	Syan.g_00124
OG0003913	Syad.g_02431	Syan.g_00125
OG0004274	Syad.g_00314	Syan.g_01909
OG0004373	Syad.g_02428	Syan.g_00121
OG0004374	Syad.g_02432	Syan.g_00127
OG0004378	Syad.g_02752	Syan.g_02797
OG0005953	Syad.g_01969	Syan.g_01784
