Orthogroup	Syad	Prbk
OG0002004	Syad.g_02760	Prbk.g_01826
OG0002005	Syad.g_01105, Syad.g_01106	Prbk.g_01830
OG0002006	Syad.g_01259	Prbk.g_00072
OG0002007	Syad.g_01258	Prbk.g_00073
OG0002008	Syad.g_01700	Prbk.g_00569
OG0002009	Syad.g_01933	Prbk.g_02431
OG0002010	Syad.g_02309	Prbk.g_01224
OG0002011	Syad.g_01964	Prbk.g_00359
OG0002012	Syad.g_01387	Prbk.g_00830, Prbk.g_00306
OG0002014	Syad.g_00442, Syad.g_02622	Prbk.g_00486
OG0002015	Syad.g_00443	Prbk.g_00490
OG0002016	Syad.g_02973	Prbk.g_00667
OG0002017	Syad.g_00070	Prbk.g_02215
OG0002037	Syad.g_00902	Prbk.g_02059
OG0002038	Syad.g_01161	Prbk.g_00147
OG0002039	Syad.g_01176	Prbk.g_00160
OG0002040	Syad.g_01177	Prbk.g_00107
OG0002041	Syad.g_01718	Prbk.g_02302
OG0002042	Syad.g_01743	Prbk.g_02318
OG0002043	Syad.g_01657	Prbk.g_02363
OG0002044	Syad.g_01245	Prbk.g_02528
OG0002045	Syad.g_02362	Prbk.g_02106
OG0002046	Syad.g_02366	Prbk.g_02103
OG0002048	Syad.g_00714	Prbk.g_00843
OG0002050	Syad.g_00540	Prbk.g_00399
OG0002051	Syad.g_02914	Prbk.g_00786
OG0002053	Syad.g_00027	Prbk.g_02194
OG0002092	Syad.g_02549	Prbk.g_02434, Prbk.g_01975
OG0002113	Syad.g_00200	Prbk.g_01615
OG0002114	Syad.g_02262	Prbk.g_01396
OG0002115	Syad.g_02615	Prbk.g_00916
OG0002117	Syad.g_01166	Prbk.g_00154
OG0002118	Syad.g_01461	Prbk.g_01509
OG0002119	Syad.g_02968	Prbk.g_00126
OG0002120	Syad.g_01994	Prbk.g_01678
OG0002121	Syad.g_02074	Prbk.g_01959
OG0002124	Syad.g_01203	Prbk.g_02550
OG0002126	Syad.g_00445	Prbk.g_00488
OG0002127	Syad.g_02866	Prbk.g_00746
OG0002128	Syad.g_01530	Prbk.g_02198
OG0002130	Syad.g_02403	Prbk.g_01185
OG0002154	Syad.g_02869	Prbk.g_00540
OG0002159	Syad.g_00337	Prbk.g_01492
OG0002160	Syad.g_01375	Prbk.g_01356
OG0002162	Syad.g_01045	Prbk.g_01107
OG0002166	Syad.g_01369	Prbk.g_01818
OG0002167	Syad.g_01426	Prbk.g_01833
OG0002168	Syad.g_01273	Prbk.g_00070
OG0002171	Syad.g_00448	Prbk.g_00484
OG0002172	Syad.g_02977	Prbk.g_00663
OG0002173	Syad.g_02966	Prbk.g_00681
OG0002233	Syad.g_01832	Prbk.g_01845
OG0002234	Syad.g_02094	Prbk.g_00621
OG0002236	Syad.g_00629	Prbk.g_02566
OG0002238	Syad.g_01554	Prbk.g_00736
OG0002241	Syad.g_02367	Prbk.g_02102
OG0002242	Syad.g_00447	Prbk.g_00485
OG0002243	Syad.g_03017	Prbk.g_02142
OG0002277	Syad.g_00241	Prbk.g_01581
OG0002279	Syad.g_02803	Prbk.g_00009
OG0002280	Syad.g_00959	Prbk.g_01069
OG0002281	Syad.g_01051	Prbk.g_01112
OG0002288	Syad.g_02281	Prbk.g_00268
OG0002289	Syad.g_02369	Prbk.g_02100
OG0002290	Syad.g_01505	Prbk.g_01372
OG0002328	Syad.g_02783	Prbk.g_00029
OG0002331	Syad.g_01834	Prbk.g_01768
OG0002332	Syad.g_01553	Prbk.g_00737
OG0002333	Syad.g_01555	Prbk.g_00735
OG0002334	Syad.g_02268	Prbk.g_00251
OG0002335	Syad.g_02282	Prbk.g_00269
OG0002336	Syad.g_02350	Prbk.g_02115
OG0002338	Syad.g_00441	Prbk.g_00491
OG0002339	Syad.g_00429	Prbk.g_00503
OG0002350	Syad.g_00753	Prbk.g_00862
OG0002386	Syad.g_02111, Syad.g_02112	Prbk.g_00705
OG0002388	Syad.g_02384, Syad.g_02375, Syad.g_00856	Prbk.g_02095
OG0002390	Syad.g_02932	Prbk.g_01268
OG0002391	Syad.g_02835	Prbk.g_01348
OG0002394	Syad.g_03015	Prbk.g_02134
OG0002397	Syad.g_02009	Prbk.g_01342
OG0002429	Syad.g_02776	Prbk.g_00036
OG0002432	Syad.g_03007	Prbk.g_02137
OG0002435	Syad.g_02458	Prbk.g_01038
OG0002446	Syad.g_02698	Prbk.g_02117
OG0002448	Syad.g_02534	Prbk.g_00508, Prbk.g_00507
OG0002450	Syad.g_00149	Prbk.g_02266
OG0002461	Syad.g_01414	Prbk.g_00302
OG0002492	Syad.g_03013	Prbk.g_02135
OG0002571	Syad.g_01237, Syad.g_00990	Prbk.g_02577
OG0002574	Syad.g_02374	Prbk.g_02096
OG0002575	Syad.g_02376	Prbk.g_02094
OG0002576	Syad.g_02377	Prbk.g_02093
OG0002579	Syad.g_02870	Prbk.g_00744
OG0002632	Syad.g_03014	Prbk.g_02136
OG0002635	Syad.g_01128	Prbk.g_01027
OG0002639	Syad.g_02926	Prbk.g_01798
OG0002710	Syad.g_01946	Prbk.g_01850
OG0002715	Syad.g_02261	Prbk.g_00314
OG0002716	Syad.g_00570	Prbk.g_01005
OG0002717	Syad.g_02963	Prbk.g_00684
OG0002718	Syad.g_02264	Prbk.g_02269
OG0002796	Syad.g_01380	Prbk.g_01363
OG0002842	Syad.g_03009	Prbk.g_02140
OG0002845	Syad.g_01934	Prbk.g_01486
OG0002846	Syad.g_02532, Syad.g_02533	Prbk.g_00046
OG0002905	Syad.g_00299	Prbk.g_01549
OG0002911	Syad.g_00235	Prbk.g_01102, Prbk.g_01575
OG0002912	Syad.g_02941	Prbk.g_02581
OG0002941	Syad.g_02713, Syad.g_01937	Prbk.g_01795
OG0003048	Syad.g_01930	Prbk.g_00697
OG0003097	Syad.g_00254	Prbk.g_01548
OG0003099	Syad.g_00329, Syad.g_00330, Syad.g_00248	Prbk.g_00225
OG0003182	Syad.g_00242	Prbk.g_01579
OG0003193	Syad.g_00035	Prbk.g_00078
OG0003200	Syad.g_02073	Prbk.g_01210
OG0003209	Syad.g_02720	Prbk.g_00390
OG0003210	Syad.g_02719	Prbk.g_00389
OG0003211	Syad.g_02718	Prbk.g_00388
OG0003212	Syad.g_02717	Prbk.g_00387
OG0003383	Syad.g_01395	Prbk.g_01729
OG0003508	Syad.g_01924	Prbk.g_02220
OG0003830	Syad.g_03008	Prbk.g_02138
OG0004292	Syad.g_01925	Prbk.g_02219
