Orthogroup	Syam	Prbk
OG0002434	Syam.g_00687	Prbk.g_01883
OG0002435	Syam.g_01860	Prbk.g_01038
OG0002446	Syam.g_00447	Prbk.g_02117
OG0002449	Syam.g_02409	Prbk.g_02242
OG0002451	Syam.g_01077	Prbk.g_01958
OG0002461	Syam.g_01001	Prbk.g_00302
OG0002563	Syam.g_01812	Prbk.g_00284
OG0002579	Syam.g_02182	Prbk.g_00744
OG0002582	Syam.g_02035	Prbk.g_01546
OG0002667	Syam.g_01416	Prbk.g_01733
OG0002846	Syam.g_00759	Prbk.g_00046
OG0003089	Syam.g_00437	Prbk.g_00829
OG0003092	Syam.g_00444	Prbk.g_00820
OG0003254	Syam.g_00525	Prbk.g_01710
