Orthogroup	Syam	Syan
OG0002247	Syam.g_01748	Syan.g_00877
OG0002248	Syam.g_00798	Syan.g_00727
OG0002250	Syam.g_02091	Syan.g_02945
OG0002251	Syam.g_01936	Syan.g_01348
OG0002253	Syam.g_01818	Syan.g_01201
OG0002254	Syam.g_01203	Syan.g_00346
OG0002255	Syam.g_01147	Syan.g_00587
OG0002257	Syam.g_01429	Syan.g_00407
OG0002258	Syam.g_01725	Syan.g_00958
OG0002259	Syam.g_00655	Syan.g_01162
OG0002260	Syam.g_00851	Syan.g_02550
OG0002280	Syam.g_00639	Syan.g_01185
OG0002281	Syam.g_01740	Syan.g_00885
OG0002285	Syam.g_01095	Syan.g_00499
OG0002291	Syam.g_02236	Syan.g_03057
OG0002292	Syam.g_02247	Syan.g_03073
OG0002296	Syam.g_01638	Syan.g_02814
OG0002297	Syam.g_00823	Syan.g_01266
OG0002298	Syam.g_01143	Syan.g_00582
OG0002299	Syam.g_01104	Syan.g_00545
OG0002300	Syam.g_01043	Syan.g_00134
OG0002301	Syam.g_01481	Syan.g_00426
OG0002302	Syam.g_00563	Syan.g_02785
OG0002303	Syam.g_00495	Syan.g_00537
OG0002306	Syam.g_02397	Syan.g_00129
OG0002309	Syam.g_00736	Syan.g_00377
OG0002328	Syam.g_02104	Syan.g_02961
OG0002343	Syam.g_00278	Syan.g_02093
OG0002347	Syam.g_02020	Syan.g_01444
OG0002351	Syam.g_00194	Syan.g_01990
OG0002352	Syam.g_01786	Syan.g_00287, Syan.g_02415
OG0002353	Syam.g_01278	Syan.g_00677
OG0002354	Syam.g_01125	Syan.g_00566
OG0002356	Syam.g_01679	Syan.g_02877
OG0002357	Syam.g_02356	Syan.g_01388
OG0002358	Syam.g_01870, Syam.g_01869	Syan.g_02394
OG0002359	Syam.g_01646	Syan.g_02822
OG0002396	Syam.g_00335	Syan.g_02234
OG0002404	Syam.g_01235	Syan.g_02089
OG0002405	Syam.g_01081	Syan.g_00478
OG0002406	Syam.g_01402	Syan.g_00349
OG0002407	Syam.g_00979	Syan.g_00784
OG0002408	Syam.g_01424	Syan.g_00457
OG0002409	Syam.g_02350	Syan.g_01620
OG0002410	Syam.g_01410	Syan.g_01681
OG0002411	Syam.g_00747	Syan.g_00655
OG0002416	Syam.g_01407	Syan.g_00137
OG0002449	Syam.g_02409	Syan.g_01657
OG0002452	Syam.g_02407	Syan.g_01655
OG0002458	Syam.g_02384	Syan.g_00083
OG0002459	Syam.g_02382	Syan.g_00081
OG0002460	Syam.g_02381	Syan.g_00080
OG0002468	Syam.g_00854	Syan.g_02559
OG0002469	Syam.g_00875	Syan.g_02597
OG0002470	Syam.g_00925	Syan.g_00154
OG0002471	Syam.g_01016	Syan.g_00522
OG0002474	Syam.g_00315	Syan.g_00368
OG0002475	Syam.g_01645	Syan.g_02821
OG0002520	Syam.g_02002	Syan.g_01420
OG0002522	Syam.g_01920	Syan.g_02411
OG0002539	Syam.g_02325	Syan.g_01579
OG0002540	Syam.g_02385	Syan.g_00084
OG0002541	Syam.g_00400	Syan.g_02162
OG0002542	Syam.g_01859	Syan.g_00109
OG0002545	Syam.g_01045	Syan.g_01544
OG0002547	Syam.g_01682	Syan.g_00403
OG0002591	Syam.g_01539	Syan.g_00132
OG0002597	Syam.g_01048	Syan.g_01447
OG0002602	Syam.g_01006	Syan.g_00417
OG0002603	Syam.g_01417	Syan.g_00182
OG0002610	Syam.g_00455	Syan.g_02146
OG0002667	Syam.g_01416	Syan.g_02838
OG0002675	Syam.g_00314	Syan.g_00548
OG0002685	Syam.g_00999	Syan.g_00447
OG0002737	Syam.g_01887	Syan.g_01454
OG0002744	Syam.g_01025	Syan.g_00117
OG0002745	Syam.g_00524	Syan.g_01919
OG0002752	Syam.g_02400	Syan.g_01608
OG0002756	Syam.g_00972	Syan.g_00427
OG0002840	Syam.g_00537	Syan.g_01320
OG0003063	Syam.g_00084	Syan.g_01834
OG0003089	Syam.g_00437	Syan.g_02170
OG0003216	Syam.g_00095	Syan.g_01872
OG0003402	Syam.g_00439	Syan.g_02172
OG0004115	Syam.g_00085	Syan.g_01835
