Orthogroup	Syag	Praf
OG0002168	Syag.g_00954	Praf.g_01289
OG0002169	Syag.g_00002	Praf.g_02018
OG0002170	Syag.g_02839	Praf.g_02057
OG0002171	Syag.g_02464	Praf.g_02350
OG0002173	Syag.g_02055	Praf.g_02573
OG0002174	Syag.g_02180	Praf.g_02722
OG0002231	Syag.g_01180	Praf.g_01235
OG0002233	Syag.g_00437	Praf.g_01254
OG0002234	Syag.g_00402	Praf.g_01300
OG0002235	Syag.g_00647	Praf.g_01505
OG0002236	Syag.g_00571	Praf.g_01624
OG0002237	Syag.g_00403	Praf.g_01686
OG0002239	Syag.g_01661	Praf.g_01854
OG0002241	Syag.g_01341	Praf.g_01928
OG0002242	Syag.g_02463	Praf.g_02351
OG0002243	Syag.g_02107	Praf.g_02606
OG0002279	Syag.g_01887	Praf.g_00242
OG0002281	Syag.g_00306	Praf.g_00720
OG0002286	Syag.g_01702	Praf.g_01449, Praf.g_01448
OG0002287	Syag.g_02457	Praf.g_02356
OG0002287	Syag.g_02470, Syag.g_02458	Praf.g_01770
OG0002289	Syag.g_01339	Praf.g_01930
OG0002290	Syag.g_02643	Praf.g_01974
OG0002292	Syag.g_02018	Praf.g_02510
OG0002328	Syag.g_01867	Praf.g_00262
OG0002330	Syag.g_00992	Praf.g_01117
OG0002331	Syag.g_00211	Praf.g_01128
OG0002336	Syag.g_01359	Praf.g_01904
OG0002337	Syag.g_02605	Praf.g_02272
OG0002338	Syag.g_02456	Praf.g_02357
OG0002339	Syag.g_02447	Praf.g_02370
OG0002382	Syag.g_01519	Praf.g_00604
OG0002385	Syag.g_01703	Praf.g_01450
OG0002386	Syag.g_00473	Praf.g_01752
OG0002388	Syag.g_01333	Praf.g_01935
OG0002391	Syag.g_01916	Praf.g_02631
OG0002425	Syag.g_02484	Praf.g_00114
OG0002426	Syag.g_02507	Praf.g_00279
OG0002430	Syag.g_01467	Praf.g_00653
OG0002431	Syag.g_01468	Praf.g_00652
OG0002432	Syag.g_02103	Praf.g_00336
OG0002433	Syag.g_00123	Praf.g_00562
OG0002434	Syag.g_00281	Praf.g_00699
OG0002438	Syag.g_02147	Praf.g_01234
OG0002440	Syag.g_00872	Praf.g_01335
OG0002444	Syag.g_01309	Praf.g_01797
OG0002447	Syag.g_01340	Praf.g_01929
OG0002449	Syag.g_02233	Praf.g_02748
OG0002450	Syag.g_02259	Praf.g_02771
OG0002492	Syag.g_02101	Praf.g_00334
OG0002494	Syag.g_00319	Praf.g_00546
OG0002495	Syag.g_00749	Praf.g_01079
OG0002496	Syag.g_00540	Praf.g_01564
OG0002566	Syag.g_01727	Praf.g_00451
OG0002567	Syag.g_01586	Praf.g_00655
OG0002568	Syag.g_00332	Praf.g_00748, Praf.g_00747
OG0002569	Syag.g_00541	Praf.g_01565
OG0002570	Syag.g_00544	Praf.g_01567
OG0002573	Syag.g_01308	Praf.g_01798
OG0002574	Syag.g_01334	Praf.g_01934
OG0002575	Syag.g_01332	Praf.g_01936
OG0002576	Syag.g_01331	Praf.g_01937
OG0002577	Syag.g_00047	Praf.g_01968
OG0002580	Syag.g_02184	Praf.g_02725
OG0002632	Syag.g_02102	Praf.g_00335
OG0002633	Syag.g_00184, Syag.g_00169	Praf.g_00339
OG0002634	Syag.g_01782	Praf.g_00388
OG0002635	Syag.g_01151	Praf.g_00831
OG0002636	Syag.g_00708	Praf.g_00951
OG0002637	Syag.g_01797	Praf.g_00997
OG0002638	Syag.g_00999	Praf.g_01200
OG0002639	Syag.g_01297	Praf.g_01201
OG0002640	Syag.g_00308	Praf.g_01485
OG0002641	Syag.g_00539	Praf.g_01563
OG0002642	Syag.g_00543	Praf.g_01566
OG0002644	Syag.g_00419	Praf.g_01701
OG0002645	Syag.g_00420	Praf.g_01702
OG0002647	Syag.g_02109	Praf.g_02609
OG0002648	Syag.g_02116	Praf.g_02615
OG0002649	Syag.g_02117	Praf.g_02616
OG0002650	Syag.g_02118	Praf.g_02617
OG0002695	Syag.g_02482	Praf.g_00116
OG0002705	Syag.g_00401	Praf.g_01040
OG0002710	Syag.g_00631	Praf.g_01181
OG0002711	Syag.g_02776	Praf.g_01656
OG0002712	Syag.g_00421	Praf.g_01703
OG0002713	Syag.g_00422	Praf.g_01707
OG0002715	Syag.g_01436	Praf.g_01969
OG0002716	Syag.g_02664	Praf.g_02213
OG0002718	Syag.g_01435	Praf.g_02774
OG0002794	Syag.g_02490	Praf.g_00109
OG0002798	Syag.g_01132	Praf.g_00863
OG0002803	Syag.g_01286	Praf.g_01657
OG0002907	Syag.g_02188	Praf.g_01009
OG0002909	Syag.g_00246	Praf.g_01054
OG0002910	Syag.g_00029	Praf.g_01136
OG0002912	Syag.g_02027	Praf.g_01639
OG0003043	Syag.g_01315	Praf.g_01087
OG0003044	Syag.g_02640, Syag.g_00500	Praf.g_01091
OG0003048	Syag.g_01701	Praf.g_01949
OG0003051	Syag.g_01312	Praf.g_02257
OG0003186	Syag.g_00538	Praf.g_00657
OG0003193	Syag.g_00181	Praf.g_01183
OG0003197	Syag.g_00618	Praf.g_01447
OG0003198	Syag.g_01705	Praf.g_01452
OG0003200	Syag.g_01008	Praf.g_01850
OG0003202	Syag.g_00536	Praf.g_01954
OG0003204	Syag.g_00001, Syag.g_01895	Praf.g_02019
OG0003209	Syag.g_01813	Praf.g_02482
OG0003210	Syag.g_01812	Praf.g_02483
OG0003211	Syag.g_01811	Praf.g_02484
OG0003212	Syag.g_01810	Praf.g_02485
OG0003213	Syag.g_02003	Praf.g_02498
OG0003390	Syag.g_01205	Praf.g_01195
OG0003393	Syag.g_01704	Praf.g_01451
OG0003397	Syag.g_00392	Praf.g_01939
OG0003402	Syag.g_02321	Praf.g_02649
OG0003716	Syag.g_02086	Praf.g_01155
OG0003765	Syag.g_02429	Praf.g_02390
OG0004075	Syag.g_00766	Praf.g_00838
OG0004576	Syag.g_01370	Praf.g_01847
OG0005423	Syag.g_01234	Praf.g_01152
