Orthogroup	Syak	Prbl
OG0002045	Syak.g_01129	Prbl.g_01347
OG0002046	Syak.g_01134	Prbl.g_01350
OG0002047	Syak.g_01217	Prbl.g_02672
OG0002048	Syak.g_01285	Prbl.g_01173
OG0002050	Syak.g_01440	Prbl.g_01471
OG0002051	Syak.g_02090	Prbl.g_00268
OG0002111	Syak.g_00568	Prbl.g_02632
OG0002113	Syak.g_01754	Prbl.g_01979
OG0002114	Syak.g_01014	Prbl.g_00329
OG0002115	Syak.g_02424	Prbl.g_00402
OG0002117	Syak.g_00877	Prbl.g_02101
OG0002118	Syak.g_00819	Prbl.g_01371
OG0002119	Syak.g_02520	Prbl.g_01107
OG0002120	Syak.g_00576	Prbl.g_01708
OG0002121	Syak.g_00146	Prbl.g_01532
OG0002122	Syak.g_00699	Prbl.g_01860
OG0002124	Syak.g_00587	Prbl.g_01558
OG0002126	Syak.g_01540	Prbl.g_00881
OG0002127	Syak.g_02137	Prbl.g_00308
OG0002128	Syak.g_01123	Prbl.g_02201
OG0002130	Syak.g_00934	Prbl.g_01720
OG0002159	Syak.g_01677	Prbl.g_01233
OG0002160	Syak.g_00690	Prbl.g_01910
OG0002161	Syak.g_01006	Prbl.g_00327
OG0002162	Syak.g_02695	Prbl.g_01798
OG0002166	Syak.g_00693	Prbl.g_01856
OG0002167	Syak.g_00060	Prbl.g_01841
OG0002168	Syak.g_00760	Prbl.g_00941
OG0002169	Syak.g_01218	Prbl.g_02671
OG0002170	Syak.g_01249	Prbl.g_01198
OG0002171	Syak.g_01534	Prbl.g_00885
OG0002172	Syak.g_01999	Prbl.g_01251
OG0002173	Syak.g_02014	Prbl.g_00125
OG0002174	Syak.g_01890	Prbl.g_02183
OG0002229	Syak.g_01705	Prbl.g_02034
OG0002231	Syak.g_00924	Prbl.g_01842
OG0002233	Syak.g_00063	Prbl.g_01828
OG0002234	Syak.g_02489	Prbl.g_02569
OG0002237	Syak.g_00028	Prbl.g_01633
OG0002238	Syak.g_00285	Prbl.g_01039
OG0002239	Syak.g_02442	Prbl.g_00717
OG0002241	Syak.g_01135	Prbl.g_01351
OG0002242	Syak.g_01535	Prbl.g_00884
OG0002243	Syak.g_01961	Prbl.g_02257
OG0002277	Syak.g_01720	Prbl.g_02013
OG0002279	Syak.g_02190	Prbl.g_00550
OG0002280	Syak.g_02630	Prbl.g_00777
OG0002281	Syak.g_02701	Prbl.g_01793
OG0002289	Syak.g_01137	Prbl.g_01353
OG0002290	Syak.g_01153, Syak.g_01159	Prbl.g_01926
OG0002292	Syak.g_02069	Prbl.g_00087
OG0002328	Syak.g_02208	Prbl.g_00570
OG0002330	Syak.g_00716	Prbl.g_00015
OG0002331	Syak.g_00967	Prbl.g_00028
OG0002332	Syak.g_00284	Prbl.g_01040
OG0002333	Syak.g_00286	Prbl.g_01038
OG0002334	Syak.g_01032	Prbl.g_00250
OG0002336	Syak.g_01115	Prbl.g_01338
OG0002337	Syak.g_01452	Prbl.g_01460
OG0002338	Syak.g_01544	Prbl.g_00878
OG0002339	Syak.g_01553	Prbl.g_00866
OG0002341	Syak.g_01957	Prbl.g_02267
OG0002343	Syak.g_01408	Prbl.g_01514
OG0002350	Syak.g_01254	Prbl.g_01192
OG0002382	Syak.g_02583	Prbl.g_00520
OG0002391	Syak.g_02164	Prbl.g_01009
OG0002430	Syak.g_02634	Prbl.g_00772
OG0002431	Syak.g_02633	Prbl.g_00773
OG0002433	Syak.g_00130	Prbl.g_00477
OG0002438	Syak.g_01923	Prbl.g_01843
OG0002440	Syak.g_00647	Prbl.g_02534
OG0002444	Syak.g_01010	Prbl.g_00239
OG0002446	Syak.g_01105	Prbl.g_01336
OG0002447	Syak.g_01136	Prbl.g_01352
OG0002449	Syak.g_01835	Prbl.g_02157
OG0002461	Syak.g_00216	Prbl.g_00626
OG0002494	Syak.g_02712	Prbl.g_00459
OG0002496	Syak.g_01397	Prbl.g_02302
OG0002565	Syak.g_02272	Prbl.g_01906
OG0002566	Syak.g_02382	Prbl.g_00363
OG0002568	Syak.g_02726	Prbl.g_01767
OG0002569	Syak.g_01398	Prbl.g_02301
OG0002570	Syak.g_01400	Prbl.g_02299
OG0002572	Syak.g_02758	Prbl.g_01609
OG0002573	Syak.g_01009	Prbl.g_00238
OG0002577	Syak.g_01177	Prbl.g_00637
OG0002580	Syak.g_01883	Prbl.g_02176
OG0002593	Syak.g_02486	Prbl.g_01385
OG0002633	Syak.g_00176	Prbl.g_00736
OG0002636	Syak.g_00965	Prbl.g_01090
OG0002637	Syak.g_00277	Prbl.g_01698
OG0002639	Syak.g_02344	Prbl.g_01876
OG0002641	Syak.g_01396	Prbl.g_02303
OG0002642	Syak.g_01399	Prbl.g_02300
OG0002647	Syak.g_01959	Prbl.g_02253
OG0002704	Syak.g_01704	Prbl.g_02035
OG0002716	Syak.g_01412	Prbl.g_01510
OG0002717	Syak.g_02023	Prbl.g_00128
OG0002798	Syak.g_00889	Prbl.g_02093
OG0002802	Syak.g_00628	Prbl.g_02512
OG0002844	Syak.g_01528	Prbl.g_02032
OG0002845	Syak.g_01666	Prbl.g_01227
OG0002909	Syak.g_00251	Prbl.g_01673
OG0002910	Syak.g_01195	Prbl.g_00037
OG0002938	Syak.g_01700, Syak.g_01701, Syak.g_01529	Prbl.g_02037
OG0002940	Syak.g_02011	Prbl.g_00122
OG0002942	Syak.g_01495	Prbl.g_01005
OG0003038	Syak.g_01673	Prbl.g_00357
OG0003051	Syak.g_01012	Prbl.g_01475
OG0003090	Syak.g_01745	Prbl.g_00671
OG0003091	Syak.g_02012	Prbl.g_00123
OG0003092	Syak.g_01104	Prbl.g_01150
OG0003096	Syak.g_01607	Prbl.g_02042
OG0003097	Syak.g_01657	Prbl.g_02045
OG0003249	Syak.g_02008	Prbl.g_01239
OG0003252	Syak.g_01703	Prbl.g_02033
OG0003253	Syak.g_01533	Prbl.g_00876
OG0003387	Syak.g_01360	Prbl.g_00041
OG0003501	Syak.g_02010	Prbl.g_01237
OG0003502	Syak.g_02009	Prbl.g_01238
OG0003506	Syak.g_01702	Prbl.g_02036
OG0003827	Syak.g_01371	Prbl.g_02039
OG0004294	Syak.g_01018	Prbl.g_02653
