Orthogroup	Syah	Syal
OG0002012	Syah.g_01562	Syal.g_00505
OG0002013	Syah.g_00886	Syal.g_00773
OG0002016	Syah.g_00551	Syal.g_00992
OG0002017	Syah.g_00458	Syal.g_01124
OG0002018	Syah.g_00408	Syal.g_01166
OG0002020	Syah.g_00413	Syal.g_01161
OG0002021	Syah.g_00415	Syal.g_01159
OG0002022	Syah.g_00417	Syal.g_01158
OG0002023	Syah.g_00418	Syal.g_01157
OG0002024	Syah.g_00426	Syal.g_01151
OG0002035	Syah.g_01306	Syal.g_00042
OG0002037	Syah.g_00994, Syah.g_00995	Syal.g_01752
OG0002038	Syah.g_02148	Syal.g_01663
OG0002039	Syah.g_02135	Syal.g_01682
OG0002040	Syah.g_02134	Syal.g_01685
OG0002041	Syah.g_01651	Syal.g_01963
OG0002042	Syah.g_01629	Syal.g_01984
OG0002043	Syah.g_01581	Syal.g_02032
OG0002044	Syah.g_02077	Syal.g_02456
OG0002045	Syah.g_01213	Syal.g_00472
OG0002049	Syah.g_00730	Syal.g_00216
OG0002050	Syah.g_00643	Syal.g_01244
OG0002054	Syah.g_00427	Syal.g_01150
OG0002055	Syah.g_00423	Syal.g_01153
OG0002056	Syah.g_00104	Syal.g_01280
OG0002112	Syah.g_00115	Syal.g_01292
OG0002114	Syah.g_01310	Syal.g_00048
OG0002115	Syah.g_02375	Syal.g_00578
OG0002116	Syah.g_02345	Syal.g_02999
OG0002117	Syah.g_02142	Syal.g_01672
OG0002118	Syah.g_01403	Syal.g_01733
OG0002119	Syah.g_00569	Syal.g_00982
OG0002121	Syah.g_01460	Syal.g_00035
OG0002123	Syah.g_01725	Syal.g_01863
OG0002124	Syah.g_02108	Syal.g_02488
OG0002127	Syah.g_00042	Syal.g_00880
OG0002128	Syah.g_01440	Syal.g_02504
OG0002129	Syah.g_01277	Syal.g_00395
OG0002131	Syah.g_00414	Syal.g_01160
OG0002132	Syah.g_00422	Syal.g_01154
OG0002133	Syah.g_00424	Syal.g_01152
OG0002134	Syah.g_00232	Syal.g_01442
OG0002135	Syah.g_02419	Syal.g_00620
OG0002136	Syah.g_02418	Syal.g_00619
OG0002138	Syah.g_01997	Syal.g_02586
OG0002139	Syah.g_01381	Syal.g_01755
OG0002140	Syah.g_02393	Syal.g_01772
OG0002140	Syah.g_00470	Syal.g_02274, Syal.g_02114
OG0002141	Syah.g_02044	Syal.g_02693
OG0002141	Syah.g_01898	Syal.g_02496
OG0002142	Syah.g_01313	Syal.g_00037
OG0002143	Syah.g_00893	Syal.g_00550
OG0002144	Syah.g_00733	Syal.g_00221
OG0002156	Syah.g_01316	Syal.g_00058
OG0002157	Syah.g_00116	Syal.g_01293
OG0002158	Syah.g_00114	Syal.g_01291
OG0002162	Syah.g_01121	Syal.g_02785
OG0002163	Syah.g_00480	Syal.g_01092
OG0002170	Syah.g_00854	Syal.g_00344
OG0002172	Syah.g_00548	Syal.g_00996
OG0002178	Syah.g_00420	Syal.g_01156
OG0002179	Syah.g_00185	Syal.g_01349
OG0002180	Syah.g_00094	Syal.g_01271
OG0002181	Syah.g_00646	Syal.g_01241
OG0002182	Syah.g_00664	Syal.g_01222
OG0002183	Syah.g_02509	Syal.g_00782
OG0002184	Syah.g_02506	Syal.g_00779
OG0002185	Syah.g_02499	Syal.g_00769
OG0002186	Syah.g_02417	Syal.g_00618
OG0002187	Syah.g_02415	Syal.g_00617
OG0002188	Syah.g_02378	Syal.g_00581
OG0002189	Syah.g_02377	Syal.g_00580
OG0002190	Syah.g_02331	Syal.g_02985
OG0002192	Syah.g_02132	Syal.g_01686
OG0002193	Syah.g_01349	Syal.g_01780
OG0002194	Syah.g_01384	Syal.g_01759
OG0002195	Syah.g_01534	Syal.g_02273
OG0002196	Syah.g_01792	Syal.g_02224
OG0002197	Syah.g_01659	Syal.g_01956
OG0002198	Syah.g_01914	Syal.g_02613
OG0002199	Syah.g_01920	Syal.g_02617
OG0002200	Syah.g_01291	Syal.g_00371
OG0002201	Syah.g_01162	Syal.g_02742
OG0002202	Syah.g_01161	Syal.g_02743
OG0002203	Syah.g_01160	Syal.g_02744
OG0002204	Syah.g_01142	Syal.g_02762
OG0002205	Syah.g_01126	Syal.g_02780
OG0002207	Syah.g_01103	Syal.g_02800
OG0002208	Syah.g_00989	Syal.g_02891
OG0002209	Syah.g_00866	Syal.g_00355
OG0002210	Syah.g_00814	Syal.g_00307
OG0002211	Syah.g_00777	Syal.g_00267
OG0002212	Syah.g_00524	Syal.g_01051
OG0002213	Syah.g_00519	Syal.g_01057
OG0002214	Syah.g_00393	Syal.g_01181
OG0002233	Syah.g_01739	Syal.g_00673
OG0002234	Syah.g_01883	Syal.g_01552
OG0002235	Syah.g_01796	Syal.g_02235
OG0002236	Syah.g_00727	Syal.g_02189
OG0002237	Syah.g_01942	Syal.g_02643
OG0002238	Syah.g_01472	Syal.g_02071
OG0002239	Syah.g_01444	Syal.g_00559
OG0002244	Syah.g_02465	Syal.g_02093
OG0002245	Syah.g_00895	Syal.g_00548
OG0002248	Syah.g_02007	Syal.g_01799
OG0002250	Syah.g_02510	Syal.g_00783
OG0002251	Syah.g_02328	Syal.g_02982
OG0002253	Syah.g_02189	Syal.g_01613
OG0002254	Syah.g_01697	Syal.g_01900
OG0002255	Syah.g_01643	Syal.g_01971
OG0002256	Syah.g_01985	Syal.g_02645
OG0002257	Syah.g_01892	Syal.g_02569
OG0002258	Syah.g_01141	Syal.g_02763
OG0002259	Syah.g_01068	Syal.g_02834
OG0002260	Syah.g_01380	Syal.g_01754
OG0002277	Syah.g_00296	Syal.g_00168
OG0002279	Syah.g_02539	Syal.g_00822
OG0002291	Syah.g_00614	Syal.g_00876
OG0002297	Syah.g_01347	Syal.g_00386
OG0002298	Syah.g_01639	Syal.g_01975
OG0002299	Syah.g_01602	Syal.g_02013
OG0002301	Syah.g_01949	Syal.g_01566
OG0002302	Syah.g_00975	Syal.g_02877
OG0002303	Syah.g_00894	Syal.g_00549
OG0002304	Syah.g_00832	Syal.g_00323
OG0002305	Syah.g_02542	Syal.g_00825
OG0002306	Syah.g_00419	Syal.g_01385, Syal.g_01637
OG0002309	Syah.g_02085	Syal.g_02464
OG0002331	Syah.g_01740	Syal.g_01571
OG0002332	Syah.g_01471	Syal.g_02070
OG0002333	Syah.g_01473	Syal.g_02072
OG0002334	Syah.g_01300	Syal.g_00027
OG0002336	Syah.g_01223	Syal.g_00460
OG0002337	Syah.g_00631	Syal.g_01256
OG0002340	Syah.g_00576	Syal.g_00973
OG0002350	Syah.g_00846	Syal.g_00335
OG0002351	Syah.g_00124	Syal.g_01302
OG0002353	Syah.g_01766	Syal.g_01877
OG0002354	Syah.g_01623	Syal.g_01990
OG0002355	Syah.g_02469	Syal.g_02539
OG0002356	Syah.g_01209	Syal.g_02133, Syal.g_02134
OG0002380	Syah.g_02298	Syal.g_00701
OG0002395	Syah.g_00117	Syal.g_01294
OG0002400	Syah.g_01364	Syal.g_02851
OG0002401	Syah.g_02146	Syal.g_01666
OG0002402	Syah.g_02059	Syal.g_01838
OG0002403	Syah.g_01405	Syal.g_01731
OG0002405	Syah.g_01579	Syal.g_02035
OG0002406	Syah.g_01868	Syal.g_02063
OG0002407	Syah.g_01354	Syal.g_01680
OG0002408	Syah.g_01886	Syal.g_02546
OG0002438	Syah.g_00487	Syal.g_01088
OG0002451	Syah.g_01474	Syal.g_02161
OG0002452	Syah.g_00410	Syal.g_01164
OG0002461	Syah.g_01342	Syal.g_00503
OG0002463	Syah.g_01238	Syal.g_02435
OG0002464	Syah.g_01056	Syal.g_00766
OG0002467	Syah.g_01350	Syal.g_00097
OG0002470	Syah.g_01486	Syal.g_02064
OG0002471	Syah.g_01854	Syal.g_02519
OG0002472	Syah.g_02293	Syal.g_01554
OG0002518	Syah.g_01479	Syal.g_02172, Syal.g_00737
OG0002520	Syah.g_02400	Syal.g_00603
OG0002521	Syah.g_02371	Syal.g_00574
OG0002523	Syah.g_01989	Syal.g_02844
OG0002524	Syah.g_01554	Syal.g_01546
OG0002527	Syah.g_01874	Syal.g_02559
OG0002528	Syah.g_01876	Syal.g_02561
OG0002532	Syah.g_01890	Syal.g_02557
OG0002533	Syah.g_01085	Syal.g_02818
OG0002534	Syah.g_00843	Syal.g_00332
OG0002535	Syah.g_00840	Syal.g_00329
OG0002536	Syah.g_00820	Syal.g_00313
OG0002538	Syah.g_00586	Syal.g_00961
OG0002543	Syah.g_00492	Syal.g_01082
OG0002544	Syah.g_01352	Syal.g_01114
OG0002589	Syah.g_01482	Syal.g_02111
OG0002594	Syah.g_02355	Syal.g_02055
OG0002595	Syah.g_01987	Syal.g_02596
OG0002596	Syah.g_02460	Syal.g_02853
OG0002599	Syah.g_01828	Syal.g_02253
OG0002600	Syah.g_02353	Syal.g_02958
OG0002601	Syah.g_01875	Syal.g_02560
OG0002602	Syah.g_01905	Syal.g_02523
OG0002603	Syah.g_01341	Syal.g_02532
OG0002604	Syah.g_01891	Syal.g_02568
OG0002605	Syah.g_00845	Syal.g_00334
OG0002608	Syah.g_02016	Syal.g_01808
OG0002609	Syah.g_02104	Syal.g_02483
OG0002633	Syah.g_01470	Syal.g_00051
OG0002672	Syah.g_01547	Syal.g_01558
OG0002673	Syah.g_01855	Syal.g_02848
OG0002674	Syah.g_00803	Syal.g_00293
OG0002678	Syah.g_00917	Syal.g_01565
OG0002680	Syah.g_02452	Syal.g_01903
OG0002738	Syah.g_01428	Syal.g_01701
OG0002741	Syah.g_01769	Syal.g_02603
OG0002745	Syah.g_01454	Syal.g_02079
OG0002746	Syah.g_01911	Syal.g_00469
OG0002753	Syah.g_00682	Syal.g_00015
OG0002758	Syah.g_01856	Syal.g_02525
OG0002759	Syah.g_02064	Syal.g_02594
OG0002807	Syah.g_01449	Syal.g_02065
OG0002847	Syah.g_02477	Syal.g_00745
OG0002851	Syah.g_02010	Syal.g_01802
OG0002862	Syah.g_00835	Syal.g_00325
OG0002863	Syah.g_01230	Syal.g_03006
OG0002865	Syah.g_00955	Syal.g_01561
OG0002867	Syah.g_02292	Syal.g_01556
OG0002869	Syah.g_02102	Syal.g_02481
OG0002871	Syah.g_01334	Syal.g_01079
OG0002931	Syah.g_01483	Syal.g_02110
OG0002937	Syah.g_01227	Syal.g_03002
OG0002959	Syah.g_02106	Syal.g_02536
OG0002960	Syah.g_01734	Syal.g_02860
OG0002966	Syah.g_01240	Syal.g_00431
OG0002968	Syah.g_02182	Syal.g_02487
OG0002973	Syah.g_01700	Syal.g_02855
OG0002975	Syah.g_00939	Syal.g_00707, Syal.g_02279
OG0002976	Syah.g_01337	Syal.g_00693
OG0002978	Syah.g_00925	Syal.g_02529
OG0002980	Syah.g_00825	Syal.g_00319
OG0002981	Syah.g_00836	Syal.g_00326
OG0002982	Syah.g_02202	Syal.g_01598
OG0002984	Syah.g_00993	Syal.g_01751
OG0002985	Syah.g_02466	Syal.g_01776
OG0002990	Syah.g_01229	Syal.g_03004
OG0002997	Syah.g_01481	Syal.g_02112
OG0003092	Syah.g_01241	Syal.g_00435
OG0003098	Syah.g_02069	Syal.g_00492
OG0003109	Syah.g_01865	Syal.g_02527
OG0003120	Syah.g_00709	Syal.g_00710
OG0003125	Syah.g_01288	Syal.g_00373
OG0003126	Syah.g_01168	Syal.g_02062
OG0003130	Syah.g_01242	Syal.g_02563
OG0003132	Syah.g_01228	Syal.g_03003
OG0003140	Syah.g_01082	Syal.g_02857
OG0003145	Syah.g_01468	Syal.g_00053
OG0003148	Syah.g_01177	Syal.g_01016, Syal.g_01018
OG0003247	Syah.g_01480	Syal.g_02117
OG0003251	Syah.g_01484	Syal.g_02173
OG0003279	Syah.g_00833	Syal.g_00324
OG0003310	Syah.g_01469	Syal.g_00052
OG0003527	Syah.g_02063	Syal.g_02845
OG0003541	Syah.g_01759	Syal.g_01771, Syal.g_00738
OG0003543	Syah.g_02468	Syal.g_01893
OG0003544	Syah.g_01166	Syal.g_03016
OG0003556	Syah.g_01446	Syal.g_00714
OG0003879	Syah.g_01451	Syal.g_02558
OG0003885	Syah.g_02351	Syal.g_00700
OG0003892	Syah.g_01857	Syal.g_02095
OG0004325	Syah.g_00851	Syal.g_00342
OG0004335	Syah.g_02394	Syal.g_01851
OG0004337	Syah.g_02300	Syal.g_02080
OG0004342	Syah.g_02323	Syal.g_02977
OG0005029	Syah.g_00933	Syal.g_03019
OG0005047	Syah.g_01983	Syal.g_00696
OG0005050	Syah.g_01550	Syal.g_02648
OG0005052	Syah.g_01558	Syal.g_02462
OG0005060	Syah.g_00464	Syal.g_03021
