Orthogroup	Syah	Syas
OG0002355	Syah.g_02469	Syas.g_00484
OG0002357	Syah.g_00455	Syas.g_02694
OG0002369	Syah.g_00222	Syas.g_02628
OG0002395	Syah.g_00117	Syas.g_01365
OG0002401	Syah.g_02146	Syas.g_00398
OG0002402	Syah.g_02059	Syas.g_00990
OG0002403	Syah.g_01405	Syas.g_01041
OG0002404	Syah.g_01716	Syas.g_01695
OG0002408	Syah.g_01886	Syas.g_00825
OG0002429	Syah.g_02516	Syas.g_02444
OG0002452	Syah.g_00410	Syas.g_01976
OG0002462	Syah.g_02440	Syas.g_01800
OG0002464	Syah.g_01056	Syas.g_02507
OG0002469	Syah.g_01401	Syas.g_01085
OG0002524	Syah.g_01554	Syas.g_01403
OG0002525	Syah.g_01537	Syas.g_02739
OG0002526	Syah.g_01841	Syas.g_01781
OG0002527	Syah.g_01874	Syas.g_02762
OG0002528	Syah.g_01876	Syas.g_02760
OG0002543	Syah.g_00492	Syas.g_01899
OG0002589	Syah.g_01482	Syas.g_00896
OG0002601	Syah.g_01875	Syas.g_02761
OG0002602	Syah.g_01905	Syas.g_00128
OG0002678	Syah.g_00917	Syas.g_00653
OG0002680	Syah.g_02452	Syas.g_00202
OG0002710	Syah.g_01336	Syas.g_02300
OG0002732	Syah.g_01457	Syas.g_02223
OG0002749	Syah.g_01083, Syah.g_01080	Syas.g_00501, Syas.g_00613
OG0002753	Syah.g_00682	Syas.g_00958
OG0002847	Syah.g_02474, Syah.g_02477	Syas.g_02527
OG0002872	Syah.g_00603	Syas.g_02283
OG0002931	Syah.g_01483	Syas.g_00897
OG0002932	Syah.g_01458	Syas.g_02224
OG0002933	Syah.g_01459	Syas.g_02225
OG0002936	Syah.g_01355	Syas.g_01384
OG0002943	Syah.g_02437	Syas.g_02634
OG0002944	Syah.g_02436	Syas.g_02635
OG0002945	Syah.g_02435	Syas.g_02636
OG0002946	Syah.g_02433	Syas.g_02638
OG0002947	Syah.g_02432	Syas.g_02639
OG0002948	Syah.g_02430	Syas.g_02640
OG0002949	Syah.g_02429	Syas.g_02641
OG0002950	Syah.g_02428	Syas.g_02642
OG0002955	Syah.g_02248	Syas.g_02611
OG0002956	Syah.g_02249	Syas.g_02610
OG0002957	Syah.g_02247	Syas.g_02612
OG0002958	Syah.g_02246	Syas.g_02613
OG0003046	Syah.g_00680	Syas.g_02372
OG0003295	Syah.g_00330	Syas.g_02620
OG0003298	Syah.g_00920	Syas.g_00434
