Orthogroup	Syah	Syan
OG0002214	Syah.g_00393	Syan.g_01689
OG0002230	Syah.g_00195	Syan.g_01836, Syan.g_01085
OG0002235	Syah.g_01796	Syan.g_00710
OG0002239	Syah.g_01444	Syan.g_01177
OG0002244	Syah.g_02465	Syan.g_00387
OG0002245	Syah.g_00895	Syan.g_00536
OG0002247	Syah.g_01119	Syan.g_00877
OG0002248	Syah.g_02007	Syan.g_00727
OG0002250	Syah.g_02510	Syan.g_02945
OG0002251	Syah.g_02328	Syan.g_01348
OG0002253	Syah.g_02189	Syan.g_01201
OG0002254	Syah.g_01697	Syan.g_00346
OG0002255	Syah.g_01643	Syan.g_00587
OG0002257	Syah.g_01892	Syan.g_00407
OG0002258	Syah.g_01141	Syan.g_00958
OG0002259	Syah.g_01068	Syan.g_01162
OG0002260	Syah.g_01380	Syan.g_02550
OG0002277	Syah.g_00296	Syan.g_01707
OG0002280	Syah.g_01050	Syan.g_01185
OG0002285	Syah.g_01593	Syan.g_00499
OG0002291	Syah.g_00614	Syan.g_03057
OG0002297	Syah.g_01347	Syan.g_01266
OG0002298	Syah.g_01639	Syan.g_00582
OG0002299	Syah.g_01602	Syan.g_00545
OG0002300	Syah.g_01555	Syan.g_00134
OG0002301	Syah.g_01949	Syan.g_00426
OG0002302	Syah.g_00975	Syan.g_02785
OG0002303	Syah.g_00894	Syan.g_00537
OG0002305	Syah.g_02542	Syan.g_02979
OG0002306	Syah.g_00419	Syan.g_00129
OG0002309	Syah.g_02085	Syan.g_00377
OG0002339	Syah.g_00176	Syan.g_02261
OG0002351	Syah.g_00124	Syan.g_01990
OG0002353	Syah.g_01766	Syan.g_00677
OG0002354	Syah.g_01623	Syan.g_00566
OG0002355	Syah.g_02469	Syan.g_00649
OG0002356	Syah.g_01209	Syan.g_02877
OG0002357	Syah.g_00455	Syan.g_01388
OG0002386	Syah.g_01893	Syan.g_00790
OG0002399	Syah.g_00946	Syan.g_01314
OG0002402	Syah.g_02059	Syan.g_00308
OG0002404	Syah.g_01716	Syan.g_02089
OG0002405	Syah.g_01579	Syan.g_00478
OG0002406	Syah.g_01868	Syan.g_00349
OG0002407	Syah.g_01354	Syan.g_00784
OG0002408	Syah.g_01886	Syan.g_00457
OG0002452	Syah.g_00410	Syan.g_01655
OG0002469	Syah.g_01401	Syan.g_02597
OG0002470	Syah.g_01486	Syan.g_00154
OG0002471	Syah.g_01854	Syan.g_00522
OG0002520	Syah.g_02400	Syan.g_01420
OG0002527	Syah.g_01874	Syan.g_00439
OG0002528	Syah.g_01876	Syan.g_00437
OG0002545	Syah.g_01561	Syan.g_01544
OG0002601	Syah.g_01875	Syan.g_00438
OG0002602	Syah.g_01905	Syan.g_00417
OG0002603	Syah.g_01341	Syan.g_00182
OG0002604	Syah.g_01891	Syan.g_00178
OG0002678	Syah.g_00917	Syan.g_02632
OG0002680	Syah.g_02452	Syan.g_00348
OG0002744	Syah.g_01843	Syan.g_00117
OG0002745	Syah.g_01454	Syan.g_01919
OG0002753	Syah.g_00682	Syan.g_00513
OG0002937	Syah.g_01227	Syan.g_00242, Syan.g_02352
OG0002982	Syah.g_02202	Syan.g_01216
OG0002997	Syah.g_01481	Syan.g_00432, Syan.g_02360, Syan.g_02491
OG0003029	Syah.g_01176	Syan.g_01233
OG0003125	Syah.g_01288	Syan.g_00091
OG0006078	Syah.g_00023	Syan.g_02283
