Orthogroup	Syah	Syao
OG0002205	Syah.g_01126	Syao.g_01049
OG0002206	Syah.g_01113	Syao.g_00840
OG0002207	Syah.g_01103	Syao.g_00850
OG0002208	Syah.g_00989	Syao.g_00033
OG0002209	Syah.g_00866	Syao.g_01869
OG0002210	Syah.g_00814	Syao.g_01846
OG0002211	Syah.g_00777	Syao.g_01812
OG0002212	Syah.g_00524	Syao.g_02424
OG0002213	Syah.g_00519	Syao.g_02428
OG0002214	Syah.g_00393	Syao.g_02337
OG0002234	Syah.g_01883	Syao.g_00145
OG0002235	Syah.g_01796	Syao.g_00737
OG0002239	Syah.g_01444	Syao.g_01405
OG0002244	Syah.g_02465	Syao.g_00551
OG0002245	Syah.g_00895	Syao.g_00703
OG0002247	Syah.g_01119	Syao.g_00836
OG0002248	Syah.g_02007	Syao.g_00979
OG0002250	Syah.g_02510	Syao.g_02652
OG0002251	Syah.g_02328	Syao.g_01607
OG0002253	Syah.g_02189	Syao.g_01445
OG0002254	Syah.g_01697	Syao.g_00465
OG0002255	Syah.g_01643	Syao.g_00831
OG0002257	Syah.g_01892	Syao.g_01262
OG0002258	Syah.g_01141	Syao.g_01029
OG0002259	Syah.g_01068	Syao.g_01416
OG0002260	Syah.g_01380	Syao.g_00288
OG0002280	Syah.g_01050	Syao.g_01400
OG0002285	Syah.g_01593	Syao.g_00632
OG0002297	Syah.g_01347	Syao.g_01496
OG0002298	Syah.g_01639	Syao.g_00658
OG0002299	Syah.g_01602	Syao.g_00694
OG0002300	Syah.g_01555	Syao.g_01256
OG0002301	Syah.g_01949	Syao.g_00358
OG0002302	Syah.g_00975	Syao.g_00048
OG0002303	Syah.g_00894	Syao.g_00702
OG0002305	Syah.g_02542	Syao.g_02589
OG0002309	Syah.g_02085	Syao.g_00562
OG0002349	Syah.g_02268	Syao.g_01641
OG0002350	Syah.g_00846	Syao.g_01885
OG0002351	Syah.g_00124	Syao.g_02030
OG0002353	Syah.g_01766	Syao.g_00769
OG0002355	Syah.g_02469	Syao.g_00396
OG0002357	Syah.g_00455	Syao.g_01568
OG0002386	Syah.g_01893	Syao.g_00798
OG0002402	Syah.g_02059	Syao.g_00503
OG0002404	Syah.g_01716	Syao.g_02109
OG0002405	Syah.g_01579	Syao.g_00650
OG0002406	Syah.g_01868	Syao.g_00462
OG0002407	Syah.g_01354	Syao.g_01461
OG0002452	Syah.g_00410	Syao.g_02307
OG0002463	Syah.g_01238	Syao.g_00407
OG0002464	Syah.g_01056	Syao.g_02632
OG0002469	Syah.g_01401	Syao.g_00277
OG0002470	Syah.g_01486	Syao.g_01689
OG0002472	Syah.g_02293	Syao.g_01275
OG0002520	Syah.g_02400	Syao.g_01683
OG0002523	Syah.g_01989	Syao.g_01901
OG0002527	Syah.g_01874	Syao.g_01306
OG0002528	Syah.g_01876	Syao.g_01304
OG0002532	Syah.g_01890	Syao.g_01465
OG0002534	Syah.g_00843	Syao.g_01888
OG0002535	Syah.g_00840	Syao.g_01891
OG0002536	Syah.g_00820	Syao.g_01912
OG0002567	Syah.g_00929, Syah.g_00952	Syao.g_01301
OG0002599	Syah.g_01828	Syao.g_00799
OG0002601	Syah.g_01875	Syao.g_01305
OG0002603	Syah.g_01341	Syao.g_00143
OG0002604	Syah.g_01891	Syao.g_01273
OG0002605	Syah.g_00845	Syao.g_01886
OG0002633	Syah.g_01470	Syao.g_01366
OG0002672	Syah.g_01547	Syao.g_00357
OG0002678	Syah.g_00917	Syao.g_00221
OG0002680	Syah.g_02452	Syao.g_00463
OG0002744	Syah.g_01843	Syao.g_01241
OG0002753	Syah.g_00682	Syao.g_00614
OG0002847	Syah.g_02477	Syao.g_02611
OG0002865	Syah.g_00955	Syao.g_01903
OG0002872	Syah.g_00603	Syao.g_02537
OG0002978	Syah.g_00925	Syao.g_01249
OG0002980	Syah.g_00825	Syao.g_01897
OG0002981	Syah.g_00836	Syao.g_01894
OG0002985	Syah.g_02466	Syao.g_01900
OG0002997	Syah.g_01481	Syao.g_01177
OG0003112	Syah.g_00934	Syao.g_01280
OG0003122	Syah.g_01986	Syao.g_00052
OG0003125	Syah.g_01288	Syao.g_01688
OG0003148	Syah.g_01177	Syao.g_00598, Syao.g_02353
OG0003510	Syah.g_00166	Syao.g_01172
OG0003571	Syah.g_01447	Syao.g_00652
OG0003937	Syah.g_01181	Syao.g_00592, Syao.g_02676
OG0004997	Syah.g_00500	Syao.g_01303
