Orthogroup	Prbl	Syao
OG0002173	Prbl.g_00125	Syao.g_02475
OG0002174	Prbl.g_02183	Syao.g_02282
OG0002175	Prbl.g_02270	Syao.g_00238
OG0002229	Prbl.g_02034	Syao.g_02126
OG0002231	Prbl.g_01842	Syao.g_00877
OG0002234	Prbl.g_02569	Syao.g_00145
OG0002235	Prbl.g_02357	Syao.g_00737
OG0002239	Prbl.g_00717	Syao.g_01405
OG0002241	Prbl.g_01351	Syao.g_02694
OG0002243	Prbl.g_02257	Syao.g_02421
OG0002280	Prbl.g_00777	Syao.g_01400
OG0002285	Prbl.g_02451	Syao.g_00632
OG0002288	Prbl.g_00233	Syao.g_00404
OG0002289	Prbl.g_01353	Syao.g_02696
OG0002292	Prbl.g_00087	Syao.g_02539
OG0002330	Prbl.g_00015	Syao.g_00329
OG0002342	Prbl.g_01503, Prbl.g_00109, Prbl.g_02663	Syao.g_00596, Syao.g_00582
OG0002343	Prbl.g_01514	Syao.g_02113
OG0002350	Prbl.g_01192	Syao.g_01885
OG0002364	Prbl.g_02438	Syao.g_00647
OG0002382	Prbl.g_00520	Syao.g_00117
OG0002386	Prbl.g_01391	Syao.g_00798
OG0002391	Prbl.g_01009	Syao.g_02580
OG0002397	Prbl.g_01015	Syao.g_01162
OG0002430	Prbl.g_00772	Syao.g_01485
OG0002431	Prbl.g_00773	Syao.g_01484
OG0002433	Prbl.g_00477	Syao.g_00363
OG0002440	Prbl.g_02534	Syao.g_01351
OG0002447	Prbl.g_01352	Syao.g_02695
OG0002494	Prbl.g_00459	Syao.g_01034
OG0002566	Prbl.g_00363	Syao.g_01011
OG0002567	Prbl.g_00771	Syao.g_01301
OG0002572	Prbl.g_01609	Syao.g_01458, Syao.g_00394
OG0002577	Prbl.g_00637	Syao.g_01005
OG0002582	Prbl.g_02047	Syao.g_02270
OG0002593	Prbl.g_01385	Syao.g_01699
OG0002628	Prbl.g_00837	Syao.g_01958
OG0002633	Prbl.g_00736	Syao.g_01366
OG0002634	Prbl.g_00196	Syao.g_01706
OG0002637	Prbl.g_01698	Syao.g_01023
OG0002644	Prbl.g_01648	Syao.g_00903
OG0002645	Prbl.g_01649	Syao.g_00904
OG0002647	Prbl.g_02253	Syao.g_02417
OG0002648	Prbl.g_02247	Syao.g_01409
OG0002649	Prbl.g_02246	Syao.g_01408
OG0002650	Prbl.g_02245	Syao.g_01407
OG0002667	Prbl.g_02613	Syao.g_00144
OG0002668	Prbl.g_01425	Syao.g_01807, Syao.g_01365
OG0002712	Prbl.g_01650	Syao.g_00905
OG0002713	Prbl.g_01654	Syao.g_00906
OG0002795	Prbl.g_02031	Syao.g_01995
OG0002797	Prbl.g_00390	Syao.g_00380
OG0002801	Prbl.g_02576	Syao.g_00500
OG0002844	Prbl.g_02032	Syao.g_01987
OG0002845	Prbl.g_01227	Syao.g_02377
OG0002906	Prbl.g_01809	Syao.g_00206
OG0003056	Prbl.g_01018	Syao.g_01544
OG0003057	Prbl.g_01017	Syao.g_01545
OG0003058	Prbl.g_01016	Syao.g_01546
OG0003089	Prbl.g_01159	Syao.g_01856
OG0003378	Prbl.g_00463	Syao.g_01313
OG0003379	Prbl.g_00750	Syao.g_00880
OG0003385	Prbl.g_00033	Syao.g_00373
OG0004976	Prbl.g_02688	Syao.g_01940
