Orthogroup	Prbl	Syaq
OG0001976	Prbl.g_02198	Syaq.g_02167
OG0001996	Prbl.g_01974	Syaq.g_01116
OG0001997	Prbl.g_00575	Syaq.g_01509
OG0001999	Prbl.g_00351	Syaq.g_01624
OG0002000	Prbl.g_00786	Syaq.g_01818
OG0002002	Prbl.g_02587	Syaq.g_00161
OG0002003	Prbl.g_01861	Syaq.g_02584
OG0002004	Prbl.g_01848	Syaq.g_01894
OG0002005	Prbl.g_01844	Syaq.g_00321, Syaq.g_02304
OG0002006	Prbl.g_00943	Syaq.g_02698
OG0002007	Prbl.g_00944	Syaq.g_02699
OG0002008	Prbl.g_02517	Syaq.g_02530
OG0002009	Prbl.g_02371	Syaq.g_02303
OG0002010	Prbl.g_00697	Syaq.g_00404
OG0002011	Prbl.g_00683	Syaq.g_00521, Syaq.g_01903
OG0002012	Prbl.g_01160, Prbl.g_00630	Syaq.g_01913
OG0002013	Prbl.g_00895	Syaq.g_01537
OG0002014	Prbl.g_00883	Syaq.g_00947, Syaq.g_00958
OG0002015	Prbl.g_00879	Syaq.g_00961
OG0002016	Prbl.g_01247	Syaq.g_01317
OG0002018	Prbl.g_02156	Syaq.g_01189
OG0002038	Prbl.g_02094	Syaq.g_00237
OG0002039	Prbl.g_02107	Syaq.g_00223
OG0002040	Prbl.g_00177	Syaq.g_00222
OG0002041	Prbl.g_02500	Syaq.g_02513
OG0002042	Prbl.g_02484	Syaq.g_02492
OG0002043	Prbl.g_02439	Syaq.g_02440
OG0002044	Prbl.g_01536	Syaq.g_02378
OG0002045	Prbl.g_01347	Syaq.g_00449
OG0002046	Prbl.g_01350	Syaq.g_00452
OG0002047	Prbl.g_02672	Syaq.g_00532
OG0002048	Prbl.g_01173	Syaq.g_00583
OG0002050	Prbl.g_01471	Syaq.g_00743
OG0002051	Prbl.g_00268	Syaq.g_01388
OG0002052	Prbl.g_02211	Syaq.g_02551
OG0002053	Prbl.g_02205	Syaq.g_02548
OG0002113	Prbl.g_01979	Syaq.g_01112
OG0002115	Prbl.g_00402	Syaq.g_01680
OG0002118	Prbl.g_01371	Syaq.g_00170
OG0002119	Prbl.g_01107	Syaq.g_01329
OG0002120	Prbl.g_01708	Syaq.g_02714
OG0002121	Prbl.g_01532	Syaq.g_01890
OG0002122	Prbl.g_01860	Syaq.g_02583
OG0002124	Prbl.g_01558	Syaq.g_02406
OG0002126	Prbl.g_00881	Syaq.g_00960, Syaq.g_02553
OG0002128	Prbl.g_02201	Syaq.g_02211
OG0002130	Prbl.g_01720	Syaq.g_00295
OG0002159	Prbl.g_01233	Syaq.g_01041
OG0002160	Prbl.g_01910	Syaq.g_02573
OG0002162	Prbl.g_01798	Syaq.g_01959
OG0002167	Prbl.g_01841	Syaq.g_01536
OG0002168	Prbl.g_00941	Syaq.g_02696
OG0002169	Prbl.g_02671	Syaq.g_00533
OG0002171	Prbl.g_00885	Syaq.g_00956
OG0002173	Prbl.g_00125	Syaq.g_01331
OG0002174	Prbl.g_02183	Syaq.g_01219
OG0002175	Prbl.g_02270	Syaq.g_01575, Syaq.g_00179, Syaq.g_00674
OG0002231	Prbl.g_01842	Syaq.g_00286
OG0002233	Prbl.g_01828	Syaq.g_02109
OG0002235	Prbl.g_02357	Syaq.g_02321
OG0002236	Prbl.g_01575	Syaq.g_02225
OG0002237	Prbl.g_01633	Syaq.g_02075
OG0002238	Prbl.g_01039	Syaq.g_00135
OG0002241	Prbl.g_01351	Syaq.g_00453
OG0002242	Prbl.g_00884	Syaq.g_00957
OG0002243	Prbl.g_02257	Syaq.g_01280, Syaq.g_01339
OG0002277	Prbl.g_02013	Syaq.g_01075
OG0002279	Prbl.g_00550	Syaq.g_01485
OG0002280	Prbl.g_00777	Syaq.g_01828
OG0002281	Prbl.g_01793	Syaq.g_01965
OG0002288	Prbl.g_00233	Syaq.g_00376, Syaq.g_01835
OG0002289	Prbl.g_01353	Syaq.g_00455
OG0002292	Prbl.g_00087	Syaq.g_01366
OG0002328	Prbl.g_00570	Syaq.g_01504
OG0002330	Prbl.g_00015	Syaq.g_02597
OG0002331	Prbl.g_00028	Syaq.g_00339
OG0002332	Prbl.g_01040	Syaq.g_00134
OG0002333	Prbl.g_01038	Syaq.g_00136
OG0002334	Prbl.g_00250	Syaq.g_00363
OG0002335	Prbl.g_00232	Syaq.g_00377, Syaq.g_00120, Syaq.g_01845
OG0002336	Prbl.g_01338	Syaq.g_00439
OG0002337	Prbl.g_01460	Syaq.g_00755
OG0002338	Prbl.g_00878	Syaq.g_00964
OG0002339	Prbl.g_00866	Syaq.g_00973
OG0002343	Prbl.g_01514	Syaq.g_00713
OG0002364	Prbl.g_02438	Syaq.g_02439
OG0002382	Prbl.g_00520	Syaq.g_01781
OG0002388	Prbl.g_01357	Syaq.g_00461
OG0002390	Prbl.g_00081	Syaq.g_01371, Syaq.g_01372
OG0002391	Prbl.g_01009	Syaq.g_01461
OG0002394	Prbl.g_02265	Syaq.g_01285
OG0002430	Prbl.g_00772	Syaq.g_01832
OG0002431	Prbl.g_00773	Syaq.g_01831
OG0002432	Prbl.g_02262	Syaq.g_00276, Syaq.g_01282
OG0002440	Prbl.g_02534	Syaq.g_00064
OG0002446	Prbl.g_01336	Syaq.g_02537
OG0002447	Prbl.g_01352	Syaq.g_00454
OG0002449	Prbl.g_02157	Syaq.g_01190
OG0002450	Prbl.g_02133	Syaq.g_01164
OG0002492	Prbl.g_02264	Syaq.g_01284
OG0002494	Prbl.g_00459	Syaq.g_01976
OG0002496	Prbl.g_02302	Syaq.g_00703
OG0002498	Prbl.g_01228, Prbl.g_01947	Syaq.g_00510
OG0002566	Prbl.g_00363	Syaq.g_01640
OG0002568	Prbl.g_01767	Syaq.g_01988
OG0002569	Prbl.g_02301	Syaq.g_00704
OG0002570	Prbl.g_02299	Syaq.g_00706
OG0002571	Prbl.g_01585	Syaq.g_02216
OG0002572	Prbl.g_01609	Syaq.g_02022
OG0002573	Prbl.g_00238	Syaq.g_01897
OG0002574	Prbl.g_01356	Syaq.g_00460
OG0002575	Prbl.g_01358	Syaq.g_00462
OG0002576	Prbl.g_01359	Syaq.g_00463
OG0002577	Prbl.g_00637	Syaq.g_00486
OG0002580	Prbl.g_02176	Syaq.g_01215
OG0002593	Prbl.g_01385	Syaq.g_01732
OG0002632	Prbl.g_02263	Syaq.g_01283
OG0002634	Prbl.g_00196	Syaq.g_01582
OG0002636	Prbl.g_01090	Syaq.g_00336, Syaq.g_00337, Syaq.g_00335
OG0002638	Prbl.g_00727	Syaq.g_02592
OG0002639	Prbl.g_01876	Syaq.g_01600
OG0002641	Prbl.g_02303	Syaq.g_00702
OG0002642	Prbl.g_02300	Syaq.g_00705
OG0002643	Prbl.g_02292	Syaq.g_00106
OG0002644	Prbl.g_01648	Syaq.g_02091
OG0002645	Prbl.g_01649	Syaq.g_02092
OG0002667	Prbl.g_02613	Syaq.g_00086
OG0002712	Prbl.g_01650	Syaq.g_02093
OG0002713	Prbl.g_01654	Syaq.g_02094
OG0002716	Prbl.g_01510	Syaq.g_00716
OG0002717	Prbl.g_00128	Syaq.g_01335
OG0002798	Prbl.g_02093	Syaq.g_00239
OG0002799	Prbl.g_01810	Syaq.g_01924
OG0002802	Prbl.g_02512	Syaq.g_02526
OG0002803	Prbl.g_01608	Syaq.g_00344, Syaq.g_00345
OG0002842	Prbl.g_02259	Syaq.g_01281
OG0002909	Prbl.g_01673	Syaq.g_01870
OG0002910	Prbl.g_00037	Syaq.g_00505
OG0002913	Prbl.g_02207	Syaq.g_02556
OG0002914	Prbl.g_02206	Syaq.g_02569
OG0003052	Prbl.g_01424	Syaq.g_00853
