Orthogroup	Prbl	Syar
OG0002051	Prbl.g_00268	Syar.g_00116
OG0002053	Prbl.g_02205	Syar.g_01842
OG0002110	Prbl.g_02394	Syar.g_00859
OG0002113	Prbl.g_01979	Syar.g_00507
OG0002114	Prbl.g_00329	Syar.g_00920, Syar.g_01908
OG0002119	Prbl.g_01107	Syar.g_00950
OG0002120	Prbl.g_01708	Syar.g_01671
OG0002121	Prbl.g_01532	Syar.g_01318
OG0002126	Prbl.g_00881	Syar.g_00271
OG0002127	Prbl.g_00308	Syar.g_00073
OG0002130	Prbl.g_01720	Syar.g_02775
OG0002154	Prbl.g_00829	Syar.g_00251
OG0002159	Prbl.g_01233	Syar.g_03094
OG0002160	Prbl.g_01910	Syar.g_03003
OG0002161	Prbl.g_00327	Syar.g_00923, Syar.g_01825
OG0002162	Prbl.g_01798	Syar.g_03193
OG0002166	Prbl.g_01856	Syar.g_02857
OG0002167	Prbl.g_01841	Syar.g_01875
OG0002168	Prbl.g_00941	Syar.g_01378
OG0002169	Prbl.g_02671	Syar.g_01159
OG0002171	Prbl.g_00885	Syar.g_00263
OG0002172	Prbl.g_01251	Syar.g_00940
OG0002173	Prbl.g_00125	Syar.g_00952
OG0002174	Prbl.g_02183	Syar.g_00707
OG0002229	Prbl.g_02034	Syar.g_00550
OG0002231	Prbl.g_01842	Syar.g_02338
OG0002233	Prbl.g_01828	Syar.g_00265
OG0002235	Prbl.g_02357	Syar.g_02621
OG0002236	Prbl.g_01575	Syar.g_00871
OG0002238	Prbl.g_01039	Syar.g_00738
OG0002239	Prbl.g_00717	Syar.g_02678
OG0002241	Prbl.g_01351	Syar.g_01257
OG0002242	Prbl.g_00884	Syar.g_00279
OG0002243	Prbl.g_02257	Syar.g_03030
OG0002277	Prbl.g_02013	Syar.g_00541
OG0002280	Prbl.g_00777	Syar.g_02685
OG0002281	Prbl.g_01793	Syar.g_02291
OG0002289	Prbl.g_01353	Syar.g_01255
OG0002292	Prbl.g_00087	Syar.g_01001
OG0002328	Prbl.g_00570	Syar.g_03100
OG0002330	Prbl.g_00015	Syar.g_02675
OG0002332	Prbl.g_01040	Syar.g_00739
OG0002333	Prbl.g_01038	Syar.g_00737
OG0002340	Prbl.g_00133	Syar.g_00960
OG0002343	Prbl.g_01514	Syar.g_00158
OG0002364	Prbl.g_02438	Syar.g_02581
OG0002382	Prbl.g_00520	Syar.g_01478
OG0002390	Prbl.g_00081	Syar.g_01008
OG0002391	Prbl.g_01009	Syar.g_00047
OG0002394	Prbl.g_02265	Syar.g_00901
OG0002429	Prbl.g_00577	Syar.g_03091
OG0002431	Prbl.g_00773	Syar.g_02682
OG0002444	Prbl.g_00239	Syar.g_00152, Syar.g_00843
OG0002447	Prbl.g_01352	Syar.g_01256
OG0002495	Prbl.g_02614	Syar.g_02068
OG0002496	Prbl.g_02302	Syar.g_02281
OG0002566	Prbl.g_00363	Syar.g_02971
OG0002572	Prbl.g_01609	Syar.g_02030
OG0002573	Prbl.g_00238	Syar.g_00844
OG0002638	Prbl.g_00727	Syar.g_02342
OG0002647	Prbl.g_02253	Syar.g_00904
OG0002668	Prbl.g_01425	Syar.g_00839, Syar.g_00841
OG0002704	Prbl.g_02035	Syar.g_00551
OG0002710	Prbl.g_01823	Syar.g_00818
OG0002711	Prbl.g_01607	Syar.g_01610
OG0002714	Prbl.g_01390	Syar.g_02057
OG0002720	Prbl.g_02361	Syar.g_02008, Syar.g_02605
OG0002795	Prbl.g_02031	Syar.g_00580, Syar.g_00579
OG0002797	Prbl.g_00390	Syar.g_02933
OG0002799	Prbl.g_01810	Syar.g_00924
OG0002800	Prbl.g_01707	Syar.g_01750
OG0002801	Prbl.g_02576	Syar.g_01383
OG0002802	Prbl.g_02512	Syar.g_01890
OG0002803	Prbl.g_01608	Syar.g_01609
OG0002846	Prbl.g_00917	Syar.g_03280
OG0002905	Prbl.g_02044	Syar.g_00603, Syar.g_00552
OG0002938	Prbl.g_02037	Syar.g_00581
OG0002940	Prbl.g_00122	Syar.g_02099
OG0003036	Prbl.g_01229	Syar.g_01874
OG0003037	Prbl.g_00543	Syar.g_03130
OG0003053	Prbl.g_00894	Syar.g_03060
OG0003056	Prbl.g_01018	Syar.g_02940
OG0003057	Prbl.g_01017	Syar.g_02939
OG0003058	Prbl.g_01016	Syar.g_02938
OG0003065	Prbl.g_01670	Syar.g_02033
OG0003091	Prbl.g_00123	Syar.g_02100
OG0003094	Prbl.g_00235	Syar.g_00847, Syar.g_00370
OG0003096	Prbl.g_02042	Syar.g_00578
OG0003097	Prbl.g_02045	Syar.g_00569
OG0003190	Prbl.g_01690	Syar.g_02001
OG0003202	Prbl.g_00621	Syar.g_02115
OG0003504	Prbl.g_01850	Syar.g_02598
OG0003507	Prbl.g_02041	Syar.g_00577
