Orthogroup	Syac	Syat
OG0002528	Syac.g_01036	Syat.g_00833
OG0002541	Syac.g_02066	Syat.g_01628
OG0002543	Syac.g_02367	Syat.g_02676
OG0002578	Syac.g_01632	Syat.g_02842
OG0002596	Syac.g_00469	Syat.g_00220
OG0002598	Syac.g_01118	Syat.g_00970
OG0002601	Syac.g_01037	Syat.g_00834
OG0002602	Syac.g_01008	Syat.g_02441
OG0002610	Syac.g_02023	Syat.g_01616
OG0002677	Syac.g_02227	Syat.g_01996
OG0002678	Syac.g_01959	Syat.g_00688
OG0002680	Syac.g_00481	Syat.g_00692
OG0002709	Syac.g_01535	Syat.g_02484
OG0002724	Syac.g_01538	Syat.g_01745, Syat.g_01744, Syat.g_01736, Syat.g_01737
OG0002739	Syac.g_02361	Syat.g_02791
OG0002804	Syac.g_01485	Syat.g_03348
OG0002853	Syac.g_01304	Syat.g_00136
OG0002864	Syac.g_01650	Syat.g_00654
OG0002872	Syac.g_02276	Syat.g_02825
OG0002982	Syac.g_00726	Syat.g_01155
OG0002983	Syac.g_01908	Syat.g_00358
OG0002985	Syac.g_00466	Syat.g_01432
OG0003258	Syac.g_00094	Syat.g_01880
OG0003515	Syac.g_00116	Syat.g_01139
OG0003556	Syac.g_01456	Syat.g_02575, Syat.g_02585
OG0003860	Syac.g_01169	Syat.g_00847
OG0003897	Syac.g_02151	Syat.g_00773
OG0004303	Syac.g_02348	Syat.g_02099
OG0004348	Syac.g_00103	Syat.g_02091, Syat.g_01128
OG0004349	Syac.g_00133	Syat.g_01143
OG0005046	Syac.g_00872	Syat.g_01144
OG0005842	Syac.g_00112	Syat.g_01126
