Orthogroup	Syar	Prah
OG0002496	Syar.g_02281	Prah.g_00633
OG0002566	Syar.g_02971	Prah.g_01708
OG0002572	Syar.g_02030	Prah.g_00533
OG0002573	Syar.g_00844	Prah.g_00404
OG0002578	Syar.g_00252	Prah.g_01596
OG0002638	Syar.g_02342	Prah.g_00988
OG0002647	Syar.g_00904	Prah.g_02475
OG0002711	Syar.g_01610	Prah.g_00535
OG0002714	Syar.g_02057	Prah.g_00440
OG0002720	Syar.g_02008, Syar.g_02605	Prah.g_00695
OG0002797	Syar.g_02933	Prah.g_01680
OG0002800	Syar.g_01750	Prah.g_01195
OG0002802	Syar.g_01890	Prah.g_00832
OG0002803	Syar.g_01609	Prah.g_00534
OG0003036	Syar.g_01874	Prah.g_00142
OG0003037	Syar.g_03130	Prah.g_01907
OG0003053	Syar.g_03060	Prah.g_02190
OG0003065	Syar.g_02033	Prah.g_01144
OG0003066	Syar.g_01209	Prah.g_02347
OG0003190	Syar.g_02001	Prah.g_01179
OG0003202	Syar.g_02115	Prah.g_00259
OG0003217	Syar.g_00600	Prah.g_00147
OG0003765	Syar.g_00654	Prah.g_02238
