Orthogroup	Syar	Syac
OG0002199	Syar.g_02432	Syac.g_00994
OG0002200	Syar.g_02808	Syac.g_01631
OG0002201	Syar.g_02176	Syac.g_01739
OG0002202	Syar.g_02177	Syac.g_01740
OG0002203	Syar.g_02178	Syac.g_01741
OG0002204	Syar.g_02196	Syac.g_01760
OG0002205	Syar.g_02293	Syac.g_01776
OG0002207	Syar.g_02313	Syac.g_01798
OG0002208	Syar.g_01464	Syac.g_01913
OG0002209	Syar.g_01126	Syac.g_02012
OG0002210	Syar.g_01101	Syac.g_02065
OG0002211	Syar.g_01065	Syac.g_02102
OG0002212	Syar.g_00896	Syac.g_02340
OG0002213	Syar.g_00312	Syac.g_02344
OG0002214	Syar.g_00449	Syac.g_02474
OG0002233	Syar.g_00265	Syac.g_01301
OG0002235	Syar.g_02621	Syac.g_01359
OG0002236	Syar.g_00871	Syac.g_02153
OG0002238	Syar.g_00738	Syac.g_01436
OG0002239	Syar.g_02678	Syac.g_01458
OG0002242	Syar.g_00279	Syac.g_00221
OG0002245	Syar.g_00967	Syac.g_01981
OG0002248	Syar.g_01693	Syac.g_00908
OG0002250	Syar.g_03084	Syac.g_00424
OG0002251	Syar.g_02880	Syac.g_00606
OG0002252	Syar.g_00694	Syac.g_00672
OG0002253	Syar.g_02770	Syac.g_00739
OG0002254	Syar.g_01556	Syac.g_01256
OG0002255	Syar.g_02518	Syac.g_01203
OG0002256	Syar.g_02069	Syac.g_00930
OG0002258	Syar.g_02197	Syac.g_01761
OG0002259	Syar.g_02350	Syac.g_01832
OG0002260	Syar.g_01730	Syac.g_01528
OG0002277	Syar.g_00541	Syac.g_00079
OG0002280	Syar.g_02685	Syac.g_01850
OG0002299	Syar.g_00970	Syac.g_01159
OG0002300	Syar.g_01877	Syac.g_01110
OG0002303	Syar.g_00968	Syac.g_01982
OG0002305	Syar.g_03125	Syac.g_00391
OG0002306	Syar.g_00699	Syac.g_02447
OG0002308	Syar.g_02935, Syar.g_02630	Syac.g_01350
OG0002309	Syar.g_01814	Syac.g_00843
OG0002332	Syar.g_00739	Syac.g_01437
OG0002333	Syar.g_00737	Syac.g_01435
OG0002340	Syar.g_00960	Syac.g_02299
OG0002349	Syar.g_02990	Syac.g_00658
OG0002351	Syar.g_00829	Syac.g_00256
OG0002354	Syar.g_02538	Syac.g_01183
OG0002355	Syar.g_02830	Syac.g_00463
OG0002402	Syar.g_01376	Syac.g_00869
OG0002404	Syar.g_00162	Syac.g_01273
OG0002405	Syar.g_02584	Syac.g_01136
OG0002406	Syar.g_02853	Syac.g_01044
OG0002408	Syar.g_02212	Syac.g_01027
OG0002429	Syar.g_03091	Syac.g_00418
OG0002463	Syar.g_01743	Syac.g_01685
OG0002466	Syar.g_03004	Syac.g_00643
OG0002468	Syar.g_01444	Syac.g_01525
OG0002469	Syar.g_01705	Syac.g_01506
OG0002520	Syar.g_03133	Syac.g_00530
OG0002522	Syar.g_01216	Syac.g_01081
OG0002525	Syar.g_02875	Syac.g_01091
OG0002526	Syar.g_03248	Syac.g_01071
OG0002527	Syar.g_00731	Syac.g_01038
OG0002528	Syar.g_00729	Syac.g_01036
OG0002541	Syar.g_01100	Syac.g_02066
OG0002543	Syar.g_00348	Syac.g_02367
OG0002578	Syar.g_00252	Syac.g_01632
OG0002598	Syar.g_02254	Syac.g_01118
OG0002601	Syar.g_00730	Syac.g_01037
OG0002602	Syar.g_00328	Syac.g_01008
OG0002610	Syar.g_01116	Syac.g_02023
OG0002677	Syar.g_00199	Syac.g_02227
OG0002678	Syar.g_02004	Syac.g_01959
OG0002680	Syar.g_01757	Syac.g_00481
OG0002710	Syar.g_00818	Syac.g_01580
OG0002724	Syar.g_00770, Syar.g_00780	Syac.g_01538
OG0002742	Syar.g_03239	Syac.g_01812
OG0002851	Syar.g_02016	Syac.g_00905
OG0002864	Syar.g_02006	Syac.g_01650
OG0002872	Syar.g_02916	Syac.g_02276
OG0002983	Syar.g_02454	Syac.g_01908
OG0002985	Syar.g_02832	Syac.g_00466
OG0002990	Syar.g_03279	Syac.g_01694
OG0003097	Syar.g_00569	Syac.g_00111
OG0003515	Syar.g_02404	Syac.g_00116
OG0003556	Syar.g_02266	Syac.g_01456
OG0003860	Syar.g_02041	Syac.g_01169
OG0004349	Syar.g_02365	Syac.g_00133
OG0005042	Syar.g_03124	Syac.g_00392
