Orthogroup	Syar	Praf
OG0002384	Syar.g_00354	Praf.g_00981, Praf.g_00982
OG0002390	Syar.g_01008	Praf.g_02504
OG0002391	Syar.g_00047	Praf.g_02631
OG0002429	Syar.g_03091	Praf.g_00269
OG0002430	Syar.g_02681	Praf.g_00653, Praf.g_00275
OG0002431	Syar.g_02682	Praf.g_00276, Praf.g_00652
OG0002443	Syar.g_02022	Praf.g_01706
OG0002444	Syar.g_00152, Syar.g_00843	Praf.g_01797
OG0002445	Syar.g_01281	Praf.g_01865, Praf.g_01867
OG0002447	Syar.g_01256	Praf.g_01929
OG0002495	Syar.g_02068	Praf.g_01079
OG0002496	Syar.g_02281	Praf.g_01564
OG0002566	Syar.g_02971	Praf.g_00451
OG0002572	Syar.g_02030	Praf.g_01658
OG0002573	Syar.g_00844	Praf.g_01798
OG0002578	Syar.g_00252	Praf.g_02167
OG0002638	Syar.g_02342	Praf.g_01200
OG0002647	Syar.g_00904	Praf.g_02609
OG0002704	Syar.g_00551	Praf.g_00139
OG0002710	Syar.g_00818	Praf.g_01181
OG0002711	Syar.g_01610	Praf.g_01656
OG0002714	Syar.g_02057	Praf.g_01753
OG0002795	Syar.g_00579	Praf.g_00137
OG0002795	Syar.g_00580	Praf.g_00136
OG0002797	Syar.g_02933	Praf.g_00476
OG0002799	Syar.g_00924	Praf.g_00972
OG0002800	Syar.g_01750	Praf.g_00987
OG0002801	Syar.g_01383	Praf.g_01295
OG0002802	Syar.g_01890	Praf.g_01356
OG0002803	Syar.g_01609	Praf.g_01657
OG0002899	Syar.g_00767, Syar.g_01995	Praf.g_01093
OG0002905	Syar.g_00552	Praf.g_00161
OG0003036	Syar.g_01874	Praf.g_00171
OG0003037	Syar.g_03130	Praf.g_00231
OG0003041	Syar.g_02071	Praf.g_01012
OG0003045	Syar.g_02005	Praf.g_01584
OG0003053	Syar.g_03060	Praf.g_02341
OG0003056	Syar.g_02940	Praf.g_02635
OG0003057	Syar.g_02939	Praf.g_02636
OG0003058	Syar.g_02938	Praf.g_02637
OG0003190	Syar.g_02001	Praf.g_01005
OG0003202	Syar.g_02115	Praf.g_01954
OG0003765	Syar.g_00654	Praf.g_02390
OG0004083	Syar.g_00828	Praf.g_01011
