Orthogroup	Syak	Syan
OG0002039	Syak.g_00866	Syan.g_02665
OG0002040	Syak.g_00865	Syan.g_02663
OG0002041	Syak.g_00475	Syan.g_00596
OG0002042	Syak.g_00496	Syan.g_00572
OG0002043	Syak.g_00546	Syan.g_00483
OG0002044	Syak.g_00614	Syan.g_00652
OG0002046	Syak.g_01134	Syan.g_02870
OG0002047	Syak.g_01217	Syan.g_02314
OG0002048	Syak.g_01285	Syan.g_02169
OG0002049	Syak.g_01365	Syan.g_02128
OG0002050	Syak.g_01440	Syan.g_02042
OG0002051	Syak.g_02090	Syan.g_03047
OG0002053	Syak.g_02277	Syan.g_00069
OG0002054	Syak.g_01851	Syan.g_01668
OG0002055	Syak.g_01848	Syan.g_01664
OG0002056	Syak.g_01477	Syan.g_02007
OG0002111	Syak.g_00568	Syan.g_00413
OG0002113	Syak.g_01754	Syan.g_01741
OG0002115	Syak.g_02424	Syan.g_01391
OG0002116	Syak.g_02450	Syan.g_01366
OG0002117	Syak.g_00877	Syan.g_02673
OG0002118	Syak.g_00819	Syan.g_02599
OG0002122	Syak.g_00699	Syan.g_00009
OG0002124	Syak.g_00587	Syan.g_00400
OG0002126	Syak.g_01540	Syan.g_00063
OG0002127	Syak.g_02137	Syan.g_03001, Syan.g_02264
OG0002128	Syak.g_01123	Syan.g_02541
OG0002129	Syak.g_01057	Syan.g_01329
OG0002130	Syak.g_00934	Syan.g_01211
OG0002131	Syak.g_01841	Syan.g_01672
OG0002132	Syak.g_01847	Syan.g_01663
OG0002133	Syak.g_01849	Syan.g_01665
OG0002134	Syak.g_01632	Syan.g_01917
OG0002135	Syak.g_02387	Syan.g_01437
OG0002136	Syak.g_02388	Syan.g_01436
OG0002138	Syak.g_00090	Syan.g_02671
OG0002139	Syak.g_00681	Syan.g_02551
OG0002142	Syak.g_01025	Syan.g_01292
OG0002143	Syak.g_01210	Syan.g_00538
OG0002144	Syak.g_01359	Syan.g_01138
OG0002145	Syak.g_01002	Syan.g_02552
OG0002145	Syak.g_00123	Syan.g_02580, Syan.g_00825, Syan.g_00824
OG0002159	Syak.g_01677	Syan.g_02957
OG0002160	Syak.g_00690	Syan.g_01474
OG0002163	Syak.g_01914, Syak.g_01920, Syak.g_01911	Syan.g_01588
OG0002166	Syak.g_00693	Syan.g_02512, Syan.g_02676
OG0002167	Syak.g_00060	Syan.g_02931
OG0002168	Syak.g_00760	Syan.g_03109
OG0002169	Syak.g_01218	Syan.g_02313
OG0002170	Syak.g_01249	Syan.g_02148
OG0002172	Syak.g_01999	Syan.g_01517
OG0002173	Syak.g_02014	Syan.g_03104
OG0002174	Syak.g_01890	Syan.g_01153
OG0002178	Syak.g_01845	Syan.g_01662
OG0002179	Syak.g_01563	Syan.g_01939
OG0002180	Syak.g_01467	Syan.g_02016
OG0002181	Syak.g_01437	Syan.g_02045
OG0002182	Syak.g_01418	Syan.g_01370
OG0002183	Syak.g_02221	Syan.g_02944
OG0002184	Syak.g_02225	Syan.g_02940
OG0002185	Syak.g_02237	Syan.g_02924
OG0002186	Syak.g_02389	Syan.g_01435
OG0002187	Syak.g_02390	Syan.g_01434
OG0002188	Syak.g_02421	Syan.g_01394
OG0002189	Syak.g_02422	Syan.g_01393
OG0002190	Syak.g_02464	Syan.g_01352
OG0002191	Syak.g_01197	Syan.g_02391
OG0002192	Syak.g_00864	Syan.g_02664
OG0002194	Syak.g_00677	Syan.g_02577
OG0002195	Syak.g_00378	Syan.g_00736
OG0002196	Syak.g_00420	Syan.g_00705
OG0002197	Syak.g_00468	Syan.g_00605
OG0002198	Syak.g_00055	Syan.g_00793
OG0002199	Syak.g_00050	Syan.g_00798
OG0002200	Syak.g_01042	Syan.g_01275
OG0002201	Syak.g_02741	Syan.g_01017
OG0002202	Syak.g_02740	Syan.g_01016
OG0002203	Syak.g_02739	Syan.g_01015
OG0002204	Syak.g_02720	Syan.g_00959
OG0002205	Syak.g_02700	Syan.g_00883
OG0002206	Syak.g_02688	Syan.g_00269, Syan.g_00873
OG0002207	Syak.g_02678	Syan.g_00863
OG0002208	Syak.g_02568	Syan.g_02769
OG0002209	Syak.g_01238	Syan.g_02136
OG0002210	Syak.g_01277	Syan.g_02161
OG0002211	Syak.g_01313	Syan.g_02207
OG0002212	Syak.g_01954	Syan.g_01550
OG0002213	Syak.g_01950	Syan.g_01554
OG0002214	Syak.g_01815	Syan.g_01689
OG0002229	Syak.g_01705	Syan.g_01871
OG0002230	Syak.g_01601	Syan.g_01085
OG0002231	Syak.g_00924	Syan.g_00837
OG0002239	Syak.g_02442	Syan.g_01177
OG0002241	Syak.g_01135	Syan.g_02871
OG0002243	Syak.g_01961	Syan.g_03098
OG0002245	Syak.g_01208	Syan.g_00536
OG0002247	Syak.g_02693	Syan.g_00877
OG0002250	Syak.g_02220	Syan.g_02945
OG0002251	Syak.g_02467	Syan.g_01348
OG0002253	Syak.g_00923	Syan.g_01201
OG0002254	Syak.g_00663	Syan.g_00346
OG0002255	Syak.g_00483	Syan.g_00587
OG0002257	Syak.g_00104	Syan.g_00407
OG0002258	Syak.g_02719	Syan.g_00958
OG0002259	Syak.g_02644	Syan.g_01162
OG0002260	Syak.g_00682	Syan.g_02550
OG0002277	Syak.g_01720	Syan.g_01707
OG0002280	Syak.g_02630	Syan.g_01185
OG0002281	Syak.g_02701	Syan.g_00885
OG0002288	Syak.g_02637	Syan.g_00211
OG0002289	Syak.g_01137	Syan.g_02873
OG0002290	Syak.g_01159, Syak.g_01153	Syan.g_00113
OG0002292	Syak.g_02069	Syan.g_03073
OG0002296	Syak.g_01070	Syan.g_02814
OG0002297	Syak.g_01052	Syan.g_01266
OG0002298	Syak.g_00487	Syan.g_00582
OG0002299	Syak.g_00524	Syan.g_00545
OG0002300	Syak.g_00101	Syan.g_00134
OG0002301	Syak.g_00023	Syan.g_00426
OG0002302	Syak.g_02553	Syan.g_02785
OG0002303	Syak.g_01209	Syan.g_00537
OG0002305	Syak.g_02187	Syan.g_02979
OG0002308	Syak.g_00425	Syan.g_01405, Syan.g_00699
OG0002309	Syak.g_00607	Syan.g_00377
OG0002328	Syak.g_02208	Syan.g_02961
OG0002330	Syak.g_00716	Syan.g_00288
OG0002335	Syak.g_02647	Syan.g_00263
OG0002339	Syak.g_01553	Syan.g_02261
OG0002343	Syak.g_01408	Syan.g_02093
OG0002347	Syak.g_02378	Syan.g_01444
OG0002351	Syak.g_01502	Syan.g_01990
OG0002353	Syak.g_00446	Syan.g_00677
OG0002354	Syak.g_00502	Syan.g_00566
OG0002355	Syak.g_00244	Syan.g_00649
OG0002356	Syak.g_01146	Syan.g_02877
OG0002357	Syak.g_00100	Syan.g_01388
OG0002358	Syak.g_01193	Syan.g_02394
OG0002359	Syak.g_01078	Syan.g_02822
OG0002382	Syak.g_02583	Syan.g_02755
OG0002391	Syak.g_02164	Syan.g_02293
OG0002396	Syak.g_01340	Syan.g_02234
OG0002402	Syak.g_00758	Syan.g_00308
OG0002404	Syak.g_01497	Syan.g_02089
OG0002405	Syak.g_00550	Syan.g_00478
OG0002406	Syak.g_00139	Syan.g_00349
OG0002407	Syak.g_00165	Syan.g_00784
OG0002408	Syak.g_00204	Syan.g_00457
OG0002409	Syak.g_01894	Syan.g_01620
OG0002410	Syak.g_01824	Syan.g_01681
OG0002411	Syak.g_00617	Syan.g_00655
OG0002430	Syak.g_02634	Syan.g_01277
OG0002431	Syak.g_02633	Syan.g_01278
OG0002440	Syak.g_00647	Syan.g_00038
OG0002443	Syak.g_02039	Syan.g_00620
OG0002447	Syak.g_01136	Syan.g_02872
OG0002449	Syak.g_01835	Syan.g_01657
OG0002452	Syak.g_01837	Syan.g_01655
OG0002458	Syak.g_01859	Syan.g_00083
OG0002459	Syak.g_01861	Syan.g_00081
OG0002460	Syak.g_01862	Syan.g_00080
OG0002466	Syak.g_02338	Syan.g_01475
OG0002468	Syak.g_00679	Syan.g_02559
OG0002469	Syak.g_00817	Syan.g_02597
OG0002470	Syak.g_00279	Syan.g_00154
OG0002471	Syak.g_00252	Syan.g_00522
OG0002474	Syak.g_01361	Syan.g_00368
OG0002475	Syak.g_01077	Syan.g_02821
OG0002476	Syak.g_00160	Syan.g_00318
OG0002494	Syak.g_02712	Syan.g_00953
OG0002519	Syak.g_01567	Syan.g_01934
OG0002520	Syak.g_02403	Syan.g_01420
OG0002522	Syak.g_02484	Syan.g_02411
OG0002527	Syak.g_00222	Syan.g_00439
OG0002528	Syak.g_00220	Syan.g_00437
OG0002529	Syak.g_00187	Syan.g_00458
OG0002537	Syak.g_00051	Syan.g_03070
OG0002539	Syak.g_01927	Syan.g_01579
OG0002540	Syak.g_01858	Syan.g_00084
OG0002541	Syak.g_01278	Syan.g_02162
OG0002542	Syak.g_00620	Syan.g_00109
OG0002566	Syak.g_02382	Syan.g_00976
OG0002568	Syak.g_02726	Syan.g_01735
OG0002572	Syak.g_02758	Syan.g_00204
OG0002577	Syak.g_01177	Syan.g_00998
OG0002591	Syak.g_00217	Syan.g_00132
OG0002592	Syak.g_01960	Syan.g_01541
OG0002593	Syak.g_02486	Syan.g_02412
OG0002597	Syak.g_02376	Syan.g_01447
OG0002601	Syak.g_00221	Syan.g_00438
OG0002602	Syak.g_00247	Syan.g_00417
OG0002607	Syak.g_01117	Syan.g_02845
OG0002611	Syak.g_01565	Syan.g_01936
OG0002637	Syak.g_00277	Syan.g_00962
OG0002640	Syak.g_00266	Syan.g_00405
OG0002647	Syak.g_01959	Syan.g_01546
OG0002677	Syak.g_01433	Syan.g_02050
OG0002678	Syak.g_00058	Syan.g_02632
OG0002679	Syak.g_00769	Syan.g_00285
OG0002680	Syak.g_00660	Syan.g_00348
OG0002681	Syak.g_02659	Syan.g_00197
OG0002683	Syak.g_01141	Syan.g_02864, Syan.g_02862
OG0002685	Syak.g_00167	Syan.g_00447
OG0002700	Syak.g_02288	Syan.g_02461
OG0002731	Syak.g_02036	Syan.g_00342
OG0002737	Syak.g_02367	Syan.g_01454
OG0002743	Syak.g_00530	Syan.g_00251
OG0002745	Syak.g_00996	Syan.g_01919
OG0002750	Syak.g_02648, Syak.g_02649	Syan.g_00266
OG0002753	Syak.g_02316	Syan.g_00513
OG0002755	Syak.g_01001	Syan.g_02554
OG0002757	Syak.g_00823	Syan.g_01246
OG0002760	Syak.g_02751	Syan.g_01027
OG0002763	Syak.g_01096	Syan.g_01157
OG0002765	Syak.g_00312	Syan.g_02342
OG0002855	Syak.g_00543	Syan.g_00255
OG0002857	Syak.g_02594	Syan.g_02744
OG0002864	Syak.g_01161	Syan.g_01175
OG0002870	Syak.g_02233	Syan.g_02929
OG0002907	Syak.g_01879	Syan.g_01631
OG0002934	Syak.g_01107	Syan.g_02077, Syan.g_01561
OG0002989	Syak.g_00089	Syan.g_01023
OG0002996	Syak.g_00218	Syan.g_03096
OG0002997	Syak.g_00198	Syan.g_00432, Syan.g_02360, Syan.g_02491
OG0002998	Syak.g_00093	Syan.g_00644
OG0002999	Syak.g_00849	Syan.g_02647
OG0003000	Syak.g_01059	Syan.g_01331
OG0003002	Syak.g_00190	Syan.g_01240
OG0003003	Syak.g_00208	Syan.g_00049
OG0003066	Syak.g_00667	Syan.g_02796, Syan.g_02004
OG0003090	Syak.g_01745	Syan.g_01956, Syan.g_01960
OG0003097	Syak.g_01657	Syan.g_01802
OG0003128	Syak.g_00417	Syan.g_00707
OG0003131	Syak.g_00005	Syan.g_00025
OG0003134	Syak.g_02230	Syan.g_02935
OG0003135	Syak.g_02070	Syan.g_03072
OG0003136	Syak.g_01887	Syan.g_01034
OG0003142	Syak.g_00133	Syan.g_02952
OG0003152	Syak.g_02018	Syan.g_02385, Syan.g_02383
OG0003253	Syak.g_01533	Syan.g_01963
OG0003262	Syak.g_01604, Syak.g_01603	Syan.g_01086
OG0003286	Syak.g_00808	Syan.g_00088
OG0003287	Syak.g_00939	Syan.g_02898
OG0003306	Syak.g_01143	Syan.g_02866
OG0003307	Syak.g_01144	Syan.g_02868, Syan.g_02867
OG0003311	Syak.g_00136	Syan.g_00595
OG0003312	Syak.g_00207	Syan.g_00051
OG0003316	Syak.g_00189	Syan.g_01239
OG0003317	Syak.g_00209	Syan.g_00048
OG0003319	Syak.g_02052	Syan.g_00209
OG0003402	Syak.g_01109	Syan.g_02172
OG0003538	Syak.g_00695	Syan.g_00229
OG0003545	Syak.g_00148	Syan.g_00093
OG0003548	Syak.g_00299	Syan.g_02335
OG0003551	Syak.g_02592	Syan.g_02746
OG0003572	Syak.g_02054, Syak.g_01166	Syan.g_03093
OG0003575	Syak.g_00210	Syan.g_00047
OG0003827	Syak.g_01371	Syan.g_01946
OG0003876	Syak.g_00298	Syan.g_02336
OG0003877	Syak.g_02042	Syan.g_00034
OG0003887	Syak.g_02047	Syan.g_02600
OG0003922	Syak.g_01619, Syak.g_01588	Syan.g_01080
OG0003941	Syak.g_00151	Syan.g_00104, Syan.g_01583
OG0003942	Syak.g_00288	Syan.g_00420
OG0003943	Syak.g_00985	Syan.g_02899
OG0004095	Syak.g_00206	Syan.g_01614
OG0004394	Syak.g_01142	Syan.g_02865
OG0004401	Syak.g_02056	Syan.g_03091
OG0004402	Syak.g_02055	Syan.g_03092
OG0004408	Syak.g_00265	Syan.g_02333
OG0004410	Syak.g_00953	Syan.g_01236
OG0004412	Syak.g_01672	Syan.g_02254
OG0004413	Syak.g_02301	Syan.g_02417
OG0005126	Syak.g_02504	Syan.g_00045
OG0005178	Syak.g_01979	Syan.g_02174
OG0005179	Syak.g_02472	Syan.g_01344
OG0006158	Syak.g_01611	Syan.g_01084
OG0006159	Syak.g_01613	Syan.g_01082
OG0006160	Syak.g_01620	Syan.g_01079
