Orthogroup	Syas	Prbl
OG0002635	Syas.g_00117	Prbl.g_02076
OG0002637	Syas.g_00895	Prbl.g_01698
OG0002638	Syas.g_00953	Prbl.g_00727
OG0002643	Syas.g_00924	Prbl.g_02292
OG0002648	Syas.g_00058	Prbl.g_02247
OG0002649	Syas.g_00057	Prbl.g_02246
OG0002650	Syas.g_00056	Prbl.g_02245
OG0002667	Syas.g_01855	Prbl.g_02613
OG0002668	Syas.g_00079, Syas.g_01447	Prbl.g_01425
OG0002710	Syas.g_02300	Prbl.g_01823
OG0002711	Syas.g_01097	Prbl.g_01607
OG0002714	Syas.g_00925	Prbl.g_01390
OG0002720	Syas.g_00630	Prbl.g_02361
OG0002799	Syas.g_00370	Prbl.g_01810
OG0002800	Syas.g_00131	Prbl.g_01707
OG0002801	Syas.g_00987	Prbl.g_02576
OG0002845	Syas.g_02450	Prbl.g_01227
OG0002906	Syas.g_00115	Prbl.g_01809
OG0002913	Syas.g_01714	Prbl.g_02207
OG0002914	Syas.g_02757	Prbl.g_02206
OG0002942	Syas.g_01020	Prbl.g_01005
OG0003036	Syas.g_00483	Prbl.g_01229
OG0003037	Syas.g_00521	Prbl.g_00543
OG0003040	Syas.g_02754	Prbl.g_01741
OG0003090	Syas.g_02619	Prbl.g_00671
OG0003094	Syas.g_00075, Syas.g_02542	Prbl.g_00235
OG0003504	Syas.g_00938	Prbl.g_01850
