Orthogroup	Syas	Prbk
OG0002573	Syas.g_00083	Prbk.g_00263
OG0002593	Syas.g_01437	Prbk.g_02696
OG0002634	Syas.g_02558	Prbk.g_01518
OG0002635	Syas.g_00117	Prbk.g_01027
OG0002637	Syas.g_00895	Prbk.g_01688
OG0002638	Syas.g_00953	Prbk.g_01956
OG0002643	Syas.g_00924	Prbk.g_02512
OG0002648	Syas.g_00058	Prbk.g_02152
OG0002649	Syas.g_00057	Prbk.g_02153
OG0002650	Syas.g_00056	Prbk.g_02154
OG0002667	Syas.g_01855	Prbk.g_01733
OG0002668	Syas.g_00079, Syas.g_01447	Prbk.g_00445
OG0002710	Syas.g_02300	Prbk.g_01850
OG0002711	Syas.g_01097	Prbk.g_02599
OG0002714	Syas.g_00925	Prbk.g_00704
OG0002720	Syas.g_00630	Prbk.g_02442
OG0002799	Syas.g_00370	Prbk.g_02662
OG0002800	Syas.g_00131	Prbk.g_01679
OG0002801	Syas.g_00987	Prbk.g_00628
OG0002845	Syas.g_02450	Prbk.g_01486
OG0002906	Syas.g_00115	Prbk.g_02663
OG0002913	Syas.g_01714	Prbk.g_02192
OG0002914	Syas.g_02757	Prbk.g_02193
OG0002942	Syas.g_01020	Prbk.g_00042, Prbk.g_00939
OG0003036	Syas.g_00483	Prbk.g_01488
OG0003037	Syas.g_00521	Prbk.g_00002
OG0003040	Syas.g_02754	Prbk.g_01164
OG0003090	Syas.g_02619	Prbk.g_00347
OG0003094	Syas.g_00075, Syas.g_02542	Prbk.g_00266
OG0003504	Syas.g_00938	Prbk.g_01824
