Orthogroup	Syas	Syah
OG0002355	Syas.g_00484	Syah.g_02469
OG0002357	Syas.g_02694	Syah.g_00455
OG0002369	Syas.g_02628	Syah.g_00222
OG0002395	Syas.g_01365	Syah.g_00117
OG0002401	Syas.g_00398	Syah.g_02146
OG0002402	Syas.g_00990	Syah.g_02059
OG0002403	Syas.g_01041	Syah.g_01405
OG0002404	Syas.g_01695	Syah.g_01716
OG0002408	Syas.g_00825	Syah.g_01886
OG0002429	Syas.g_02444	Syah.g_02516
OG0002452	Syas.g_01976	Syah.g_00410
OG0002462	Syas.g_01800	Syah.g_02440
OG0002464	Syas.g_02507	Syah.g_01056
OG0002469	Syas.g_01085	Syah.g_01401
OG0002524	Syas.g_01403	Syah.g_01554
OG0002525	Syas.g_02739	Syah.g_01537
OG0002526	Syas.g_01781	Syah.g_01841
OG0002527	Syas.g_02762	Syah.g_01874
OG0002528	Syas.g_02760	Syah.g_01876
OG0002543	Syas.g_01899	Syah.g_00492
OG0002589	Syas.g_00896	Syah.g_01482
OG0002601	Syas.g_02761	Syah.g_01875
OG0002602	Syas.g_00128	Syah.g_01905
OG0002678	Syas.g_00653	Syah.g_00917
OG0002680	Syas.g_00202	Syah.g_02452
OG0002710	Syas.g_02300	Syah.g_01336
OG0002732	Syas.g_02223	Syah.g_01457
OG0002749	Syas.g_00501, Syas.g_00613	Syah.g_01083, Syah.g_01080
OG0002753	Syas.g_00958	Syah.g_00682
OG0002847	Syas.g_02527	Syah.g_02474, Syah.g_02477
OG0002872	Syas.g_02283	Syah.g_00603
OG0002931	Syas.g_00897	Syah.g_01483
OG0002932	Syas.g_02224	Syah.g_01458
OG0002933	Syas.g_02225	Syah.g_01459
OG0002936	Syas.g_01384	Syah.g_01355
OG0002943	Syas.g_02634	Syah.g_02437
OG0002944	Syas.g_02635	Syah.g_02436
OG0002945	Syas.g_02636	Syah.g_02435
OG0002946	Syas.g_02638	Syah.g_02433
OG0002947	Syas.g_02639	Syah.g_02432
OG0002948	Syas.g_02640	Syah.g_02430
OG0002949	Syas.g_02641	Syah.g_02429
OG0002950	Syas.g_02642	Syah.g_02428
OG0002955	Syas.g_02611	Syah.g_02248
OG0002956	Syas.g_02610	Syah.g_02249
OG0002957	Syas.g_02612	Syah.g_02247
OG0002958	Syas.g_02613	Syah.g_02246
OG0003046	Syas.g_02372	Syah.g_00680
OG0003295	Syas.g_02620	Syah.g_00330
OG0003298	Syas.g_00434	Syah.g_00920
