Orthogroup	Syan	Syai
OG0002167	Syan.g_02931	Syai.g_00715
OG0002168	Syan.g_03109	Syai.g_02023
OG0002169	Syan.g_02313	Syai.g_00513
OG0002170	Syan.g_02148	Syai.g_00482
OG0002174	Syan.g_01153	Syai.g_02833
OG0002178	Syan.g_01662	Syai.g_02882
OG0002179	Syan.g_01939	Syai.g_00162
OG0002180	Syan.g_02016	Syai.g_00251
OG0002181	Syan.g_02045	Syai.g_00281
OG0002182	Syan.g_01370	Syai.g_00299
OG0002183	Syan.g_02944	Syai.g_02505
OG0002184	Syan.g_02940	Syai.g_02502
OG0002185	Syan.g_02924	Syai.g_02492
OG0002186	Syan.g_01435	Syai.g_02405
OG0002187	Syan.g_01434	Syai.g_02404
OG0002188	Syan.g_01394	Syai.g_02371
OG0002189	Syan.g_01393	Syai.g_02370
OG0002190	Syan.g_01352	Syai.g_02314
OG0002191	Syan.g_02391	Syai.g_00850
OG0002192	Syan.g_02664	Syai.g_02118
OG0002194	Syan.g_02577	Syai.g_01821
OG0002196	Syan.g_00705	Syai.g_01308
OG0002197	Syan.g_00605	Syai.g_01458
OG0002198	Syan.g_00793	Syai.g_01124
OG0002199	Syan.g_00798	Syai.g_01119
OG0002200	Syan.g_01275	Syai.g_00954
OG0002201	Syan.g_01017	Syai.g_00811
OG0002202	Syan.g_01016	Syai.g_00810
OG0002203	Syan.g_01015	Syai.g_00809
OG0002204	Syan.g_00959	Syai.g_00787
OG0002205	Syan.g_00883	Syai.g_00768
OG0002206	Syan.g_00269, Syan.g_00873	Syai.g_00755
OG0002207	Syan.g_00863	Syai.g_00745
OG0002208	Syan.g_02769	Syai.g_00631
OG0002209	Syan.g_02136	Syai.g_00494
OG0002210	Syan.g_02161	Syai.g_00433
OG0002211	Syan.g_02207	Syai.g_00396
OG0002212	Syan.g_01550	Syai.g_02757
OG0002213	Syan.g_01554	Syai.g_02764
OG0002214	Syan.g_01689	Syai.g_02910
OG0002230	Syan.g_01836, Syan.g_01085	Syai.g_00201
OG0002239	Syan.g_01177	Syai.g_01737
OG0002243	Syan.g_01545	Syai.g_02752
OG0002244	Syan.g_00387	Syai.g_01672
OG0002245	Syan.g_00536	Syai.g_00524
OG0002247	Syan.g_00877	Syai.g_00761
OG0002248	Syan.g_00727	Syai.g_01984
OG0002250	Syan.g_02945	Syai.g_02506
OG0002251	Syan.g_01348	Syai.g_02311
OG0002253	Syan.g_01201	Syai.g_02166
OG0002254	Syan.g_00346	Syai.g_01419
OG0002255	Syan.g_00587	Syai.g_01475
OG0002257	Syan.g_00407	Syai.g_01149
OG0002258	Syan.g_00958	Syai.g_00786
OG0002259	Syan.g_01162	Syai.g_00712
OG0002260	Syan.g_02550	Syai.g_01828
OG0002281	Syan.g_00885	Syai.g_00770, Syai.g_00769
OG0002285	Syan.g_00499	Syai.g_01546
OG0002286	Syan.g_02249	Syai.g_02737
OG0002291	Syan.g_03057	Syai.g_02653
OG0002296	Syan.g_02814	Syai.g_00917
OG0002297	Syan.g_01266	Syai.g_01942
OG0002298	Syan.g_00582	Syai.g_01479
OG0002299	Syan.g_00545	Syai.g_01523
OG0002300	Syan.g_00134	Syai.g_01597
OG0002301	Syan.g_00426	Syai.g_01080
OG0002302	Syan.g_02785	Syai.g_00616
OG0002303	Syan.g_00537	Syai.g_00523
OG0002305	Syan.g_02979	Syai.g_02545
OG0002306	Syan.g_00129	Syai.g_02883
OG0002309	Syan.g_00377	Syai.g_02048
OG0002328	Syan.g_02961	Syai.g_02526
OG0002330	Syan.g_00288	Syai.g_01735
OG0002339	Syan.g_02261	Syai.g_00171
OG0002343	Syan.g_02093	Syai.g_00308
OG0002351	Syan.g_01990	Syai.g_00223
OG0002352	Syan.g_00287, Syan.g_02415	Syai.g_02133
OG0002353	Syan.g_00677	Syai.g_01351
OG0002355	Syan.g_00649	Syai.g_01917
OG0002356	Syan.g_02877	Syai.g_00854
OG0002357	Syan.g_01388	Syai.g_02837
OG0002358	Syan.g_02394	Syai.g_02230
OG0002359	Syan.g_02822	Syai.g_00909
OG0002385	Syan.g_02248	Syai.g_02739
OG0002389	Syan.g_02178	Syai.g_00424
OG0002393	Syan.g_02933	Syai.g_00792, Syai.g_00791, Syai.g_00795
OG0002396	Syan.g_02234	Syai.g_00369
OG0002399	Syan.g_01314	Syai.g_02812
OG0002404	Syan.g_02089	Syai.g_01400
OG0002405	Syan.g_00478	Syai.g_01560
OG0002406	Syan.g_00349	Syai.g_01186
OG0002407	Syan.g_00784	Syai.g_01666, Syai.g_01667
OG0002409	Syan.g_01620	Syai.g_02829
OG0002410	Syan.g_01681	Syai.g_01167
OG0002411	Syan.g_00655	Syai.g_02036
OG0002416	Syan.g_00137	Syai.g_01181
OG0002452	Syan.g_01655	Syai.g_02893
OG0002458	Syan.g_00083	Syai.g_02870
OG0002459	Syan.g_00081	Syai.g_02868
OG0002460	Syan.g_00080	Syai.g_02867
OG0002468	Syan.g_02559	Syai.g_01824, Syai.g_01823, Syai.g_01825
OG0002469	Syan.g_02597	Syai.g_01786
OG0002470	Syan.g_00154	Syai.g_01733
OG0002471	Syan.g_00522	Syai.g_01625
OG0002474	Syan.g_00368	Syai.g_00345
OG0002475	Syan.g_02821	Syai.g_00910
OG0002520	Syan.g_01420	Syai.g_02391
OG0002522	Syan.g_02411	Syai.g_02294
OG0002529	Syan.g_00458	Syai.g_01624
OG0002530	Syan.g_00894	Syai.g_01176
OG0002531	Syan.g_00220	Syai.g_01175
OG0002537	Syan.g_03070	Syai.g_02664
OG0002540	Syan.g_00084	Syai.g_02871
OG0002545	Syan.g_01544	Syai.g_01595
OG0002547	Syan.g_00403	Syai.g_00851
OG0002581	Syan.g_02800	Syai.g_01494, Syai.g_01331
OG0002591	Syan.g_00132	Syai.g_01187
OG0002597	Syan.g_01447	Syai.g_01591
OG0002602	Syan.g_00417	Syai.g_01638
OG0002603	Syan.g_00182	Syai.g_01160
OG0002604	Syan.g_00178	Syai.g_01150
OG0002610	Syan.g_02146	Syai.g_00484
OG0002640	Syan.g_00405	Syai.g_00772
OG0002667	Syan.g_02838	Syai.g_01161
OG0002675	Syan.g_00548	Syai.g_00344
OG0002685	Syan.g_00447	Syai.g_01644
OG0002745	Syan.g_01919	Syai.g_00557
OG0002752	Syan.g_01608	Syai.g_02886
OG0002756	Syan.g_00427	Syai.g_01674
OG0002873	Syan.g_01051	Syai.g_01845, Syai.g_01862
OG0002874	Syan.g_00982	Syai.g_01266
OG0002875	Syan.g_00983	Syai.g_01267
OG0002876	Syan.g_00985	Syai.g_01268
OG0002877	Syan.g_00987	Syai.g_01269
OG0002878	Syan.g_00988	Syai.g_01270
OG0002965	Syan.g_01536	Syai.g_01864
OG0002995	Syan.g_00410	Syai.g_01133, Syai.g_01696
OG0003086	Syan.g_01315	Syai.g_01001, Syai.g_01011
OG0003308	Syan.g_02634	Syai.g_02198
OG0003314	Syan.g_01066	Syai.g_01869, Syai.g_00471, Syai.g_01852, Syai.g_02096
OG0003315	Syan.g_02480, Syan.g_02474, Syan.g_02548, Syan.g_01484	Syai.g_00929
OG0003562	Syan.g_00122, Syan.g_00123	Syai.g_02200
OG0003563	Syan.g_00119, Syan.g_00130	Syai.g_02205
OG0003569	Syan.g_01537, Syan.g_01538	Syai.g_02728, Syai.g_02729, Syai.g_02727
OG0003900	Syan.g_00090	Syai.g_00548
OG0003910	Syan.g_00118	Syai.g_02197
OG0003911	Syan.g_00120	Syai.g_02199
OG0003912	Syan.g_00124	Syai.g_02201
OG0003913	Syan.g_00125	Syai.g_02203
OG0003926	Syan.g_01142	Syai.g_02923
OG0003940	Syan.g_02382	Syai.g_01812
OG0004387	Syan.g_01327	Syai.g_02435
OG0004406	Syan.g_01047	Syai.g_01839, Syai.g_01858
OG0006132	Syan.g_01042	Syai.g_02463
