Orthogroup	Syan	Syae
OG0002160	Syan.g_01474	Syae.g_00749
OG0002163	Syan.g_01588	Syae.g_01592
OG0002166	Syan.g_02512, Syan.g_02676	Syae.g_00754
OG0002168	Syan.g_03109	Syae.g_00810
OG0002170	Syan.g_02148	Syae.g_02188
OG0002172	Syan.g_01517	Syae.g_01524
OG0002173	Syan.g_03104	Syae.g_01511
OG0002174	Syan.g_01153	Syae.g_01615
OG0002178	Syan.g_01662	Syae.g_01659
OG0002179	Syan.g_01939	Syae.g_01872
OG0002180	Syan.g_02016	Syae.g_01961
OG0002181	Syan.g_02045	Syae.g_01991
OG0002182	Syan.g_01370	Syae.g_02010
OG0002183	Syan.g_02944	Syae.g_01331
OG0002184	Syan.g_02940	Syae.g_01328
OG0002185	Syan.g_02924	Syae.g_01321
OG0002186	Syan.g_01435	Syae.g_01191
OG0002187	Syan.g_01434	Syae.g_01190
OG0002188	Syan.g_01394	Syae.g_01158
OG0002189	Syan.g_01393	Syae.g_01157
OG0002190	Syan.g_01352	Syae.g_01116
OG0002191	Syan.g_02391	Syae.g_00999
OG0002194	Syan.g_02577	Syae.g_00703
OG0002195	Syan.g_00736	Syae.g_00570
OG0002196	Syan.g_00705	Syae.g_00535
OG0002197	Syan.g_00605	Syae.g_00396
OG0002198	Syan.g_00793	Syae.g_00094
OG0002199	Syan.g_00798	Syae.g_00089
OG0002200	Syan.g_01275	Syae.g_02652
OG0002201	Syan.g_01017	Syae.g_02472
OG0002202	Syan.g_01016	Syae.g_02471
OG0002203	Syan.g_01015	Syae.g_02470
OG0002204	Syan.g_00959	Syae.g_02453
OG0002205	Syan.g_00883	Syae.g_02437
OG0002206	Syan.g_00269, Syan.g_00873	Syae.g_02423
OG0002207	Syan.g_00863	Syae.g_02413
OG0002208	Syan.g_02769	Syae.g_02302
OG0002209	Syan.g_02136	Syae.g_02200
OG0002210	Syan.g_02161	Syae.g_02152
OG0002211	Syan.g_02207	Syae.g_02117
OG0002212	Syan.g_01550	Syae.g_01555
OG0002213	Syan.g_01554	Syae.g_01559
OG0002214	Syan.g_01689	Syae.g_01690
OG0002227	Syan.g_00243	Syae.g_01585
OG0002235	Syan.g_00710	Syae.g_00539
OG0002241	Syan.g_02871	Syae.g_02516
OG0002244	Syan.g_00387	Syae.g_00191
OG0002245	Syan.g_00536	Syae.g_02226
OG0002247	Syan.g_00877	Syae.g_02430
OG0002248	Syan.g_00727	Syae.g_00768
OG0002250	Syan.g_02945	Syae.g_01332
OG0002251	Syan.g_01348	Syae.g_01112
OG0002253	Syan.g_01201	Syae.g_00949
OG0002254	Syan.g_00346	Syae.g_00435
OG0002255	Syan.g_00587	Syae.g_00381
OG0002257	Syan.g_00407	Syae.g_00127
OG0002258	Syan.g_00958	Syae.g_02452
OG0002259	Syan.g_01162	Syae.g_02378
OG0002260	Syan.g_02550	Syae.g_00708
OG0002277	Syan.g_01707	Syae.g_01786
OG0002280	Syan.g_01185	Syae.g_02362
OG0002285	Syan.g_00499	Syae.g_00329
OG0002296	Syan.g_02814	Syae.g_02627
OG0002297	Syan.g_01266	Syae.g_00741
OG0002298	Syan.g_00582	Syae.g_00377
OG0002299	Syan.g_00545	Syae.g_00339
OG0002300	Syan.g_00134	Syae.g_00280
OG0002301	Syan.g_00426	Syae.g_01135
OG0002302	Syan.g_02785	Syae.g_02287
OG0002303	Syan.g_00537	Syae.g_02225
OG0002305	Syan.g_02979	Syae.g_01368
OG0002306	Syan.g_00129	Syae.g_01660
OG0002308	Syan.g_01405, Syan.g_00699	Syae.g_00530
OG0002309	Syan.g_00377	Syae.g_00836
OG0002339	Syan.g_02261	Syae.g_01881
OG0002347	Syan.g_01444	Syae.g_01195
OG0002351	Syan.g_01990	Syae.g_01933
OG0002352	Syan.g_00287, Syan.g_02415	Syae.g_00910
OG0002353	Syan.g_00677	Syae.g_00508
OG0002354	Syan.g_00566	Syae.g_00361
OG0002356	Syan.g_02877	Syae.g_02503
OG0002358	Syan.g_02394	Syae.g_00996
OG0002359	Syan.g_02822	Syae.g_02619
OG0002375	Syan.g_01122	Syae.g_01229
OG0002396	Syan.g_02234	Syae.g_02090
OG0002402	Syan.g_00308	Syae.g_00808
OG0002405	Syan.g_00478	Syae.g_00313
OG0002406	Syan.g_00349	Syae.g_00152
OG0002408	Syan.g_00457	Syae.g_00137
OG0002409	Syan.g_01620	Syae.g_01611
OG0002410	Syan.g_01681	Syae.g_00182
OG0002411	Syan.g_00655	Syae.g_00824
OG0002416	Syan.g_00137	Syae.g_00724
OG0002447	Syan.g_02872	Syae.g_02515
OG0002449	Syan.g_01657	Syae.g_01671
OG0002452	Syan.g_01655	Syae.g_01669
OG0002458	Syan.g_00083	Syae.g_02486
OG0002459	Syan.g_00081	Syae.g_02484
OG0002460	Syan.g_00080	Syae.g_02483
OG0002466	Syan.g_01475	Syae.g_01055
OG0002468	Syan.g_02559	Syae.g_00705
OG0002469	Syan.g_02597	Syae.g_00682
OG0002470	Syan.g_00154	Syae.g_00624
OG0002471	Syan.g_00522	Syae.g_00234
OG0002475	Syan.g_02821	Syae.g_02620
OG0002519	Syan.g_01934	Syae.g_01868
OG0002520	Syan.g_01420	Syae.g_01176
OG0002522	Syan.g_02411	Syae.g_01078
OG0002527	Syan.g_00439	Syae.g_00232
OG0002528	Syan.g_00437	Syae.g_00230
OG0002530	Syan.g_00894	Syae.g_00159
OG0002531	Syan.g_00220	Syae.g_00158
OG0002539	Syan.g_01579	Syae.g_01581
OG0002540	Syan.g_00084	Syae.g_02487
OG0002541	Syan.g_02162	Syae.g_02151
OG0002542	Syan.g_00109	Syae.g_01003
OG0002545	Syan.g_01544	Syae.g_00283
OG0002547	Syan.g_00403	Syae.g_02500
OG0002591	Syan.g_00132	Syae.g_01069
OG0002597	Syan.g_01447	Syae.g_00285
OG0002601	Syan.g_00438	Syae.g_00231
OG0002602	Syan.g_00417	Syae.g_00102
OG0002603	Syan.g_00182	Syae.g_02054
OG0002604	Syan.g_00178	Syae.g_00128
OG0002607	Syan.g_02845	Syae.g_02531
OG0002610	Syan.g_02146	Syae.g_02190
OG0002611	Syan.g_01936	Syae.g_01870
OG0002675	Syan.g_00548	Syae.g_02068
OG0002677	Syan.g_02050	Syae.g_01995
OG0002682	Syan.g_00911	Syae.g_02550
OG0002703	Syan.g_01827	Syae.g_01206
OG0002723	Syan.g_01129	Syae.g_01230
OG0002731	Syan.g_00342	Syae.g_01114
OG0002735	Syan.g_00270	Syae.g_01857
OG0002737	Syan.g_01454	Syae.g_01030
OG0002743	Syan.g_00251	Syae.g_00334
OG0002744	Syan.g_00117	Syae.g_00251
OG0002745	Syan.g_01919	Syae.g_00116
OG0002750	Syan.g_00266	Syae.g_02382
OG0002751	Syan.g_00267	Syae.g_02381
OG0002752	Syan.g_01608	Syae.g_01663
OG0002756	Syan.g_00427	Syae.g_02274
OG0002763	Syan.g_01157	Syae.g_02548
OG0002855	Syan.g_00255	Syae.g_00319
OG0002934	Syan.g_02077, Syan.g_01561	Syae.g_02546
OG0002937	Syan.g_00242, Syan.g_02352	Syae.g_02252
OG0002951	Syan.g_01197	Syae.g_01097
OG0002965	Syan.g_01536	Syae.g_00311
OG0002982	Syan.g_01216	Syae.g_00964
OG0003100	Syan.g_01198	Syae.g_01099, Syae.g_01098
OG0003262	Syan.g_01086	Syae.g_01203
OG0003835	Syan.g_01302	Syae.g_01102
OG0003836	Syan.g_01301	Syae.g_01101
OG0003861	Syan.g_02075	Syae.g_02572, Syae.g_02541
OG0003918	Syan.g_00429, Syan.g_02508	Syae.g_00139
OG0003922	Syan.g_01080	Syae.g_01232
OG0004312	Syan.g_00232	Syae.g_00222
OG0005992	Syan.g_01087	Syae.g_01231
