Orthogroup	Syan	Prah
OG0002645	Syan.g_00806	Prah.g_00491
OG0002647	Syan.g_01546	Prah.g_02475
OG0002705	Syan.g_02786	Prah.g_01153, Prah.g_00716
OG0002712	Syan.g_00805	Prah.g_00490
OG0002713	Syan.g_00804	Prah.g_00487
OG0002720	Syan.g_00725, Syan.g_01035	Prah.g_00695
OG0002800	Syan.g_00414	Prah.g_01195
OG0002906	Syan.g_02682	Prah.g_01204
OG0002913	Syan.g_00068	Prah.g_02520
OG0002914	Syan.g_00053	Prah.g_02521
OG0003063	Syan.g_01834	Prah.g_00122, Prah.g_00090
OG0003066	Syan.g_02796, Syan.g_02004	Prah.g_02347
OG0003188	Syan.g_02476	Prah.g_01333, Prah.g_01332
OG0003213	Syan.g_03061	Prah.g_02337
OG0003214	Syan.g_02073	Prah.g_00334
OG0003216	Syan.g_01872	Prah.g_00114
OG0003393	Syan.g_02247	Prah.g_01136
OG0003407	Syan.g_01824	Prah.g_02328, Prah.g_02329
OG0003786	Syan.g_01830	Prah.g_02327
OG0004115	Syan.g_01835	Prah.g_00123, Prah.g_00124
OG0004136	Syan.g_01829	Prah.g_02330
OG0004137	Syan.g_01828	Prah.g_02331
OG0004598	Syan.g_01046	Prah.g_00437
