Orthogroup	Syan	Syad
OG0002136	Syan.g_01436	Syad.g_02653
OG0002138	Syan.g_02671	Syad.g_01364
OG0002139	Syan.g_02551	Syad.g_01435
OG0002142	Syan.g_01292	Syad.g_02259
OG0002143	Syan.g_00538	Syad.g_00790
OG0002144	Syan.g_01138	Syad.g_00639
OG0002154	Syan.g_00846	Syad.g_02869
OG0002159	Syan.g_02957	Syad.g_00337
OG0002160	Syan.g_01474	Syad.g_01375
OG0002163	Syan.g_01588	Syad.g_00021
OG0002166	Syan.g_02512, Syan.g_02676	Syad.g_01369
OG0002167	Syan.g_02931	Syad.g_01426
OG0002168	Syan.g_03109	Syad.g_01273
OG0002172	Syan.g_01517	Syad.g_02977
OG0002173	Syan.g_03104	Syad.g_02966
OG0002178	Syan.g_01662	Syad.g_00113
OG0002179	Syan.g_01939	Syad.g_00417
OG0002180	Syan.g_02016	Syad.g_00515
OG0002181	Syan.g_02045	Syad.g_00543
OG0002182	Syan.g_01370	Syad.g_00564
OG0002183	Syan.g_02944	Syad.g_02768
OG0002184	Syan.g_02940	Syad.g_02765
OG0002185	Syan.g_02924	Syad.g_02757
OG0002186	Syan.g_01435	Syad.g_02652
OG0002187	Syan.g_01434	Syad.g_02651
OG0002188	Syan.g_01394	Syad.g_02618
OG0002189	Syan.g_01393	Syad.g_02617
OG0002190	Syan.g_01352	Syad.g_02562
OG0002191	Syan.g_02391	Syad.g_02455
OG0002192	Syan.g_02664	Syad.g_01180
OG0002194	Syan.g_02577	Syad.g_01438
OG0002196	Syan.g_00705	Syad.g_01903
OG0002197	Syan.g_00605	Syad.g_01712
OG0002198	Syan.g_00793	Syad.g_02132
OG0002199	Syan.g_00798	Syad.g_02137
OG0002200	Syan.g_01275	Syad.g_02276
OG0002201	Syan.g_01017	Syad.g_01094
OG0002202	Syan.g_01016	Syad.g_01093
OG0002203	Syan.g_01015	Syad.g_01092
OG0002204	Syan.g_00959	Syad.g_01069
OG0002205	Syan.g_00883	Syad.g_01050
OG0002206	Syan.g_00269, Syan.g_00873	Syad.g_01036
OG0002207	Syan.g_00863	Syad.g_01026
OG0002208	Syan.g_02769	Syad.g_00895
OG0002209	Syan.g_02136	Syad.g_00769
OG0002210	Syan.g_02161	Syad.g_00721
OG0002211	Syan.g_02207	Syad.g_00686
OG0002212	Syan.g_01550	Syad.g_03019
OG0002213	Syan.g_01554	Syad.g_03025
OG0002214	Syan.g_01689	Syad.g_00140
OG0002227	Syan.g_00243	Syad.g_00010, Syad.g_00011
OG0002241	Syan.g_02871	Syad.g_02367
OG0002243	Syan.g_01545, Syan.g_03098	Syad.g_03017
OG0002245	Syan.g_00536	Syad.g_00792
OG0002247	Syan.g_00877	Syad.g_01043
OG0002248	Syan.g_00727	Syad.g_01337
OG0002250	Syan.g_02945	Syad.g_02769
OG0002251	Syan.g_01348	Syad.g_02556
OG0002253	Syan.g_01201	Syad.g_02393
OG0002254	Syan.g_00346	Syad.g_01670
OG0002255	Syan.g_00587	Syad.g_01726
OG0002257	Syan.g_00407	Syad.g_02107
OG0002258	Syan.g_00958	Syad.g_01068
OG0002259	Syan.g_01162	Syad.g_00981
OG0002260	Syan.g_02550	Syad.g_01434
OG0002277	Syan.g_01707	Syad.g_00241
OG0002280	Syan.g_01185	Syad.g_00959
OG0002281	Syan.g_00885	Syad.g_01051
OG0002286	Syan.g_02249	Syad.g_01499
OG0002288	Syan.g_00211	Syad.g_02281
OG0002289	Syan.g_02873	Syad.g_02369
OG0002290	Syan.g_00113	Syad.g_01505
OG0002296	Syan.g_02814	Syad.g_02304
OG0002297	Syan.g_01266	Syad.g_01385
OG0002298	Syan.g_00582	Syad.g_01730
OG0002299	Syan.g_00545	Syad.g_01777
OG0002300	Syan.g_00134	Syad.g_01983
OG0002300	Syan.g_00430	Syad.g_01260
OG0002301	Syan.g_00426	Syad.g_02589
OG0002302	Syan.g_02785	Syad.g_00880
OG0002303	Syan.g_00537	Syad.g_00791
OG0002305	Syan.g_02979	Syad.g_02806
OG0002306	Syan.g_00129	Syad.g_00105
OG0002308	Syan.g_01405, Syan.g_00699	Syad.g_01898
OG0002309	Syan.g_00377	Syad.g_01232
OG0002328	Syan.g_02961	Syad.g_02783
OG0002335	Syan.g_00263	Syad.g_02282
OG0002339	Syan.g_02261	Syad.g_00429
OG0002347	Syan.g_01444	Syad.g_02656
OG0002351	Syan.g_01990	Syad.g_00483
OG0002352	Syan.g_00287, Syan.g_02415	Syad.g_01162
OG0002353	Syan.g_00677	Syad.g_01876
OG0002354	Syan.g_00566	Syad.g_01756
OG0002355	Syan.g_00649	Syad.g_02068
OG0002356	Syan.g_02877	Syad.g_02383
OG0002357	Syan.g_01388	Syad.g_00073
OG0002358	Syan.g_02394	Syad.g_02452
OG0002359	Syan.g_02822	Syad.g_02312
OG0002385	Syan.g_02248	Syad.g_01500
OG0002386	Syan.g_00790	Syad.g_02111, Syad.g_02112
OG0002391	Syan.g_02293	Syad.g_02835
OG0002393	Syan.g_02933	Syad.g_01073, Syad.g_01075, Syad.g_01076
OG0002402	Syan.g_00308	Syad.g_01275
OG0002404	Syan.g_02089	Syad.g_00037
OG0002405	Syan.g_00478	Syad.g_01654
OG0002407	Syan.g_00784	Syad.g_00082
OG0002408	Syan.g_00457	Syad.g_02098
OG0002409	Syan.g_01620	Syad.g_00066
OG0002410	Syan.g_01681	Syad.g_02057
OG0002416	Syan.g_00137	Syad.g_02044
OG0002443	Syan.g_00620	Syad.g_01753
OG0002458	Syan.g_00083	Syad.g_01540
OG0002459	Syan.g_00081	Syad.g_01538
OG0002460	Syan.g_00080	Syad.g_01537
OG0002469	Syan.g_02597	Syad.g_01459
OG0002470	Syan.g_00154	Syad.g_01543
OG0002471	Syan.g_00522	Syad.g_02048
OG0002475	Syan.g_02821	Syad.g_02311
OG0002476	Syan.g_00318	Syad.g_01397, Syad.g_00994, Syad.g_00995
OG0002519	Syan.g_01934	Syad.g_00413
OG0002522	Syan.g_02411	Syad.g_02536
OG0002529	Syan.g_00458	Syad.g_02047
OG0002530	Syan.g_00894	Syad.g_01853
OG0002531	Syan.g_00220	Syad.g_02052
OG0002539	Syan.g_01579	Syad.g_00006
OG0002540	Syan.g_00084	Syad.g_01541
OG0002542	Syan.g_00109	Syad.g_02459
OG0002545	Syan.g_01548	Syad.g_02694
OG0002545	Syan.g_01544	Syad.g_01980
OG0002547	Syan.g_00403	Syad.g_02387
OG0002571	Syan.g_01152	Syad.g_01237, Syad.g_00990
OG0002591	Syan.g_00132	Syad.g_02066
OG0002592	Syan.g_01541	Syad.g_03016
OG0002597	Syan.g_01447	Syad.g_01978
OG0002603	Syan.g_00182	Syad.g_02088
OG0002604	Syan.g_00178	Syad.g_02106
OG0002607	Syan.g_02845	Syad.g_02352
OG0002610	Syan.g_02146	Syad.g_00759
OG0002611	Syan.g_01936	Syad.g_00415
OG0002635	Syan.g_00014	Syad.g_01128
OG0002640	Syan.g_00405	Syad.g_01549
OG0002675	Syan.g_00548	Syad.g_00636
OG0002677	Syan.g_02050	Syad.g_00548
OG0002683	Syan.g_02864, Syan.g_02862	Syad.g_02378
OG0002737	Syan.g_01454	Syad.g_02485
OG0002744	Syan.g_00117	Syad.g_02032
OG0002750	Syan.g_00266	Syad.g_00986
OG0002751	Syan.g_00267	Syad.g_00985
OG0002752	Syan.g_01608	Syad.g_00116
OG0002873	Syan.g_01051	Syad.g_00410, Syad.g_02347
OG0002874	Syan.g_00982	Syad.g_01621
OG0002875	Syan.g_00983	Syad.g_01622
OG0002876	Syan.g_00985	Syad.g_01624
OG0002877	Syan.g_00987	Syad.g_01626
OG0002878	Syan.g_00988	Syad.g_01627
OG0002905	Syan.g_01855	Syad.g_00299
OG0002991	Syan.g_00984	Syad.g_01623
OG0002992	Syan.g_00986	Syad.g_01625
OG0003029	Syan.g_01233	Syad.g_00972
OG0003066	Syan.g_02796, Syan.g_02004	Syad.g_02359
OG0003097	Syan.g_01802	Syad.g_00254
OG0003124	Syan.g_00156	Syad.g_01869, Syad.g_02604
OG0003131	Syan.g_00025	Syad.g_02181
OG0003141	Syan.g_02858	Syad.g_00100
OG0003142	Syan.g_02952	Syad.g_01401
OG0003258	Syan.g_01117	Syad.g_00892
OG0003281	Syan.g_02413	Syad.g_01235
OG0003282	Syan.g_02414	Syad.g_01236
OG0003306	Syan.g_02866	Syad.g_02379
OG0003307	Syan.g_02868, Syan.g_02867	Syad.g_02380
OG0003308	Syan.g_02634	Syad.g_02426
OG0003393	Syan.g_02247	Syad.g_01501
OG0003498	Syan.g_02574	Syad.g_01483, Syad.g_01482
OG0003562	Syan.g_00122, Syan.g_00123	Syad.g_02429
OG0003563	Syan.g_00119, Syan.g_00130	Syad.g_02433
OG0003565	Syan.g_00994	Syad.g_02530
OG0003888	Syan.g_00409	Syad.g_01394
OG0003900	Syan.g_00090	Syad.g_00582
OG0003901	Syan.g_01182	Syad.g_01102, Syad.g_01096, Syad.g_01095
OG0003910	Syan.g_00118	Syad.g_02425
OG0003911	Syan.g_00120	Syad.g_02427
OG0003912	Syan.g_00124	Syad.g_02430
OG0003913	Syan.g_00125	Syad.g_02431
OG0004274	Syan.g_01909	Syad.g_00314
OG0004373	Syan.g_00121	Syad.g_02428
OG0004374	Syan.g_00127	Syad.g_02432
OG0004378	Syan.g_02797	Syad.g_02752
OG0005953	Syan.g_01784	Syad.g_01969
