Orthogroup	Prbl	Syaa
OG0001949	Prbl.g_02490	Syaa.g_01344
OG0001950	Prbl.g_02488	Syaa.g_01346
OG0001951	Prbl.g_02479	Syaa.g_01355
OG0001952	Prbl.g_02459	Syaa.g_01380
OG0001953	Prbl.g_02458	Syaa.g_01381
OG0001957	Prbl.g_01628	Syaa.g_01649
OG0001958	Prbl.g_01407	Syaa.g_01062
OG0001960	Prbl.g_00721	Syaa.g_01836, Syaa.g_01834, Syaa.g_01835
OG0001961	Prbl.g_01345	Syaa.g_01847
OG0001964	Prbl.g_01052	Syaa.g_02335
OG0001965	Prbl.g_01501	Syaa.g_01602
OG0001966	Prbl.g_01493	Syaa.g_00292
OG0001967	Prbl.g_01491	Syaa.g_00290
OG0001968	Prbl.g_01490	Syaa.g_00289
OG0001969	Prbl.g_01418	Syaa.g_00224
OG0001970	Prbl.g_00821	Syaa.g_02423
OG0001971	Prbl.g_00076	Syaa.g_02501
OG0001972	Prbl.g_01267	Syaa.g_02567
OG0001974	Prbl.g_02242	Syaa.g_02587
OG0001975	Prbl.g_02200	Syaa.g_01032
OG0001976	Prbl.g_02198	Syaa.g_01034
OG0001995	Prbl.g_00757	Syaa.g_00925
OG0001996	Prbl.g_01974	Syaa.g_00036
OG0001997	Prbl.g_00575	Syaa.g_02356
OG0001999	Prbl.g_00351	Syaa.g_00675
OG0002000	Prbl.g_00786	Syaa.g_02004
OG0002001	Prbl.g_00176	Syaa.g_02453
OG0002002	Prbl.g_02587	Syaa.g_00971
OG0002005	Prbl.g_01844	Syaa.g_01873
OG0002006	Prbl.g_00943	Syaa.g_00858
OG0002007	Prbl.g_00944	Syaa.g_00857
OG0002008	Prbl.g_02517	Syaa.g_01312
OG0002009	Prbl.g_02371	Syaa.g_01114
OG0002010	Prbl.g_00697	Syaa.g_01804
OG0002011	Prbl.g_00683	Syaa.g_02141
OG0002012	Prbl.g_01160, Prbl.g_00630	Syaa.g_01427
OG0002013	Prbl.g_00895	Syaa.g_02151
OG0002014	Prbl.g_00883	Syaa.g_00187
OG0002015	Prbl.g_00879	Syaa.g_00182
OG0002016	Prbl.g_01247	Syaa.g_02551
OG0002017	Prbl.g_02184	Syaa.g_02656
OG0002038	Prbl.g_02094	Syaa.g_00779
OG0002040	Prbl.g_00177	Syaa.g_00793
OG0002044	Prbl.g_01536	Syaa.g_00842
OG0002045	Prbl.g_01347	Syaa.g_01850
OG0002047	Prbl.g_02672	Syaa.g_02152
OG0002048	Prbl.g_01173	Syaa.g_02228
OG0002050	Prbl.g_01471	Syaa.g_00281
OG0002051	Prbl.g_00268	Syaa.g_02489
OG0002063	Prbl.g_00052	Syaa.g_00949
OG0002113	Prbl.g_01979	Syaa.g_00040
OG0002115	Prbl.g_00402	Syaa.g_00561
OG0002117	Prbl.g_02101	Syaa.g_00784
OG0002118	Prbl.g_01371	Syaa.g_01181, Syaa.g_01227
OG0002119	Prbl.g_01107	Syaa.g_02546
OG0002120	Prbl.g_01708	Syaa.g_01440
OG0002121	Prbl.g_01532	Syaa.g_01513
OG0002124	Prbl.g_01558	Syaa.g_00820
OG0002126	Prbl.g_00881	Syaa.g_00185
OG0002127	Prbl.g_00308	Syaa.g_02443, Syaa.g_02440
OG0002128	Prbl.g_02201	Syaa.g_01031
OG0002130	Prbl.g_01720	Syaa.g_00737
OG0002160	Prbl.g_01910	Syaa.g_00923
OG0002162	Prbl.g_01798	Syaa.g_01921
OG0002166	Prbl.g_01856	Syaa.g_00917
OG0002168	Prbl.g_00941	Syaa.g_00861
OG0002169	Prbl.g_02671	Syaa.g_02153
OG0002170	Prbl.g_01198	Syaa.g_02186
OG0002171	Prbl.g_00885	Syaa.g_00189
OG0002173	Prbl.g_00125	Syaa.g_02544
OG0002233	Prbl.g_01828	Syaa.g_01209
OG0002234	Prbl.g_02569	Syaa.g_01574
OG0002237	Prbl.g_01633	Syaa.g_01641
OG0002238	Prbl.g_01039	Syaa.g_01053
OG0002242	Prbl.g_00884	Syaa.g_00188
OG0002279	Prbl.g_00550	Syaa.g_02382
OG0002280	Prbl.g_00777	Syaa.g_01994
OG0002281	Prbl.g_01793	Syaa.g_01915
OG0002285	Prbl.g_02451	Syaa.g_01388
OG0002286	Prbl.g_02271	Syaa.g_02311
OG0002292	Prbl.g_00087	Syaa.g_02517
OG0002328	Prbl.g_00570	Syaa.g_02362
OG0002331	Prbl.g_00028	Syaa.g_01208
OG0002332	Prbl.g_01040	Syaa.g_01052
OG0002333	Prbl.g_01038	Syaa.g_01054
OG0002334	Prbl.g_00250	Syaa.g_01766
OG0002336	Prbl.g_01338	Syaa.g_01840
OG0002337	Prbl.g_01460	Syaa.g_00269
OG0002338	Prbl.g_00878	Syaa.g_00184
OG0002339	Prbl.g_00866	Syaa.g_00169
OG0002343	Prbl.g_01514	Syaa.g_00312
OG0002350	Prbl.g_01192	Syaa.g_02190
OG0002381	Prbl.g_00200, Prbl.g_01312	Syaa.g_02454
OG0002385	Prbl.g_02269	Syaa.g_02312
OG0002386	Prbl.g_01391	Syaa.g_01588, Syaa.g_01589
OG0002435	Prbl.g_02065	Syaa.g_00696
OG0002450	Prbl.g_02133	Syaa.g_02746
OG0002461	Prbl.g_00626	Syaa.g_01495
OG0002496	Prbl.g_02302	Syaa.g_02096
OG0002569	Prbl.g_02301	Syaa.g_02095
OG0002570	Prbl.g_02299	Syaa.g_02093
OG0002641	Prbl.g_02303	Syaa.g_02097
OG0002642	Prbl.g_02300	Syaa.g_02094
OG0002643	Prbl.g_02292	Syaa.g_01830
OG0002653	Prbl.g_02272	Syaa.g_02309
OG0002716	Prbl.g_01510	Syaa.g_00308
OG0002796	Prbl.g_01917	Syaa.g_00928
OG0003099	Prbl.g_01297	Syaa.g_01049
