Orthogroup	Prad	Prau
OG0002619	Prad.g_00153	Prau.g_01048
OG0002620	Prad.g_00711	Prau.g_00396
OG0002621	Prad.g_00958	Prau.g_00446
OG0002624	Prad.g_00740	Prau.g_00372
OG0002626	Prad.g_00961	Prau.g_01711
OG0002629	Prad.g_01211	Prau.g_01286
OG0002629	Prad.g_00953	Prau.g_00442
OG0002688	Prad.g_00967	Prau.g_01670
OG0002689	Prad.g_00690	Prau.g_01675
OG0002690	Prad.g_00968	Prau.g_01669
OG0002698	Prad.g_01315	Prau.g_01687
OG0002768	Prad.g_01112	Prau.g_00821
OG0002769	Prad.g_00969	Prau.g_01668
OG0002780	Prad.g_01301	Prau.g_01702
OG0002781	Prad.g_01200, Prad.g_01303	Prau.g_01700
OG0002782	Prad.g_00678	Prau.g_00419
OG0002891	Prad.g_01302	Prau.g_01701
OG0002900	Prad.g_01093	Prau.g_00801
OG0002901	Prad.g_00373	Prau.g_01679
OG0003156	Prad.g_00677	Prau.g_00420
OG0003171	Prad.g_00080	Prau.g_01294
OG0003172	Prad.g_01292	Prau.g_00400
OG0003173	Prad.g_00176	Prau.g_01025
OG0003175	Prad.g_01307	Prau.g_01695
OG0003177	Prad.g_01193, Prad.g_00693	Prau.g_01672
OG0003180	Prad.g_01206	Prau.g_01313
OG0003367	Prad.g_01306	Prau.g_01696
OG0003369	Prad.g_00963	Prau.g_00782
OG0003630	Prad.g_00398	Prau.g_01644
OG0003638	Prad.g_00374	Prau.g_01274
OG0003649	Prad.g_01317	Prau.g_01684
OG0004045	Prad.g_01316	Prau.g_01685
OG0004559	Prad.g_01305	Prau.g_01697
