Orthogroup	Syab	Prah
OG0002330	Syab.g_01189	Prah.g_01018
OG0002331	Syab.g_00880	Prah.g_01030
OG0002332	Syab.g_01468	Prah.g_00470
OG0002333	Syab.g_01470	Prah.g_00468
OG0002334	Syab.g_00789	Prah.g_00416
OG0002337	Syab.g_00302	Prah.g_02127
OG0002340	Syab.g_02676	Prah.g_02421
OG0002341	Syab.g_02721	Prah.g_02474
OG0002382	Syab.g_02105	Prah.g_01557
OG0002388	Syab.g_00649, Syab.g_00657	Prah.g_00297
OG0002390	Syab.g_02621	Prah.g_02343
OG0002438	Syab.g_02776	Prah.g_00962
OG0002440	Syab.g_01315	Prah.g_00854
OG0002443	Syab.g_02673	Prah.g_00488
OG0002450	Syab.g_02901	Prah.g_02592
OG0002452	Syab.g_02868	Prah.g_02567
OG0002490	Syab.g_01118	Prah.g_00103
OG0002494	Syab.g_01970	Prah.g_01611
OG0002567	Syab.g_01096	Prah.g_01506
OG0002568	Syab.g_01957	Prah.g_01409
OG0002571	Syab.g_00677	Prah.g_00561
OG0002574	Syab.g_00650, Syab.g_00658	Prah.g_00298
OG0002575	Syab.g_00648, Syab.g_00656	Prah.g_00296
OG0002576	Syab.g_00646, Syab.g_00655	Prah.g_00295
OG0002577	Syab.g_00612	Prah.g_00249
OG0002580	Syab.g_02832	Prah.g_02549
OG0002581	Syab.g_01374, Syab.g_00632	Prah.g_00262
OG0002630	Syab.g_00548	Prah.g_00200
OG0002630	Syab.g_02511	Prah.g_00200
OG0002630	Syab.g_00548	Prah.g_01909
OG0002630	Syab.g_02511	Prah.g_01909
OG0002636	Syab.g_00879	Prah.g_01221
OG0002637	Syab.g_01744	Prah.g_01186
OG0002644	Syab.g_01865	Prah.g_00492
OG0002645	Syab.g_01864	Prah.g_00491
OG0002647	Syab.g_02719	Prah.g_02475
OG0002648	Syab.g_02745	Prah.g_02482
OG0002649	Syab.g_02746	Prah.g_02483
OG0002650	Syab.g_02747	Prah.g_02484
OG0002705	Syab.g_01745	Prah.g_01153, Prah.g_00716
OG0002711	Syab.g_00449	Prah.g_00535
OG0002712	Syab.g_01863	Prah.g_00490
OG0002713	Syab.g_01862	Prah.g_00487
OG0002797	Syab.g_02262	Prah.g_01680
OG0002798	Syab.g_00978	Prah.g_01313
OG0002802	Syab.g_01335	Prah.g_00832
OG0002807	Syab.g_01462	Prah.g_01071
OG0003039	Syab.g_01239	Prah.g_01065, Prah.g_01684, Prah.g_02369
OG0003040	Syab.g_00687	Prah.g_01384
OG0003052	Syab.g_00264	Prah.g_02160
OG0003064	Syab.g_02414	Prah.g_01072
OG0003065	Syab.g_01099	Prah.g_01144
OG0003207	Syab.g_00354	Prah.g_02076
OG0003381	Syab.g_01129	Prah.g_01277
OG0003398	Syab.g_00225	Prah.g_02208
OG0004077	Syab.g_02800	Prah.g_01218
