Orthogroup	Prbk	Syak
OG0002035	Prbk.g_01741	Syak.g_01019
OG0002037	Prbk.g_02059	Syak.g_01492, Syak.g_00684
OG0002038	Prbk.g_00147	Syak.g_00887
OG0002039	Prbk.g_00160	Syak.g_00866
OG0002040	Prbk.g_00107	Syak.g_00865
OG0002041	Prbk.g_02302	Syak.g_00475
OG0002042	Prbk.g_02318	Syak.g_00496
OG0002043	Prbk.g_02363	Syak.g_00546
OG0002044	Prbk.g_02528	Syak.g_00614
OG0002045	Prbk.g_02106	Syak.g_01129
OG0002046	Prbk.g_02103	Syak.g_01134
OG0002047	Prbk.g_00366	Syak.g_01217
OG0002048	Prbk.g_00843	Syak.g_01285
OG0002050	Prbk.g_00399	Syak.g_01440
OG0002051	Prbk.g_00786	Syak.g_02090
OG0002053	Prbk.g_02194	Syak.g_02277
OG0002111	Prbk.g_02674	Syak.g_00568
OG0002113	Prbk.g_01615	Syak.g_01754
OG0002114	Prbk.g_01396	Syak.g_01014
OG0002115	Prbk.g_00916	Syak.g_02424
OG0002117	Prbk.g_00154	Syak.g_00877
OG0002118	Prbk.g_01509	Syak.g_00819
OG0002119	Prbk.g_00126	Syak.g_02520
OG0002120	Prbk.g_01678	Syak.g_00576
OG0002121	Prbk.g_01959	Syak.g_00146
OG0002122	Prbk.g_01814	Syak.g_00699
OG0002124	Prbk.g_02550	Syak.g_00587
OG0002126	Prbk.g_00488	Syak.g_01540
OG0002127	Prbk.g_00746	Syak.g_02137
OG0002128	Prbk.g_02198	Syak.g_01123
OG0002130	Prbk.g_01185	Syak.g_00934
OG0002159	Prbk.g_01492	Syak.g_01677
OG0002160	Prbk.g_01356	Syak.g_00690
OG0002161	Prbk.g_01394	Syak.g_01007, Syak.g_01006
OG0002162	Prbk.g_01107	Syak.g_02695
OG0002166	Prbk.g_01818	Syak.g_00693
OG0002167	Prbk.g_01833	Syak.g_00060
OG0002168	Prbk.g_00070	Syak.g_00760
OG0002169	Prbk.g_00367	Syak.g_01218
OG0002170	Prbk.g_00868	Syak.g_01249
OG0002171	Prbk.g_00484	Syak.g_01534
OG0002172	Prbk.g_00663	Syak.g_01999
OG0002173	Prbk.g_00681	Syak.g_02014
OG0002174	Prbk.g_02216	Syak.g_01890
OG0002229	Prbk.g_01560	Syak.g_01705
OG0002231	Prbk.g_01832	Syak.g_00924
OG0002233	Prbk.g_01845	Syak.g_00063
OG0002234	Prbk.g_00621	Syak.g_02489
OG0002237	Prbk.g_02625	Syak.g_00028
OG0002238	Prbk.g_00736	Syak.g_00285
OG0002239	Prbk.g_01204	Syak.g_02442
OG0002241	Prbk.g_02102	Syak.g_01135
OG0002242	Prbk.g_00485	Syak.g_01535
OG0002243	Prbk.g_02142	Syak.g_01961
OG0002277	Prbk.g_01581	Syak.g_01720
OG0002279	Prbk.g_00009	Syak.g_02190
OG0002280	Prbk.g_01069	Syak.g_02630
OG0002281	Prbk.g_01112	Syak.g_02701
OG0002288	Prbk.g_00268	Syak.g_02637
OG0002289	Prbk.g_02100	Syak.g_01137
OG0002290	Prbk.g_01372	Syak.g_01159, Syak.g_01153
OG0002292	Prbk.g_01262	Syak.g_02069
OG0002328	Prbk.g_00029	Syak.g_02208
OG0002330	Prbk.g_01754	Syak.g_00716
OG0002331	Prbk.g_01768	Syak.g_00967
OG0002332	Prbk.g_00737	Syak.g_00284
OG0002333	Prbk.g_00735	Syak.g_00286
OG0002334	Prbk.g_00251	Syak.g_01032
OG0002335	Prbk.g_00269	Syak.g_02647
OG0002336	Prbk.g_02115	Syak.g_01115
OG0002337	Prbk.g_00410	Syak.g_01452
OG0002338	Prbk.g_00491	Syak.g_01544
OG0002339	Prbk.g_00503	Syak.g_01553
OG0002343	Prbk.g_01009	Syak.g_01408
OG0002350	Prbk.g_00862	Syak.g_01254
OG0002382	Prbk.g_02070	Syak.g_02583
OG0002391	Prbk.g_01348	Syak.g_02164
OG0002430	Prbk.g_01074	Syak.g_02634
OG0002431	Prbk.g_01073	Syak.g_02633
OG0002433	Prbk.g_02027	Syak.g_00130
OG0002438	Prbk.g_01831	Syak.g_01923
OG0002440	Prbk.g_00586	Syak.g_00647
OG0002444	Prbk.g_00262	Syak.g_01010
OG0002446	Prbk.g_02117	Syak.g_01105
OG0002447	Prbk.g_02101	Syak.g_01136
OG0002449	Prbk.g_02242	Syak.g_01835
OG0002461	Prbk.g_00302	Syak.g_00216
OG0002494	Prbk.g_02009	Syak.g_02712
OG0002496	Prbk.g_02501	Syak.g_01397
OG0002565	Prbk.g_01352	Syak.g_02272
OG0002566	Prbk.g_01430	Syak.g_02382
OG0002568	Prbk.g_01138	Syak.g_02726
OG0002569	Prbk.g_02502	Syak.g_01398
OG0002570	Prbk.g_02504	Syak.g_01400
OG0002572	Prbk.g_02601	Syak.g_02758
OG0002573	Prbk.g_00263	Syak.g_01009
OG0002577	Prbk.g_00313	Syak.g_01177
OG0002580	Prbk.g_02223	Syak.g_01883
OG0002593	Prbk.g_02696	Syak.g_02486
OG0002633	Prbk.g_01947	Syak.g_00176
OG0002636	Prbk.g_01651	Syak.g_00965
OG0002637	Prbk.g_01688	Syak.g_00277
OG0002639	Prbk.g_01798	Syak.g_02344
OG0002641	Prbk.g_02500	Syak.g_01396
OG0002642	Prbk.g_02503	Syak.g_01399
OG0002647	Prbk.g_02146	Syak.g_01959
OG0002704	Prbk.g_01559	Syak.g_01704
OG0002716	Prbk.g_01005	Syak.g_01412
OG0002717	Prbk.g_00684	Syak.g_02023
OG0002798	Prbk.g_00146	Syak.g_00889
OG0002802	Prbk.g_00564	Syak.g_00628
OG0002844	Prbk.g_01562	Syak.g_01528
OG0002845	Prbk.g_01486	Syak.g_01666
OG0002909	Prbk.g_01714	Syak.g_00251
OG0002910	Prbk.g_01777	Syak.g_01195
OG0002938	Prbk.g_01557	Syak.g_01529, Syak.g_01701, Syak.g_01700
OG0002940	Prbk.g_00678	Syak.g_02011
OG0002942	Prbk.g_00042, Prbk.g_00939	Syak.g_01495
OG0003038	Prbk.g_01424	Syak.g_01673
OG0003051	Prbk.g_00395	Syak.g_01012
OG0003090	Prbk.g_00347	Syak.g_01745
OG0003091	Prbk.g_00679	Syak.g_02012
OG0003092	Prbk.g_00820	Syak.g_01104
OG0003096	Prbk.g_01551	Syak.g_01607
OG0003097	Prbk.g_01548	Syak.g_01657
OG0003249	Prbk.g_00675	Syak.g_02008
OG0003252	Prbk.g_01561	Syak.g_01703
OG0003253	Prbk.g_00493	Syak.g_01533
OG0003387	Prbk.g_01781	Syak.g_01360
OG0003501	Prbk.g_00677	Syak.g_02010
OG0003502	Prbk.g_00676	Syak.g_02009
OG0003506	Prbk.g_01558	Syak.g_01702
OG0003827	Prbk.g_01554	Syak.g_01371
OG0004294	Prbk.g_00087	Syak.g_01018
