Orthogroup	Prbk	Syaa
OG0001944	Prbk.g_01669	Syaa.g_01433
OG0001946	Prbk.g_01803	Syaa.g_00907
OG0001947	Prbk.g_00071	Syaa.g_00859
OG0001948	Prbk.g_02298	Syaa.g_01325
OG0001949	Prbk.g_02312	Syaa.g_01344
OG0001950	Prbk.g_02314	Syaa.g_01346
OG0001951	Prbk.g_02323	Syaa.g_01355
OG0001952	Prbk.g_02343	Syaa.g_01380
OG0001953	Prbk.g_02344	Syaa.g_01381
OG0001954	Prbk.g_02508	Syaa.g_01438
OG0001957	Prbk.g_02620	Syaa.g_01649
OG0001958	Prbk.g_00721	Syaa.g_01062
OG0001960	Prbk.g_01200	Syaa.g_01836, Syaa.g_01834, Syaa.g_01835
OG0001961	Prbk.g_02108	Syaa.g_01847
OG0001964	Prbk.g_01919	Syaa.g_02335
OG0001965	Prbk.g_00369	Syaa.g_01602
OG0001966	Prbk.g_00377	Syaa.g_00292
OG0001967	Prbk.g_00379	Syaa.g_00290
OG0001968	Prbk.g_00380	Syaa.g_00289
OG0001969	Prbk.g_00452	Syaa.g_00224
OG0001970	Prbk.g_00548	Syaa.g_02423
OG0001971	Prbk.g_01273	Syaa.g_02501
OG0001972	Prbk.g_00647	Syaa.g_02567
OG0001974	Prbk.g_02157	Syaa.g_02587
OG0001975	Prbk.g_02199	Syaa.g_01032
OG0001976	Prbk.g_02201	Syaa.g_01034
OG0001995	Prbk.g_01089	Syaa.g_00925
OG0001996	Prbk.g_01620	Syaa.g_00036
OG0001997	Prbk.g_00034	Syaa.g_02356
OG0001999	Prbk.g_01418	Syaa.g_00675
OG0002000	Prbk.g_01060	Syaa.g_02004
OG0002001	Prbk.g_00108	Syaa.g_02453
OG0002002	Prbk.g_00181	Syaa.g_00971
OG0002005	Prbk.g_01830	Syaa.g_01873
OG0002006	Prbk.g_00072	Syaa.g_00858
OG0002007	Prbk.g_00073	Syaa.g_00857
OG0002008	Prbk.g_00569	Syaa.g_01312
OG0002009	Prbk.g_02431	Syaa.g_01114
OG0002010	Prbk.g_01224	Syaa.g_01804
OG0002011	Prbk.g_00359	Syaa.g_02141
OG0002012	Prbk.g_00830, Prbk.g_00306	Syaa.g_01427
OG0002013	Prbk.g_00474	Syaa.g_02151
OG0002014	Prbk.g_00486	Syaa.g_00187
OG0002015	Prbk.g_00490	Syaa.g_00182
OG0002016	Prbk.g_00667	Syaa.g_02551
OG0002017	Prbk.g_02215	Syaa.g_02656
OG0002038	Prbk.g_00147	Syaa.g_00779
OG0002040	Prbk.g_00107	Syaa.g_00793
OG0002044	Prbk.g_02528	Syaa.g_00842
OG0002045	Prbk.g_02106	Syaa.g_01850
OG0002047	Prbk.g_00366	Syaa.g_02152
OG0002048	Prbk.g_00843	Syaa.g_02228
OG0002050	Prbk.g_00399	Syaa.g_00281
OG0002051	Prbk.g_00786	Syaa.g_02489
OG0002063	Prbk.g_01792	Syaa.g_00949
OG0002113	Prbk.g_01615	Syaa.g_00040
OG0002115	Prbk.g_00916	Syaa.g_00561
OG0002117	Prbk.g_00154	Syaa.g_00784
OG0002118	Prbk.g_01509	Syaa.g_01181, Syaa.g_01227
OG0002119	Prbk.g_00126	Syaa.g_02546
OG0002120	Prbk.g_01678	Syaa.g_01440
OG0002121	Prbk.g_01959	Syaa.g_01513
OG0002124	Prbk.g_02550	Syaa.g_00820
OG0002126	Prbk.g_00488	Syaa.g_00185
OG0002127	Prbk.g_00746	Syaa.g_02443, Syaa.g_02440
OG0002128	Prbk.g_02198	Syaa.g_01031
OG0002130	Prbk.g_01185	Syaa.g_00737
OG0002160	Prbk.g_01356	Syaa.g_00923
OG0002162	Prbk.g_01107	Syaa.g_01921
OG0002166	Prbk.g_01818	Syaa.g_00917
OG0002168	Prbk.g_00070	Syaa.g_00861
OG0002169	Prbk.g_00367	Syaa.g_02153
OG0002170	Prbk.g_00868	Syaa.g_02186
OG0002171	Prbk.g_00484	Syaa.g_00189
OG0002173	Prbk.g_00681	Syaa.g_02544
OG0002233	Prbk.g_01845	Syaa.g_01209
OG0002234	Prbk.g_00621	Syaa.g_01574
OG0002237	Prbk.g_02625	Syaa.g_01641
OG0002238	Prbk.g_00736	Syaa.g_01053
OG0002242	Prbk.g_00485	Syaa.g_00188
OG0002279	Prbk.g_00009	Syaa.g_02382
OG0002280	Prbk.g_01069	Syaa.g_01994
OG0002281	Prbk.g_01112	Syaa.g_01915
OG0002285	Prbk.g_02351	Syaa.g_01388
OG0002286	Prbk.g_02128	Syaa.g_02311
OG0002292	Prbk.g_01262	Syaa.g_02517
OG0002328	Prbk.g_00029	Syaa.g_02362
OG0002331	Prbk.g_01768	Syaa.g_01208
OG0002332	Prbk.g_00737	Syaa.g_01052
OG0002333	Prbk.g_00735	Syaa.g_01054
OG0002334	Prbk.g_00251	Syaa.g_01766
OG0002336	Prbk.g_02115	Syaa.g_01840
OG0002337	Prbk.g_00410	Syaa.g_00269
OG0002338	Prbk.g_00491	Syaa.g_00184
OG0002339	Prbk.g_00503	Syaa.g_00169
OG0002343	Prbk.g_01009	Syaa.g_00312
OG0002350	Prbk.g_00862	Syaa.g_02190
OG0002381	Prbk.g_01522, Prbk.g_00210	Syaa.g_02454
OG0002385	Prbk.g_02130	Syaa.g_02312
OG0002386	Prbk.g_00705	Syaa.g_01588, Syaa.g_01589
OG0002435	Prbk.g_01038	Syaa.g_00696
OG0002450	Prbk.g_02266	Syaa.g_02746
OG0002461	Prbk.g_00302	Syaa.g_01495
OG0002496	Prbk.g_02501	Syaa.g_02096
OG0002569	Prbk.g_02502	Syaa.g_02095
OG0002570	Prbk.g_02504	Syaa.g_02093
OG0002641	Prbk.g_02500	Syaa.g_02097
OG0002642	Prbk.g_02503	Syaa.g_02094
OG0002643	Prbk.g_02512	Syaa.g_01830
OG0002653	Prbk.g_02127	Syaa.g_02309
OG0002716	Prbk.g_01005	Syaa.g_00308
OG0002796	Prbk.g_01363	Syaa.g_00928
OG0003099	Prbk.g_00225	Syaa.g_01049
OG0004293	Prbk.g_02364	Syaa.g_01401
