Orthogroup	Prbk	Syao
OG0002168	Prbk.g_00070	Syao.g_02381
OG0002169	Prbk.g_00367	Syao.g_01713
OG0002172	Prbk.g_00663	Syao.g_02390
OG0002173	Prbk.g_00681	Syao.g_02475
OG0002174	Prbk.g_02216	Syao.g_02282
OG0002175	Prbk.g_02129	Syao.g_00238
OG0002229	Prbk.g_01560	Syao.g_02126
OG0002231	Prbk.g_01832	Syao.g_00877
OG0002234	Prbk.g_00621	Syao.g_00145
OG0002235	Prbk.g_02446	Syao.g_00737
OG0002239	Prbk.g_01204	Syao.g_01405
OG0002241	Prbk.g_02102	Syao.g_02694
OG0002243	Prbk.g_02142	Syao.g_02421
OG0002280	Prbk.g_01069	Syao.g_01400
OG0002285	Prbk.g_02351	Syao.g_00632
OG0002288	Prbk.g_00268	Syao.g_00404
OG0002289	Prbk.g_02100	Syao.g_02696
OG0002292	Prbk.g_01262	Syao.g_02539
OG0002330	Prbk.g_01754	Syao.g_00329
OG0002342	Prbk.g_00093, Prbk.g_02682, Prbk.g_01240, Prbk.g_00077	Syao.g_00596, Syao.g_00582
OG0002343	Prbk.g_01009	Syao.g_02113
OG0002350	Prbk.g_00862	Syao.g_01885
OG0002382	Prbk.g_02070	Syao.g_00117
OG0002386	Prbk.g_00705	Syao.g_00798
OG0002391	Prbk.g_01348	Syao.g_02580
OG0002397	Prbk.g_01342	Syao.g_01162
OG0002430	Prbk.g_01074	Syao.g_01485
OG0002431	Prbk.g_01073	Syao.g_01484
OG0002433	Prbk.g_02027	Syao.g_00363
OG0002440	Prbk.g_00586	Syao.g_01351
OG0002447	Prbk.g_02101	Syao.g_02695
OG0002494	Prbk.g_02009	Syao.g_01034
OG0002566	Prbk.g_01430	Syao.g_01011
OG0002567	Prbk.g_01075	Syao.g_01301
OG0002572	Prbk.g_02601	Syao.g_01458, Syao.g_00394
OG0002577	Prbk.g_00313	Syao.g_01005
OG0002582	Prbk.g_01546	Syao.g_02270
OG0002593	Prbk.g_02696	Syao.g_01699
OG0002628	Prbk.g_00532	Syao.g_01958
OG0002633	Prbk.g_01947	Syao.g_01366
OG0002634	Prbk.g_01518	Syao.g_01706
OG0002637	Prbk.g_01688	Syao.g_01023
OG0002644	Prbk.g_02640	Syao.g_00903
OG0002645	Prbk.g_02641	Syao.g_00904
OG0002647	Prbk.g_02146	Syao.g_02417
OG0002648	Prbk.g_02152	Syao.g_01409
OG0002649	Prbk.g_02153	Syao.g_01408
OG0002650	Prbk.g_02154	Syao.g_01407
OG0002667	Prbk.g_01733	Syao.g_00144
OG0002668	Prbk.g_00445	Syao.g_01807, Syao.g_01365
OG0002712	Prbk.g_02642	Syao.g_00905
OG0002713	Prbk.g_02646	Syao.g_00906
OG0002795	Prbk.g_01563	Syao.g_01995
OG0002797	Prbk.g_00903	Syao.g_00380
OG0002801	Prbk.g_00628	Syao.g_00500
OG0002844	Prbk.g_01562	Syao.g_01987
OG0002845	Prbk.g_01486	Syao.g_02377
OG0002906	Prbk.g_02663	Syao.g_00206
OG0003056	Prbk.g_01339	Syao.g_01544
OG0003057	Prbk.g_01340	Syao.g_01545
OG0003058	Prbk.g_01341	Syao.g_01546
OG0003089	Prbk.g_00829	Syao.g_01856
OG0003378	Prbk.g_02013	Syao.g_01313
OG0003379	Prbk.g_01096	Syao.g_00880
OG0003385	Prbk.g_01773	Syao.g_00373
