Orthogroup	Prbk	Syai
OG0002011	Prbk.g_00359	Syai.g_00525
OG0002012	Prbk.g_00830, Prbk.g_00306	Syai.g_01589
OG0002013	Prbk.g_00474	Syai.g_00515
OG0002014	Prbk.g_00486	Syai.g_00182
OG0002015	Prbk.g_00490	Syai.g_00183, Syai.g_00146
OG0002017	Prbk.g_02215	Syai.g_02832
OG0002018	Prbk.g_02243	Syai.g_02895
OG0002035	Prbk.g_01741	Syai.g_00973, Syai.g_00972
OG0002037	Prbk.g_02059	Syai.g_00636
OG0002038	Prbk.g_00147	Syai.g_02134
OG0002039	Prbk.g_00160	Syai.g_02120
OG0002041	Prbk.g_02302	Syai.g_01467
OG0002042	Prbk.g_02318	Syai.g_01495
OG0002043	Prbk.g_02363	Syai.g_01558
OG0002044	Prbk.g_02528	Syai.g_02039
OG0002045	Prbk.g_02106	Syai.g_00857
OG0002047	Prbk.g_00366	Syai.g_00514
OG0002048	Prbk.g_00843	Syai.g_00426
OG0002050	Prbk.g_00399	Syai.g_00278
OG0002051	Prbk.g_00786	Syai.g_02645
OG0002053	Prbk.g_02194	Syai.g_02804
OG0002063	Prbk.g_01792	Syai.g_01856, Syai.g_01833
OG0002111	Prbk.g_02674	Syai.g_01901, Syai.g_01912, Syai.g_00576
OG0002113	Prbk.g_01615	Syai.g_00040
OG0002114	Prbk.g_01396	Syai.g_00979, Syai.g_00968
OG0002115	Prbk.g_00916	Syai.g_02368
OG0002117	Prbk.g_00154	Syai.g_02128
OG0002118	Prbk.g_01509	Syai.g_01941, Syai.g_01784
OG0002119	Prbk.g_00126	Syai.g_02691
OG0002120	Prbk.g_01678	Syai.g_01602
OG0002121	Prbk.g_01959	Syai.g_01194
OG0002124	Prbk.g_02550	Syai.g_02078
OG0002126	Prbk.g_00488	Syai.g_00147, Syai.g_00187
OG0002127	Prbk.g_00746	Syai.g_02601
OG0002128	Prbk.g_02198	Syai.g_01741
OG0002130	Prbk.g_01185	Syai.g_02177
OG0002154	Prbk.g_00540	Syai.g_02598
OG0002160	Prbk.g_01356	Syai.g_01950
OG0002162	Prbk.g_01107	Syai.g_00763
OG0002167	Prbk.g_01833	Syai.g_00715
OG0002168	Prbk.g_00070	Syai.g_02023
OG0002169	Prbk.g_00367	Syai.g_00513
OG0002170	Prbk.g_00868	Syai.g_00482
OG0002171	Prbk.g_00484	Syai.g_00145, Syai.g_00191
OG0002174	Prbk.g_02216	Syai.g_02833
OG0002175	Prbk.g_02129	Syai.g_02738
OG0002233	Prbk.g_01845	Syai.g_01382
OG0002234	Prbk.g_00621	Syai.g_01156
OG0002236	Prbk.g_02566	Syai.g_01715
OG0002237	Prbk.g_02625	Syai.g_01097
OG0002239	Prbk.g_01204	Syai.g_01737
OG0002242	Prbk.g_00485	Syai.g_00190
OG0002243	Prbk.g_02142	Syai.g_02752
OG0002281	Prbk.g_01112	Syai.g_00770, Syai.g_00769
OG0002285	Prbk.g_02351	Syai.g_01546
OG0002286	Prbk.g_02128	Syai.g_02737
OG0002291	Prbk.g_01278	Syai.g_02653
OG0002328	Prbk.g_00029	Syai.g_02526
OG0002330	Prbk.g_01754	Syai.g_01735
OG0002331	Prbk.g_01768	Syai.g_01381
OG0002334	Prbk.g_00251	Syai.g_00962
OG0002336	Prbk.g_02115	Syai.g_00867
OG0002337	Prbk.g_00410	Syai.g_00266
OG0002338	Prbk.g_00491	Syai.g_00181
OG0002339	Prbk.g_00503	Syai.g_00171
OG0002343	Prbk.g_01009	Syai.g_00308
OG0002350	Prbk.g_00862	Syai.g_00461
OG0002385	Prbk.g_02130	Syai.g_02739
OG0002429	Prbk.g_00036	Syai.g_02515
OG0002435	Prbk.g_01038	Syai.g_02221
OG0002436	Prbk.g_01713	Syai.g_00606
OG0002438	Prbk.g_01831	Syai.g_01375, Syai.g_01376
OG0002448	Prbk.g_00508, Prbk.g_00507	Syai.g_00168
OG0002461	Prbk.g_00302	Syai.g_01642
OG0002579	Prbk.g_00744	Syai.g_02599
OG0002653	Prbk.g_02127	Syai.g_02736, Syai.g_02735
OG0002667	Prbk.g_01733	Syai.g_01161
OG0002715	Prbk.g_00314	Syai.g_00969
OG0002718	Prbk.g_02269	Syai.g_00967
OG0003254	Prbk.g_01710	Syai.g_00558
OG0003388	Prbk.g_01782	Syai.g_02454
OG0003389	Prbk.g_01783	Syai.g_02455
OG0003394	Prbk.g_02432	Syai.g_02447
OG0003829	Prbk.g_02032	Syai.g_01854, Syai.g_01870
