Orthogroup	Prbd	Prac
OG0001984	Prbd.g_01915	Prac.g_01142
OG0001985	Prbd.g_01543	Prac.g_00882
OG0001988	Prbd.g_01553	Prac.g_00281
OG0001989	Prbd.g_00869	Prac.g_01164
OG0001990	Prbd.g_00857	Prac.g_01152
OG0002022	Prbd.g_01910	Prac.g_01960
OG0002028	Prbd.g_01905	Prac.g_00638
OG0002361	Prbd.g_01908	Prac.g_00639
OG0002362	Prbd.g_01907	Prac.g_00640
OG0003090	Prbd.g_01906	Prac.g_00641
