Orthogroup	Prbd	Prau
OG0001840	Prbd.g_01882	Prau.g_01290
OG0001841	Prbd.g_01868	Prau.g_01334
OG0001842	Prbd.g_01827	Prau.g_01358
OG0001845	Prbd.g_01668	Prau.g_01552
OG0001846	Prbd.g_01604	Prau.g_01615
OG0001850	Prbd.g_00424	Prau.g_01171
OG0001859	Prbd.g_00981	Prau.g_00260
OG0001861	Prbd.g_00410	Prau.g_01157
OG0001862	Prbd.g_00411	Prau.g_01158
OG0001863	Prbd.g_00419	Prau.g_01166
OG0001866	Prbd.g_01891	Prau.g_01321
OG0001868	Prbd.g_01876	Prau.g_01305, Prau.g_01327
OG0001870	Prbd.g_01926	Prau.g_01304
OG0001880	Prbd.g_01722	Prau.g_01480
OG0001906	Prbd.g_00966	Prau.g_00275
OG0001907	Prbd.g_01916, Prbd.g_01925	Prau.g_01312
OG0001909	Prbd.g_01557	Prau.g_01706
OG0001910	Prbd.g_00849	Prau.g_00393
OG0001950	Prbd.g_00392	Prau.g_01139
OG0001954	Prbd.g_00853	Prau.g_00388
OG0001960	Prbd.g_01193	Prau.g_00052
OG0001982	Prbd.g_00878	Prau.g_00363
OG0001983	Prbd.g_00299	Prau.g_01048
OG0001984	Prbd.g_01915	Prau.g_00396
OG0001985	Prbd.g_01543	Prau.g_00446
OG0001988	Prbd.g_01553	Prau.g_01660
OG0001989	Prbd.g_00869	Prau.g_00372
OG0001990	Prbd.g_00857	Prau.g_00384
OG0001992	Prbd.g_01534	Prau.g_01711
OG0002022	Prbd.g_01910	Prau.g_01669
OG0002026	Prbd.g_00531	Prau.g_00748
OG0002033	Prbd.g_00533	Prau.g_01286
OG0002053	Prbd.g_01911	Prau.g_01668
OG0002379	Prbd.g_01535	Prau.g_00782
OG0002424	Prbd.g_01246	Prau.g_02013
