Orthogroup	Prbd	Prax
OG0001791	Prbd.g_01873	Prax.g_01938
OG0001794	Prbd.g_01556	Prax.g_01583, Prax.g_01595
OG0001798	Prbd.g_00532	Prax.g_01574
OG0001807	Prbd.g_00846	Prax.g_00784
OG0001808	Prbd.g_00834	Prax.g_00774
OG0001809	Prbd.g_00060	Prax.g_00416
OG0001810	Prbd.g_00073	Prax.g_00402
OG0001811	Prbd.g_00074	Prax.g_00401
OG0001812	Prbd.g_00075	Prax.g_00400
OG0001813	Prbd.g_00076	Prax.g_00399
OG0001814	Prbd.g_00169	Prax.g_00306
OG0001815	Prbd.g_00300	Prax.g_01165
OG0001816	Prbd.g_00347	Prax.g_01211
OG0001817	Prbd.g_00404	Prax.g_00136
OG0001818	Prbd.g_00407	Prax.g_00139
OG0001821	Prbd.g_01838	Prax.g_01922
OG0001824	Prbd.g_01588	Prax.g_01628
OG0001825	Prbd.g_01564	Prax.g_01603
OG0001827	Prbd.g_01839	Prax.g_01923
OG0001837	Prbd.g_00896	Prax.g_00830
OG0001838	Prbd.g_00843	Prax.g_00781
OG0001840	Prbd.g_01882	Prax.g_01946
OG0001841	Prbd.g_01868	Prax.g_01934
OG0001842	Prbd.g_01827	Prax.g_01911
OG0001845	Prbd.g_01668	Prax.g_01707
OG0001846	Prbd.g_01604	Prax.g_01644
OG0001848	Prbd.g_01558	Prax.g_01596
OG0001849	Prbd.g_01573	Prax.g_01614
OG0001850	Prbd.g_00424	Prax.g_00158
OG0001859	Prbd.g_00981	Prax.g_00917
OG0001861	Prbd.g_00410	Prax.g_00142
OG0001862	Prbd.g_00411	Prax.g_00143
OG0001863	Prbd.g_00419	Prax.g_00152
OG0001864	Prbd.g_01541	Prax.g_00506
OG0001865	Prbd.g_01902	Prax.g_01966
OG0001866	Prbd.g_01891	Prax.g_01955
OG0001867	Prbd.g_01880	Prax.g_01944
OG0001870	Prbd.g_01926	Prax.g_01967
OG0001882	Prbd.g_01545	Prax.g_01586
OG0001906	Prbd.g_00966	Prax.g_00902
OG0001907	Prbd.g_01916, Prbd.g_01925	Prax.g_01968
OG0001909	Prbd.g_01557	Prax.g_01584
OG0001910	Prbd.g_00849	Prax.g_00787
OG0001911	Prbd.g_00064	Prax.g_00411
OG0001913	Prbd.g_00825	Prax.g_00518
OG0001957	Prbd.g_00831	Prax.g_00528
OG0001958	Prbd.g_00422	Prax.g_00155
OG0001983	Prbd.g_00299	Prax.g_01164
OG0001985	Prbd.g_01543	Prax.g_00505
OG0001988	Prbd.g_01553	Prax.g_01592
OG0001991	Prbd.g_00827	Prax.g_00524
OG0001992	Prbd.g_01534	Prax.g_01577
OG0002023	Prbd.g_01885	Prax.g_01949
OG0002024	Prbd.g_01881	Prax.g_01945
OG0002026	Prbd.g_00531	Prax.g_00631
OG0002140	Prbd.g_00298	Prax.g_00498
OG0002182	Prbd.g_00438	Prax.g_00172
OG0002185	Prbd.g_01548	Prax.g_00510
OG0002188	Prbd.g_00441	Prax.g_01570
OG0002245	Prbd.g_01559	Prax.g_01597
OG0002344	Prbd.g_00529	Prax.g_00260
OG0002355	Prbd.g_01538	Prax.g_01582
OG0002379	Prbd.g_01535	Prax.g_01579
OG0002418	Prbd.g_00376	Prax.g_01241
OG0002522	Prbd.g_01560	Prax.g_01598
OG0002527	Prbd.g_01928	Prax.g_00508
OG0002547	Prbd.g_01542	Prax.g_01969
OG0002554	Prbd.g_01129	Prax.g_01104
OG0003059	Prbd.g_00435	Prax.g_00169
OG0003060	Prbd.g_00436	Prax.g_00170
OG0003061	Prbd.g_00437	Prax.g_00171
OG0003062	Prbd.g_00440	Prax.g_00174
OG0003352	Prbd.g_01871	Prax.g_01937
OG0003459	Prbd.g_01562	Prax.g_01601
