Orthogroup	Syap	Syas
OG0003991	Syap.g_01442	Syas.g_00489
OG0003992	Syap.g_01603, Syap.g_01604	Syas.g_00519, Syas.g_02275
OG0003994	Syap.g_02306	Syas.g_01430
OG0003995	Syap.g_02325	Syas.g_02305
OG0004139	Syap.g_01437, Syap.g_01439	Syas.g_00918
OG0004344	Syap.g_02603	Syas.g_02004
OG0004370	Syap.g_01623	Syas.g_02258
OG0004431	Syap.g_00395	Syas.g_01311
OG0004432	Syap.g_01742	Syas.g_00435
OG0004452	Syap.g_01672, Syap.g_01671	Syas.g_01807
OG0004468	Syap.g_00661	Syas.g_01411
OG0004469	Syap.g_00663	Syas.g_01413
OG0004470	Syap.g_00666	Syas.g_00051
OG0004471	Syap.g_00669	Syas.g_01404
OG0004474	Syap.g_00766	Syas.g_02500
OG0004475	Syap.g_00767	Syas.g_02501
OG0004476	Syap.g_00856	Syas.g_02132
OG0004482	Syap.g_00923, Syap.g_00959	Syas.g_01393
OG0004483	Syap.g_02083, Syap.g_01014, Syap.g_02085	Syas.g_01935
OG0004487	Syap.g_01731	Syas.g_00363
OG0004488	Syap.g_02291	Syas.g_00663, Syas.g_00666
OG0004489	Syap.g_02300	Syas.g_02483
OG0005193	Syap.g_00090	Syas.g_02023
OG0005211	Syap.g_00364	Syas.g_02763
OG0005249	Syap.g_00152	Syas.g_00652
OG0005250	Syap.g_00338	Syas.g_01871
OG0005252	Syap.g_00397	Syas.g_01568
OG0005253	Syap.g_00654	Syas.g_00920
OG0005254	Syap.g_00655	Syas.g_00341
OG0005258	Syap.g_00755	Syas.g_01471
OG0005265	Syap.g_01547	Syas.g_00125
OG0005268	Syap.g_01652, Syap.g_01650	Syas.g_01788
OG0005273	Syap.g_02298	Syas.g_01431
OG0006297	Syap.g_00265	Syas.g_01222
OG0006298	Syap.g_00277	Syas.g_01234
OG0006301	Syap.g_00375	Syas.g_00313
OG0006309	Syap.g_00689	Syas.g_02607
OG0006319	Syap.g_01034	Syas.g_01896
OG0006320	Syap.g_01039	Syas.g_02629
OG0006325	Syap.g_01178	Syas.g_02295
OG0006328	Syap.g_01300	Syas.g_02497
OG0006329	Syap.g_01316	Syas.g_00821
OG0006336	Syap.g_01647	Syas.g_01786
OG0006337	Syap.g_01648	Syas.g_01787
OG0006339	Syap.g_01654	Syas.g_01789
OG0006340	Syap.g_01655	Syas.g_01790
OG0006341	Syap.g_01717	Syas.g_02148
OG0006342	Syap.g_01848	Syas.g_00229
OG0006346	Syap.g_01947	Syas.g_02546
OG0006350	Syap.g_02136	Syas.g_01355
OG0006351	Syap.g_02137	Syas.g_01356
OG0006353	Syap.g_02307	Syas.g_01429
OG0006359	Syap.g_02481	Syas.g_01824
OG0006360	Syap.g_02483	Syas.g_01822
