Orthogroup	Prae	Prbi
OG0001810	Prae.g_00763	Prbi.g_00804
OG0001811	Prae.g_00777	Prbi.g_00818
OG0001812	Prae.g_00778	Prbi.g_00819
OG0001813	Prae.g_00779	Prbi.g_00820
OG0001814	Prae.g_00780	Prbi.g_00821
OG0001815	Prae.g_00872	Prbi.g_00914
OG0001817	Prae.g_01105	Prbi.g_01151
OG0001818	Prae.g_01108	Prbi.g_01154
OG0001819	Prae.g_01279	Prbi.g_01346
OG0001820	Prae.g_01298	Prbi.g_01368
OG0001824	Prae.g_01584	Prbi.g_01721
OG0001836	Prae.g_00392	Prbi.g_00419
OG0001837	Prae.g_01271	Prbi.g_01339
OG0001838	Prae.g_01274	Prbi.g_01343
OG0001839	Prae.g_01285	Prbi.g_01354
OG0001840	Prae.g_01288	Prbi.g_01358
OG0001841	Prae.g_01316	Prbi.g_01379
OG0001846	Prae.g_01543	Prbi.g_01674
OG0001847	Prae.g_01593	Prbi.g_01730
OG0001849	Prae.g_01126	Prbi.g_01171
OG0001856	Prae.g_00261	Prbi.g_00282
OG0001859	Prae.g_01111	Prbi.g_01157
OG0001860	Prae.g_01112	Prbi.g_01158
OG0001861	Prae.g_01120	Prbi.g_01167
OG0001863	Prae.g_01257	Prbi.g_01316
OG0001865	Prae.g_01280	Prbi.g_01347
OG0001867	Prae.g_00038	Prbi.g_01315
OG0001902	Prae.g_01608	Prbi.g_01305
OG0001904	Prae.g_01594	Prbi.g_01731
OG0001906	Prae.g_00768	Prbi.g_00809
OG0001944	Prae.g_01000	Prbi.g_01045
OG0001948	Prae.g_00062	Prbi.g_00069
OG0001951	Prae.g_00746	Prbi.g_00786
OG0001964	Prae.g_00684	Prbi.g_00159
OG0001979	Prae.g_00360	Prbi.g_00385
OG0001983	Prae.g_01270	Prbi.g_01338
OG0002048	Prae.g_00773	Prbi.g_00814
OG0002109	Prae.g_00796	Prbi.g_00837
OG0002111	Prae.g_01268	Prbi.g_01322
OG0002128	Prae.g_01598	Prbi.g_01741
OG0002129	Prae.g_00998	Prbi.g_01043
OG0002131	Prae.g_01259	Prbi.g_01411
OG0002163	Prae.g_01261	Prbi.g_01570
OG0002167	Prae.g_01585	Prbi.g_01722
OG0002168	Prae.g_01595	Prbi.g_01733
OG0002170	Prae.g_00401	Prbi.g_00429
OG0002174	Prae.g_01240	Prbi.g_01534
OG0002183	Prae.g_00397	Prbi.g_00425
OG0002232	Prae.g_01591	Prbi.g_01729
OG0002238	Prae.g_01229	Prbi.g_01544
OG0002256	Prae.g_01609	Prbi.g_01414, Prbi.g_00040
OG0002263	Prae.g_01400	Prbi.g_01516
OG0002319	Prae.g_00055	Prbi.g_01412
OG0002358	Prae.g_01398	Prbi.g_01481
OG0002487	Prae.g_01061	Prbi.g_01106
OG0002488	Prae.g_01080	Prbi.g_01126
OG0002526	Prae.g_00114	Prbi.g_00122
OG0002528	Prae.g_01251	Prbi.g_01526
OG0003043	Prae.g_00145	Prbi.g_00041, Prbi.g_01413
OG0003390	Prae.g_00396	Prbi.g_00424
