Orthogroup	Prbd	Prag
OG0001838	Prbd.g_00843	Prag.g_00386
OG0001840	Prbd.g_01882	Prag.g_01310
OG0001842	Prbd.g_01827	Prag.g_01341
OG0001848	Prbd.g_01558	Prag.g_01619
OG0001849	Prbd.g_01573	Prag.g_01603
OG0001850	Prbd.g_00424	Prag.g_01117
OG0001864	Prbd.g_01541	Prag.g_01258
OG0001865	Prbd.g_01902	Prag.g_01263
OG0001867	Prbd.g_01880	Prag.g_01311
OG0001868	Prbd.g_01876	Prag.g_01315
OG0001882	Prbd.g_01545	Prag.g_01634
OG0001906	Prbd.g_00966	Prag.g_00264
OG0001913	Prbd.g_00825	Prag.g_00761
OG0001950	Prbd.g_00392	Prag.g_01088
OG0001954	Prbd.g_00853	Prag.g_00377
OG0001956	Prbd.g_00043	Prag.g_00738
OG0001957	Prbd.g_00831	Prag.g_00770
OG0001958	Prbd.g_00422	Prag.g_01114
OG0001991	Prbd.g_00827	Prag.g_00766
OG0002078	Prbd.g_01899	Prag.g_01299
OG0002155	Prbd.g_00815	Prag.g_01226
OG0002246	Prbd.g_01480	Prag.g_01714
OG0002344	Prbd.g_00529	Prag.g_01214
OG0002418	Prbd.g_00376	Prag.g_01072
