Orthogroup	Prbd	Prae
OG0001838	Prbd.g_00843	Prae.g_00392
OG0001840	Prbd.g_01882	Prae.g_01274
OG0001841	Prbd.g_01868	Prae.g_01285
OG0001842	Prbd.g_01827	Prae.g_01316
OG0001845	Prbd.g_01668	Prae.g_01480
OG0001846	Prbd.g_01604	Prae.g_01543
OG0001847	Prbd.g_01577	Prae.g_01571
OG0001848	Prbd.g_01558	Prae.g_01593
OG0001849	Prbd.g_01573	Prae.g_01575
OG0001850	Prbd.g_00424	Prae.g_01126
OG0001859	Prbd.g_00981	Prae.g_00261
OG0001861	Prbd.g_00410	Prae.g_01111
OG0001862	Prbd.g_00411	Prae.g_01112
OG0001863	Prbd.g_00419	Prae.g_01120
OG0001865	Prbd.g_01902	Prae.g_01257
OG0001867	Prbd.g_01880	Prae.g_01276
OG0001868	Prbd.g_01876	Prae.g_01280
OG0001870	Prbd.g_01926	Prae.g_00038
OG0001880	Prbd.g_01722	Prae.g_01418
OG0001882	Prbd.g_01545	Prae.g_01601
OG0001907	Prbd.g_01925, Prbd.g_01916	Prae.g_01608
OG0001909	Prbd.g_01557	Prae.g_01594
OG0001911	Prbd.g_00064	Prae.g_00768
OG0001913	Prbd.g_00825	Prae.g_01237
OG0001950	Prbd.g_00392	Prae.g_01093
OG0001954	Prbd.g_00853	Prae.g_00384
OG0001956	Prbd.g_00043	Prae.g_00746
OG0001957	Prbd.g_00831	Prae.g_01230
OG0001958	Prbd.g_00422	Prae.g_01123
OG0001982	Prbd.g_00878	Prae.g_00360
OG0001983	Prbd.g_00299	Prae.g_01000
OG0001989	Prbd.g_00869	Prae.g_00369
OG0001991	Prbd.g_00827	Prae.g_01234
OG0002024	Prbd.g_01881	Prae.g_01275
OG0002140	Prbd.g_00298	Prae.g_00998
OG0002188	Prbd.g_00822	Prae.g_01229
OG0002197	Prbd.g_00837	Prae.g_00397
OG0002245	Prbd.g_01559	Prae.g_01591
OG0002554	Prbd.g_01129	Prae.g_00114
OG0003450	Prbd.g_00838	Prae.g_00396
OG0003459	Prbd.g_01562	Prae.g_01587
