Orthogroup	Praf	Syat
OG0002804	Praf.g_01924	Syat.g_03348
OG0002896	Praf.g_00150	Syat.g_02239, Syat.g_02244
OG0002899	Praf.g_01093	Syat.g_01972
OG0002906	Praf.g_00973	Syat.g_01045
OG0002908	Praf.g_01035	Syat.g_01086, Syat.g_03303
OG0002913	Praf.g_02687	Syat.g_01036
OG0002914	Praf.g_02688	Syat.g_01976
OG0003036	Praf.g_00171	Syat.g_00979
OG0003037	Praf.g_00231	Syat.g_01581
OG0003040	Praf.g_00774	Syat.g_03069
OG0003041	Praf.g_01012	Syat.g_01724
OG0003042	Praf.g_01034	Syat.g_01085, Syat.g_02639
OG0003044	Praf.g_01091	Syat.g_00754
OG0003045	Praf.g_01584	Syat.g_01541
OG0003053	Praf.g_02341	Syat.g_01495
OG0003055	Praf.g_02576	Syat.g_03057
OG0003056	Praf.g_02635	Syat.g_03134
OG0003057	Praf.g_02636	Syat.g_03133
OG0003058	Praf.g_02637	Syat.g_03132
OG0003186	Praf.g_00657	Syat.g_01505
OG0003190	Praf.g_01005	Syat.g_02370
OG0003191	Praf.g_01036	Syat.g_01087
OG0003195	Praf.g_01227, Praf.g_01226	Syat.g_00876
OG0003196	Praf.g_01243	Syat.g_00193
OG0003201	Praf.g_01945	Syat.g_02536
OG0003400	Praf.g_02632	Syat.g_00289
OG0003401	Praf.g_02633	Syat.g_00257, Syat.g_00288
OG0003777	Praf.g_02630	Syat.g_00261
OG0004083	Praf.g_01011	Syat.g_02101
OG0004567	Praf.g_00066	Syat.g_01466
OG0005440	Praf.g_01920	Syat.g_03393
