Orthogroup	Praf	Syae
OG0002173	Praf.g_02573	Syae.g_01511
OG0002174	Praf.g_02722	Syae.g_01615
OG0002230	Praf.g_00148	Syae.g_01015
OG0002233	Praf.g_01254	Syae.g_00479
OG0002234	Praf.g_01300	Syae.g_00140
OG0002235	Praf.g_01505	Syae.g_00539
OG0002236	Praf.g_01624	Syae.g_02062
OG0002237	Praf.g_01686	Syae.g_00067
OG0002241	Praf.g_01928	Syae.g_02516
OG0002242	Praf.g_02351	Syae.g_01900
OG0002277	Praf.g_00076	Syae.g_01786
OG0002279	Praf.g_00242	Syae.g_01365
OG0002280	Praf.g_00649	Syae.g_02362
OG0002285	Praf.g_01418	Syae.g_00329
OG0002287	Praf.g_02356, Praf.g_01770	Syae.g_01893
OG0002329	Praf.g_01080, Praf.g_00963	Syae.g_02482, Syae.g_02604
OG0002334	Praf.g_01786	Syae.g_02660
OG0002336	Praf.g_01904	Syae.g_02533
OG0002337	Praf.g_02272	Syae.g_01976
OG0002338	Praf.g_02357	Syae.g_01891
OG0002339	Praf.g_02370	Syae.g_01881
OG0002381	Praf.g_02032, Praf.g_02458, Praf.g_00206	Syae.g_01314
OG0002387	Praf.g_01754	Syae.g_01234
OG0002388	Praf.g_01935	Syae.g_02507
OG0002390	Praf.g_02504	Syae.g_01483
OG0002429	Praf.g_00269	Syae.g_01339
OG0002435	Praf.g_00820, Praf.g_00821	Syae.g_01002
OG0002438	Praf.g_01234	Syae.g_00486
OG0002444	Praf.g_01797	Syae.g_01542
OG0002445	Praf.g_01865, Praf.g_01867	Syae.g_02601
OG0002446	Praf.g_01901	Syae.g_01337
OG0002447	Praf.g_01929	Syae.g_02515
OG0002449	Praf.g_02748	Syae.g_01671
OG0002450	Praf.g_02771	Syae.g_01700
OG0002478	Praf.g_00143	Syae.g_01214
OG0002496	Praf.g_01564	Syae.g_02256
OG0002563	Praf.g_01821	Syae.g_01087
OG0002569	Praf.g_01565	Syae.g_02257
OG0002570	Praf.g_01567	Syae.g_02259
OG0002573	Praf.g_01798	Syae.g_01543
OG0002574	Praf.g_01934	Syae.g_02508
OG0002575	Praf.g_01936	Syae.g_02506
OG0002576	Praf.g_01937	Syae.g_02505
OG0002579	Praf.g_02424	Syae.g_01421
OG0002633	Praf.g_00339	Syae.g_00066
OG0002639	Praf.g_01201	Syae.g_01476
OG0002641	Praf.g_01563	Syae.g_02255
OG0002642	Praf.g_01566	Syae.g_02258
OG0002715	Praf.g_01969	Syae.g_02676
OG0002718	Praf.g_02774	Syae.g_00343
OG0002796	Praf.g_00373	Syae.g_00744
OG0003043	Praf.g_01087	Syae.g_02674
OG0003046	Praf.g_01758	Syae.g_02027
OG0003050	Praf.g_02592, Praf.g_02042	Syae.g_02547
OG0003051	Praf.g_02257	Syae.g_02667
OG0003185	Praf.g_00350	Syae.g_01271
OG0003192	Praf.g_01154	Syae.g_00866
OG0003208	Praf.g_02233	Syae.g_02026, Syae.g_02029
OG0004061	Praf.g_00128	Syae.g_01799
OG0004062	Praf.g_00134	Syae.g_01802
OG0005401	Praf.g_00144	Syae.g_01216
OG0005446	Praf.g_02593	Syae.g_02599
