Orthogroup	Praf	Syai
OG0002168	Praf.g_01289	Syai.g_02023
OG0002169	Praf.g_02018	Syai.g_00513
OG0002170	Praf.g_02057	Syai.g_00482
OG0002171	Praf.g_02350	Syai.g_00145, Syai.g_00191
OG0002174	Praf.g_02722	Syai.g_02833
OG0002230	Praf.g_00148	Syai.g_02233, Syai.g_00201
OG0002233	Praf.g_01254	Syai.g_01382
OG0002234	Praf.g_01300	Syai.g_01156
OG0002236	Praf.g_01624	Syai.g_01715
OG0002237	Praf.g_01686	Syai.g_01097
OG0002239	Praf.g_01854	Syai.g_01737
OG0002242	Praf.g_02351	Syai.g_00190
OG0002243	Praf.g_02606	Syai.g_02752
OG0002281	Praf.g_00720	Syai.g_00770, Syai.g_00769
OG0002285	Praf.g_01418	Syai.g_01546
OG0002291	Praf.g_02494	Syai.g_02653
OG0002328	Praf.g_00262	Syai.g_02526
OG0002329	Praf.g_01080, Praf.g_00963	Syai.g_02836
OG0002330	Praf.g_01117	Syai.g_01735
OG0002331	Praf.g_01128	Syai.g_01381
OG0002334	Praf.g_01786	Syai.g_00962
OG0002336	Praf.g_01904	Syai.g_00867
OG0002337	Praf.g_02272	Syai.g_00266
OG0002338	Praf.g_02357	Syai.g_00181
OG0002339	Praf.g_02370	Syai.g_00171
OG0002341	Praf.g_02608	Syai.g_02754
OG0002384	Praf.g_00981, Praf.g_00982	Syai.g_00598
OG0002387	Praf.g_01754	Syai.g_02238
OG0002389	Praf.g_02095	Syai.g_00424
OG0002429	Praf.g_00269	Syai.g_02515
OG0002435	Praf.g_00820, Praf.g_00821	Syai.g_02221
OG0002436	Praf.g_01025	Syai.g_00606
OG0002438	Praf.g_01234	Syai.g_01375, Syai.g_01376
OG0002448	Praf.g_02373	Syai.g_00168
OG0002578	Praf.g_02167	Syai.g_00953
OG0002579	Praf.g_02424	Syai.g_02599
OG0002640	Praf.g_01485	Syai.g_00772
OG0002708	Praf.g_01150, Praf.g_01163	Syai.g_01837
OG0002709	Praf.g_01166	Syai.g_02344
OG0002715	Praf.g_01969	Syai.g_00969
OG0002718	Praf.g_02774	Syai.g_00967
OG0003043	Praf.g_01087	Syai.g_00978, Syai.g_00977
OG0003046	Praf.g_01758	Syai.g_00316
OG0003054	Praf.g_02466	Syai.g_02438, Syai.g_02437, Syai.g_02450
OG0003203	Praf.g_01973	Syai.g_02377
OG0003373	Praf.g_01050	Syai.g_01199
OG0003388	Praf.g_01141	Syai.g_02454
OG0003389	Praf.g_01142	Syai.g_02455
OG0003394	Praf.g_01492	Syai.g_02447
OG0003664	Praf.g_01049	Syai.g_01198
OG0004065	Praf.g_00330	Syai.g_00588, Syai.g_02095
OG0004571	Praf.g_01109	Syai.g_00575
OG0005411	Praf.g_00840	Syai.g_01970
