Orthogroup	Syaq	Syas
OG0002015	Syaq.g_00961	Syas.g_02219
OG0002016	Syaq.g_01317	Syas.g_02222
OG0002018	Syaq.g_01189	Syas.g_01974
OG0002019	Syaq.g_00994	Syas.g_02163
OG0002025	Syaq.g_00348	Syas.g_02130
OG0002029	Syaq.g_02609, Syaq.g_02652	Syas.g_01930, Syas.g_02786
OG0002038	Syaq.g_00237	Syas.g_02793
OG0002039	Syaq.g_00223	Syas.g_01141
OG0002040	Syaq.g_00222	Syas.g_01047
OG0002041	Syaq.g_02513	Syas.g_00538
OG0002042	Syaq.g_02492	Syas.g_00495
OG0002043	Syaq.g_02440	Syas.g_00404
OG0002045	Syaq.g_00449	Syas.g_01341
OG0002046	Syaq.g_00452	Syas.g_01346
OG0002047	Syaq.g_00532	Syas.g_01514
OG0002048	Syaq.g_00583	Syas.g_01567
OG0002049	Syaq.g_00668	Syas.g_01648
OG0002051	Syaq.g_01388	Syas.g_02317
OG0002053	Syaq.g_02548	Syas.g_00291
OG0002056	Syaq.g_00780	Syas.g_01769
OG0002113	Syaq.g_01112	Syas.g_02072
OG0002116	Syaq.g_01704	Syas.g_02716
OG0002119	Syaq.g_01329	Syas.g_00170
OG0002120	Syaq.g_02714	Syas.g_00127
OG0002121	Syaq.g_01890	Syas.g_02491
OG0002123	Syaq.g_00028	Syas.g_00177
OG0002129	Syaq.g_00388	Syas.g_02752
OG0002130	Syaq.g_00295	Syas.g_02856
OG0002134	Syaq.g_01011	Syas.g_02175
OG0002135	Syaq.g_01645	Syas.g_02651
OG0002136	Syaq.g_01646	Syas.g_02652
OG0002138	Syaq.g_02128	Syas.g_00386
OG0002139	Syaq.g_00145	Syas.g_01065
OG0002142	Syaq.g_00357	Syas.g_02802
OG0002143	Syaq.g_00524	Syas.g_02248
OG0002144	Syaq.g_00661	Syas.g_00956
OG0002159	Syaq.g_01041	Syas.g_02441
OG0002160	Syaq.g_02573	Syas.g_02576
OG0002163	Syaq.g_01238	Syas.g_01913
OG0002167	Syaq.g_01536	Syas.g_00168
OG0002169	Syaq.g_00533	Syas.g_01515
OG0002171	Syaq.g_00956	Syas.g_02220
OG0002173	Syaq.g_01331	Syas.g_02232
OG0002174	Syaq.g_01219	Syas.g_01947
OG0002179	Syaq.g_00985	Syas.g_02196
OG0002180	Syaq.g_00771	Syas.g_01760
OG0002181	Syaq.g_00740	Syas.g_01726
OG0002182	Syaq.g_00722	Syas.g_02712
OG0002183	Syaq.g_01527	Syas.g_02472
OG0002184	Syaq.g_01531	Syas.g_02476
OG0002185	Syaq.g_01541	Syas.g_02504
OG0002186	Syaq.g_01647	Syas.g_02653
OG0002187	Syaq.g_01648	Syas.g_02654
OG0002188	Syaq.g_01677	Syas.g_02689
OG0002189	Syaq.g_01678	Syas.g_02690
OG0002190	Syaq.g_01718	Syas.g_02730
OG0002191	Syaq.g_00507	Syas.g_00477
OG0002192	Syaq.g_00221	Syas.g_01140
OG0002194	Syaq.g_00149	Syas.g_01068
OG0002195	Syaq.g_02274	Syas.g_00669
OG0002196	Syaq.g_02326	Syas.g_00611
OG0002197	Syaq.g_02519	Syas.g_00544
OG0002198	Syaq.g_02106	Syas.g_00722
OG0002199	Syaq.g_02101	Syas.g_00728
OG0002200	Syaq.g_00373	Syas.g_02819
OG0002201	Syaq.g_02002	Syas.g_00860
OG0002202	Syaq.g_02001	Syas.g_00859
OG0002203	Syaq.g_02000	Syas.g_00858
OG0002204	Syaq.g_01982	Syas.g_00843
OG0002205	Syaq.g_01964	Syas.g_00820
OG0002206	Syaq.g_01952	Syas.g_00809, Syas.g_02759
OG0002207	Syaq.g_01942	Syas.g_00799
OG0002208	Syaq.g_01766	Syas.g_01258
OG0002209	Syaq.g_00551	Syas.g_01533
OG0002210	Syaq.g_00574	Syas.g_01559
OG0002211	Syaq.g_00615	Syas.g_01597
OG0002212	Syaq.g_01276	Syas.g_01874
OG0002213	Syaq.g_01272	Syas.g_00922
OG0002214	Syaq.g_01173	Syas.g_02005
OG0002230	Syaq.g_00916	Syas.g_02622
OG0002231	Syaq.g_00286	Syas.g_01444, Syas.g_00772
OG0002235	Syaq.g_02321	Syas.g_00616
OG0002238	Syaq.g_00135	Syas.g_00306
OG0002241	Syaq.g_00453	Syas.g_01347
OG0002242	Syaq.g_00957	Syas.g_02218
OG0002245	Syaq.g_00522	Syas.g_02246
OG0002247	Syaq.g_01957	Syas.g_00813
OG0002248	Syaq.g_02591	Syas.g_00986
OG0002250	Syaq.g_01526	Syas.g_02471
OG0002251	Syaq.g_01721	Syas.g_02733
OG0002253	Syaq.g_00285	Syas.g_02866
OG0002254	Syaq.g_00050	Syas.g_00200
OG0002255	Syaq.g_02505	Syas.g_00528
OG0002257	Syaq.g_02136	Syas.g_01101
OG0002258	Syaq.g_01981	Syas.g_00842
OG0002259	Syaq.g_01842	Syas.g_00067
OG0002260	Syaq.g_00144	Syas.g_01064
OG0002277	Syaq.g_01075	Syas.g_02105
OG0002280	Syaq.g_01828	Syas.g_00014
OG0002288	Syaq.g_01835, Syaq.g_00376	Syas.g_00249
OG0002289	Syaq.g_00455	Syas.g_01349
OG0002292	Syaq.g_01366	Syas.g_02280
OG0002297	Syaq.g_01854	Syas.g_02828
OG0002298	Syaq.g_02501	Syas.g_00506
OG0002299	Syaq.g_02465	Syas.g_02253
OG0002301	Syaq.g_01888	Syas.g_01416
OG0002302	Syaq.g_01751	Syas.g_01273
OG0002303	Syaq.g_00523	Syas.g_02247
OG0002305	Syaq.g_01482	Syas.g_02417
OG0002308	Syaq.g_02331	Syas.g_00605
OG0002309	Syaq.g_02384	Syas.g_00234
OG0002330	Syaq.g_02597	Syas.g_00035
OG0002332	Syaq.g_00134	Syas.g_00305
OG0002333	Syaq.g_00136	Syas.g_00307
OG0002335	Syaq.g_00377, Syaq.g_00120, Syaq.g_01845	Syas.g_00357
OG0002343	Syaq.g_00713	Syas.g_01691
OG0002349	Syaq.g_01615	Syas.g_02590
OG0002352	Syaq.g_00235	Syas.g_00978
OG0002354	Syaq.g_02486	Syas.g_00462
OG0002357	Syaq.g_02133	Syas.g_02694
OG0002359	Syaq.g_00407	Syas.g_01295
OG0002360	Syaq.g_02684	Syas.g_00981, Syas.g_02264
OG0002364	Syaq.g_02439	Syas.g_00402
OG0002369	Syaq.g_00913	Syas.g_02628
OG0002382	Syaq.g_01781	Syas.g_01244
OG0002389	Syaq.g_00586	Syas.g_01570
OG0002390	Syaq.g_01371, Syaq.g_01372	Syas.g_02287
OG0002394	Syaq.g_01285	Syas.g_01869
OG0002395	Syaq.g_00852	Syas.g_01365
OG0002396	Syaq.g_00642	Syas.g_01624
OG0002401	Syaq.g_00234	Syas.g_00398
OG0002402	Syaq.g_02694	Syas.g_00990
OG0002403	Syaq.g_00172	Syas.g_01041
OG0002408	Syaq.g_01876	Syas.g_00825
OG0002409	Syaq.g_01223	Syas.g_01941
OG0002410	Syaq.g_01180	Syas.g_01997
OG0002411	Syaq.g_02375	Syas.g_00564
OG0002430	Syaq.g_01832	Syas.g_02816
OG0002431	Syaq.g_01831	Syas.g_02815
OG0002440	Syaq.g_00064	Syas.g_00217
OG0002447	Syaq.g_00454	Syas.g_01348
OG0002449	Syaq.g_01190	Syas.g_01975
OG0002458	Syaq.g_02157	Syas.g_01033
OG0002459	Syaq.g_02159	Syas.g_01036
OG0002460	Syaq.g_02160	Syas.g_01035
OG0002464	Syaq.g_01544	Syas.g_02507
OG0002466	Syaq.g_01599	Syas.g_02575
OG0002469	Syaq.g_00168	Syas.g_01085
OG0002474	Syaq.g_00663	Syas.g_00224
OG0002494	Syaq.g_01976	Syas.g_00838
OG0002506	Syaq.g_00278	Syas.g_01019
OG0002519	Syaq.g_00989	Syas.g_00963
OG0002526	Syaq.g_02140	Syas.g_01781
OG0002527	Syaq.g_00133	Syas.g_02762
OG0002528	Syaq.g_00131	Syas.g_02760
OG0002529	Syaq.g_01905	Syas.g_00055
OG0002537	Syaq.g_02102	Syas.g_02284
OG0002540	Syaq.g_02156	Syas.g_01032
OG0002541	Syaq.g_00575	Syas.g_01560
OG0002543	Syaq.g_01249	Syas.g_01899
OG0002548	Syaq.g_00093, Syaq.g_00758	Syas.g_01916
OG0002566	Syaq.g_01640	Syas.g_00160
OG0002571	Syaq.g_02216	Syas.g_00165
OG0002572	Syaq.g_02022	Syas.g_00156
OG0002573	Syaq.g_01897	Syas.g_00083
OG0002589	Syaq.g_00104, Syaq.g_02717	Syas.g_00896
OG0002592	Syaq.g_01279	Syas.g_01868
OG0002593	Syaq.g_01732	Syas.g_01437
OG0002606	Syaq.g_02155	Syas.g_01031
OG0002607	Syaq.g_00441	Syas.g_01332
OG0002611	Syaq.g_00987	Syas.g_02193
OG0002612	Syaq.g_02650	Syas.g_00885, Syas.g_01932, Syas.g_02780
OG0002634	Syaq.g_01582	Syas.g_02558
OG0002638	Syaq.g_02592	Syas.g_00953
OG0002643	Syaq.g_00106	Syas.g_00924
OG0002667	Syaq.g_00086	Syas.g_01855
OG0002669	Syaq.g_00895	Syas.g_01158
OG0002670	Syaq.g_00141, Syaq.g_02620, Syaq.g_01323	Syas.g_01165
OG0002675	Syaq.g_00664	Syas.g_02310
OG0002679	Syaq.g_02153	Syas.g_01054
OG0002680	Syaq.g_00052	Syas.g_00202
OG0002681	Syaq.g_02145	Syas.g_02257
OG0002684	Syaq.g_01340	Syas.g_00348, Syas.g_00347, Syas.g_02812
OG0002685	Syaq.g_00078	Syas.g_00513
OG0002687	Syaq.g_00938, Syaq.g_01240	Syas.g_01360
OG0002735	Syaq.g_02458	Syas.g_02544
OG0002736	Syaq.g_00893	Syas.g_02133
OG0002743	Syaq.g_00130	Syas.g_01400
OG0002750	Syaq.g_01847	Syas.g_01482
OG0002760	Syaq.g_02015	Syas.g_00870
OG0002761	Syaq.g_02110	Syas.g_00927
OG0002763	Syaq.g_02164	Syas.g_01486
OG0002764	Syaq.g_02607, Syaq.g_00094	Syas.g_00387
OG0002799	Syaq.g_01924	Syas.g_00370
OG0002804	Syaq.g_02651	Syas.g_01931, Syas.g_02784
OG0002838	Syaq.g_00929, Syaq.g_01634, Syaq.g_02008	Syas.g_00345
OG0002859	Syaq.g_02629	Syas.g_00271
OG0002870	Syaq.g_01538	Syas.g_02498
OG0002874	Syaq.g_02176	Syas.g_00378
OG0002875	Syaq.g_02175	Syas.g_00379
OG0002876	Syaq.g_02173	Syas.g_00381
OG0002877	Syaq.g_02171	Syas.g_00383
OG0002878	Syaq.g_02170	Syas.g_00384
OG0002879	Syaq.g_02291	Syas.g_02775
OG0002880	Syaq.g_02547	Syas.g_01812
OG0002880	Syaq.g_01326	Syas.g_02771
OG0002908	Syaq.g_02180	Syas.g_01388
OG0002913	Syaq.g_02556	Syas.g_01714
OG0002914	Syaq.g_02569	Syas.g_02757
OG0002931	Syaq.g_02718	Syas.g_00897
OG0002952	Syaq.g_01324	Syas.g_01166
OG0002991	Syaq.g_02174	Syas.g_00380
OG0002992	Syaq.g_02172	Syas.g_00382
OG0002994	Syaq.g_01882	Syas.g_01417
OG0002996	Syaq.g_01912	Syas.g_02238
OG0002998	Syaq.g_02131	Syas.g_00355
OG0002999	Syaq.g_00206	Syas.g_01125
OG0003000	Syaq.g_00390	Syas.g_02750
OG0003003	Syaq.g_02027	Syas.g_00932
OG0003004	Syaq.g_02733	Syas.g_01169
OG0003005	Syaq.g_01325	Syas.g_01811
OG0003007	Syaq.g_02227	Syas.g_00940
OG0003007	Syaq.g_02568	Syas.g_00962
OG0003042	Syaq.g_02182	Syas.g_01389
OG0003127	Syaq.g_00081	Syas.g_01893
OG0003128	Syaq.g_02324	Syas.g_00614
OG0003141	Syaq.g_01197	Syas.g_00061
OG0003147	Syaq.g_02208	Syas.g_01485
OG0003154	Syaq.g_02290	Syas.g_01428
OG0003191	Syaq.g_02179	Syas.g_01387
OG0003224	Syaq.g_02644	Syas.g_00366
OG0003255	Syaq.g_00919	Syas.g_01813
OG0003260	Syaq.g_00101	Syas.g_01432
OG0003261	Syaq.g_01255	Syas.g_00049
OG0003263	Syaq.g_00996	Syas.g_01153
OG0003264	Syaq.g_00894	Syas.g_01157
OG0003281	Syaq.g_02220	Syas.g_02255
OG0003282	Syaq.g_02229	Syas.g_02254
OG0003312	Syaq.g_02026	Syas.g_00933
OG0003317	Syaq.g_02028	Syas.g_00931
OG0003322	Syaq.g_02456	Syas.g_00965
OG0003325	Syaq.g_02149	Syas.g_02487
OG0003327	Syaq.g_01053	Syas.g_01161
OG0003332	Syaq.g_00259	Syas.g_01194
OG0003536	Syaq.g_02045	Syas.g_00346
OG0003538	Syaq.g_02577	Syas.g_00343
OG0003540	Syaq.g_02281	Syas.g_02150
OG0003559	Syaq.g_02601	Syas.g_01053
OG0003575	Syaq.g_02029	Syas.g_00930
OG0003593	Syaq.g_00320	Syas.g_02836
OG0003599	Syaq.g_00568	Syas.g_01551
OG0003608	Syaq.g_00813	Syas.g_02765
OG0003610	Syaq.g_00790	Syas.g_00265, Syas.g_02496
OG0003785	Syaq.g_02562	Syas.g_00354
OG0003834	Syaq.g_00997	Syas.g_01154
OG0003923	Syaq.g_02154	Syas.g_01030
OG0003947	Syaq.g_02228	Syas.g_02755
OG0003952	Syaq.g_00083	Syas.g_00891
OG0003980	Syaq.g_02294	Syas.g_01436
OG0003985	Syaq.g_00541	Syas.g_02024
OG0003986	Syaq.g_01907	Syas.g_02302
OG0003994	Syaq.g_02715, Syaq.g_00327	Syas.g_01430
OG0003995	Syaq.g_01874	Syas.g_02305
OG0003997	Syaq.g_00899	Syas.g_01168
OG0004397	Syaq.g_02144	Syas.g_00116
OG0004418	Syaq.g_02570	Syas.g_00929
OG0004419	Syaq.g_02557	Syas.g_00943
OG0004420	Syaq.g_02549	Syas.g_01718
OG0004421	Syaq.g_02550	Syas.g_01717
OG0004422	Syaq.g_02566	Syas.g_02309
OG0004425	Syaq.g_02187	Syas.g_00129
OG0004455	Syaq.g_00980, Syaq.g_02719	Syas.g_00050
OG0004464	Syaq.g_01341	Syas.g_02301
OG0004493	Syaq.g_00075	Syas.g_01440
OG0004495	Syaq.g_02561	Syas.g_00353
OG0005188	Syaq.g_01900	Syas.g_02260
OG0005189	Syaq.g_01899	Syas.g_02261
OG0005194	Syaq.g_02559	Syas.g_00941
OG0005273	Syaq.g_00100	Syas.g_01431
OG0006385	Syaq.g_00814	Syas.g_02451
OG0006398	Syaq.g_01881	Syas.g_01408
OG0006399	Syaq.g_01911	Syas.g_01098
OG0006403	Syaq.g_02289	Syas.g_01423
OG0006404	Syaq.g_02365	Syas.g_00488
