Orthogroup	Syaq	Syam
OG0002113	Syaq.g_01112	Syam.g_00037
OG0002115	Syaq.g_01680	Syam.g_01982
OG0002116	Syaq.g_01704	Syam.g_01957
OG0002118	Syaq.g_00170	Syam.g_00877
OG0002120	Syaq.g_02714	Syam.g_01038
OG0002121	Syaq.g_01890	Syam.g_01393
OG0002123	Syaq.g_00028	Syam.g_01243
OG0002124	Syaq.g_02406	Syam.g_00706
OG0002128	Syaq.g_02211	Syam.g_00918
OG0002129	Syaq.g_00388	Syam.g_01626
OG0002130	Syaq.g_00295	Syam.g_01828
OG0002134	Syaq.g_01011	Syam.g_00132
OG0002135	Syaq.g_01645	Syam.g_02018
OG0002136	Syaq.g_01646	Syam.g_02017
OG0002138	Syaq.g_02128	Syam.g_00807
OG0002139	Syaq.g_00145	Syam.g_00852
OG0002142	Syaq.g_00357	Syam.g_01599
OG0002143	Syaq.g_00524	Syam.g_00494
OG0002144	Syaq.g_00661	Syam.g_00316
OG0002157	Syaq.g_00851	Syam.g_00201
OG0002158	Syaq.g_00849	Syam.g_00203
OG0002160	Syaq.g_02573	Syam.g_00816
OG0002162	Syaq.g_01959	Syam.g_01746
OG0002167	Syaq.g_01536	Syam.g_00658
OG0002169	Syaq.g_00533	Syam.g_00485
OG0002174	Syaq.g_01219	Syam.g_01565
OG0002179	Syaq.g_00985	Syam.g_00149
OG0002180	Syaq.g_00771	Syam.g_00222
OG0002181	Syaq.g_00740	Syam.g_00252
OG0002182	Syaq.g_00722	Syam.g_00269
OG0002183	Syaq.g_01527	Syam.g_02090
OG0002184	Syaq.g_01531	Syam.g_02087
OG0002185	Syaq.g_01541	Syam.g_02079
OG0002186	Syaq.g_01647	Syam.g_02016
OG0002187	Syaq.g_01648	Syam.g_02015
OG0002188	Syaq.g_01677	Syam.g_01985
OG0002189	Syaq.g_01678	Syam.g_01984
OG0002190	Syaq.g_01718	Syam.g_01939
OG0002192	Syaq.g_00221	Syam.g_01772
OG0002193	Syaq.g_02571	Syam.g_00821
OG0002194	Syaq.g_00149	Syam.g_00856
OG0002195	Syaq.g_02274	Syam.g_01344
OG0002196	Syaq.g_02326	Syam.g_01303
OG0002197	Syaq.g_02519	Syam.g_01163
OG0002198	Syaq.g_02106	Syam.g_01448
OG0002199	Syaq.g_02101	Syam.g_01453
OG0002200	Syaq.g_00373	Syam.g_01613
OG0002201	Syaq.g_02002	Syam.g_01705
OG0002202	Syaq.g_02001	Syam.g_01706
OG0002203	Syaq.g_02000	Syam.g_01707
OG0002204	Syaq.g_01982	Syam.g_01724
OG0002205	Syaq.g_01964	Syam.g_01741
OG0002206	Syaq.g_01952	Syam.g_00699
OG0002207	Syaq.g_01942	Syam.g_00689
OG0002208	Syaq.g_01766	Syam.g_00578
OG0002209	Syaq.g_00551	Syam.g_00465
OG0002210	Syaq.g_00574	Syam.g_00401
OG0002211	Syaq.g_00615	Syam.g_00362
OG0002212	Syaq.g_01276	Syam.g_02299
OG0002213	Syaq.g_01272	Syam.g_02304
OG0002214	Syaq.g_01173	Syam.g_02426
OG0002236	Syaq.g_02225	Syam.g_00947
OG0002237	Syaq.g_02075	Syam.g_01474
OG0002245	Syaq.g_00522	Syam.g_00496
OG0002247	Syaq.g_01957	Syam.g_01748
OG0002248	Syaq.g_02591	Syam.g_00798
OG0002250	Syaq.g_01526	Syam.g_02091
OG0002251	Syaq.g_01721	Syam.g_01936
OG0002252	Syaq.g_01629	Syam.g_01881
OG0002253	Syaq.g_00285	Syam.g_01818
OG0002254	Syaq.g_00050	Syam.g_01203
OG0002255	Syaq.g_02505	Syam.g_01147
OG0002257	Syaq.g_02136	Syam.g_01429
OG0002258	Syaq.g_01981	Syam.g_01725
OG0002259	Syaq.g_01842	Syam.g_00655
OG0002260	Syaq.g_00144	Syam.g_00851
OG0002279	Syaq.g_01485	Syam.g_02123
OG0002280	Syaq.g_01828	Syam.g_00639
OG0002281	Syaq.g_01965	Syam.g_01740
OG0002292	Syaq.g_01366	Syam.g_02247
OG0002296	Syaq.g_00399	Syam.g_01638
OG0002297	Syaq.g_01854	Syam.g_00823
OG0002298	Syaq.g_02501	Syam.g_01143
OG0002299	Syaq.g_02465	Syam.g_01104
OG0002300	Syaq.g_01864	Syam.g_01043
OG0002301	Syaq.g_01888	Syam.g_01481
OG0002302	Syaq.g_01751	Syam.g_00563
OG0002303	Syaq.g_00523	Syam.g_00495
OG0002306	Syaq.g_01210	Syam.g_02397
OG0002309	Syaq.g_02384	Syam.g_00736
OG0002328	Syaq.g_01504	Syam.g_02104
OG0002334	Syaq.g_00363	Syam.g_01605
OG0002336	Syaq.g_00439	Syam.g_01666
OG0002337	Syaq.g_00755	Syam.g_00237
OG0002343	Syaq.g_00713	Syam.g_00278
OG0002351	Syaq.g_00860	Syam.g_00194
OG0002352	Syaq.g_00235	Syam.g_01786
OG0002353	Syaq.g_02352	Syam.g_01278
OG0002354	Syaq.g_02486	Syam.g_01125
OG0002356	Syaq.g_00467, Syaq.g_02630	Syam.g_01679
OG0002357	Syaq.g_02133	Syam.g_02356
OG0002358	Syaq.g_00503	Syam.g_01870, Syam.g_01869
OG0002359	Syaq.g_00407	Syam.g_01646
OG0002395	Syaq.g_00852	Syam.g_00200
OG0002396	Syaq.g_00642	Syam.g_00335
OG0002401	Syaq.g_00234	Syam.g_01785
OG0002403	Syaq.g_00172	Syam.g_00879
OG0002405	Syaq.g_02435	Syam.g_01081
OG0002406	Syaq.g_01886	Syam.g_01402
OG0002407	Syaq.g_02139	Syam.g_00979
OG0002408	Syaq.g_01876	Syam.g_01424
OG0002409	Syaq.g_01223	Syam.g_02350
OG0002410	Syaq.g_01180	Syam.g_01410
OG0002411	Syaq.g_02375	Syam.g_00747
OG0002416	Syaq.g_01565	Syam.g_01407
OG0002446	Syaq.g_02537	Syam.g_00447
OG0002449	Syaq.g_01190	Syam.g_02409
OG0002458	Syaq.g_02157	Syam.g_02384
OG0002459	Syaq.g_02159	Syam.g_02382
OG0002460	Syaq.g_02160	Syam.g_02381
OG0002464	Syaq.g_01544	Syam.g_02077
OG0002468	Syaq.g_00147	Syam.g_00854
OG0002469	Syaq.g_00168	Syam.g_00875
OG0002471	Syaq.g_02137	Syam.g_01016
OG0002474	Syaq.g_00663	Syam.g_00315
OG0002475	Syaq.g_00406	Syam.g_01645
OG0002521	Syaq.g_01684	Syam.g_01978
OG0002522	Syaq.g_01734	Syam.g_01920
OG0002526	Syaq.g_02140	Syam.g_01026
OG0002533	Syaq.g_01926	Syam.g_00671
OG0002538	Syaq.g_01353	Syam.g_02260
OG0002539	Syaq.g_01247	Syam.g_02325
OG0002540	Syaq.g_02156	Syam.g_02385
OG0002541	Syaq.g_00575	Syam.g_00400
OG0002542	Syaq.g_02374	Syam.g_01859
OG0002595	Syaq.g_01921	Syam.g_00819
OG0002597	Syaq.g_01632	Syam.g_01048
OG0002606	Syaq.g_02155	Syam.g_02386
OG0002608	Syaq.g_02600	Syam.g_00788
OG0002609	Syaq.g_02405	Syam.g_00719
OG0002667	Syaq.g_00086	Syam.g_01416
OG0002674	Syaq.g_00589	Syam.g_00389
OG0002675	Syaq.g_00664	Syam.g_00314
OG0002676	Syaq.g_01186	Syam.g_02413
OG0002685	Syaq.g_00078	Syam.g_00999
OG0002737	Syaq.g_01623	Syam.g_01887
OG0002747	Syaq.g_02062	Syam.g_01489
OG0002748	Syaq.g_00330	Syam.g_01702
OG0002953	Syaq.g_01859	Syam.g_01963
OG0002961	Syaq.g_01902	Syam.g_00913
OG0002994	Syaq.g_01882	Syam.g_00714
OG0003116	Syaq.g_01741	Syam.g_01422
OG0003119	Syaq.g_02024	Syam.g_01503
OG0003144	Syaq.g_01511	Syam.g_02097
OG0003924	Syaq.g_00667	Syam.g_00311
